id,osm_id,osm_type,coordinates,name,description,amenity,bicycle_parking,capacity,access,covered,fee,supervised,lit,operator,operator_type,building,level,surface,addr_city,addr_street,addr_housenumber,addr_suburb,addr_postcode,opening_hours,payment_none,ref,source,source_date,wikidata,wikipedia,created_at,updated_at
1634,node/3626111406,node,POINT(-43.1894571 -22.9831163),,,bicycle_parking,stands,4,,no,no,,,Botequim Carioca,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1635,node/3626111407,node,POINT(-43.1894303 -22.9832656),,,bicycle_parking,stands,4,,no,no,,,Botequim Carioca,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1636,node/3626132440,node,POINT(-43.4544327 -22.7537849),,,bicycle_parking,wall_loops,12,,yes,no,,,TopShopping,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1637,node/3626139270,node,POINT(-43.2094487 -22.9839241),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1638,node/3626164037,node,POINT(-43.2281461 -22.9888189),,,bicycle_parking,stands,2,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1639,node/3626201017,node,POINT(-43.3569613 -22.9624848),,,bicycle_parking,stands,20,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1640,node/3626206651,node,POINT(-43.1900938 -22.9366854),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1641,node/3626213393,node,POINT(-43.1812925 -22.9321225),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1642,node/3626322722,node,POINT(-43.3745792 -22.9234586),,,bicycle_parking,stands,14,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1643,node/3626339799,node,POINT(-43.348845 -23.0005642),,,bicycle_parking,rack,7,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1644,node/3626377076,node,POINT(-43.184435 -22.9331737),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1645,node/3626377077,node,POINT(-43.1890644 -22.9354339),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1646,node/3626377078,node,POINT(-43.1899523 -22.9364393),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1647,node/3626471938,node,POINT(-43.2397121 -22.9319963),,,bicycle_parking,stands,2,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1648,node/3626471939,node,POINT(-43.2396343 -22.9317023),,,bicycle_parking,stands,3,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1649,node/3626471979,node,POINT(-43.2236649 -22.9205275),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1650,node/3626479630,node,POINT(-43.2176702 -22.9178555),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1651,node/3626482657,node,POINT(-43.32437 -22.8475219),,,bicycle_parking,stands,40,,yes,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1652,node/3627326314,node,POINT(-43.1873233 -22.9732869),,,bicycle_parking,rack,10,,yes,no,,,SESC Copacabana,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1653,node/3627330840,node,POINT(-43.1896078 -22.9357008),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1654,node/3627340534,node,POINT(-43.2098293 -22.9623046),,,bicycle_parking,rack,12,customers,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1655,node/3627350786,node,POINT(-43.192045 -22.9080839),,,bicycle_parking,rack,7,permissive,no,no,,,Edifício General Caldwell,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1656,node/3627538511,node,POINT(-43.1869273 -22.934173),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1657,node/3627617000,node,POINT(-43.3628595 -22.9952059),,,bicycle_parking,rack,5,,no,no,,,Hospital Lourenço Jorge,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1658,node/3627633044,node,POINT(-43.3166809 -23.0074333),,,bicycle_parking,rack,5,,no,yes,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1659,node/3627644472,node,POINT(-43.3143635 -23.0060458),,,bicycle_parking,rack,6,yes,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1660,node/3627645285,node,POINT(-43.3124242 -23.0061544),,,bicycle_parking,rack,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1661,node/3627656156,node,POINT(-43.3839088 -22.9845663),,,bicycle_parking,rack,20,customers,no,,,,Country Clube Quintas do Rio,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1662,node/3627662054,node,POINT(-43.3922416 -22.9953238),,,bicycle_parking,stands,30,customers,no,no,,,Escola Britânica,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1663,node/3634570436,node,POINT(-47.8855968 -15.8040658),,,bicycle_parking,wall_loops,10,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1664,node/3653387385,node,POINT(-47.8855854 -15.8093802),,,bicycle_parking,wall_loops,5,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1665,node/3676821493,node,POINT(-43.2323199 -22.915725),,,bicycle_parking,rack,10,,no,no,,,Senai,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1666,node/3676842661,node,POINT(-43.2335833 -22.9177903),,,bicycle_parking,rack,7,,no,,,,Academia Physical,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1667,node/3676843179,node,POINT(-43.1767335 -22.9313025),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1668,node/3676845691,node,POINT(-43.1766825 -22.9256431),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1669,node/3676861622,node,POINT(-43.1768944 -22.9207023),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1670,node/3676861623,node,POINT(-43.1769105 -22.9204503),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1671,node/3676865961,node,POINT(-43.1831949 -22.9327723),,,bicycle_parking,rack,5,,no,no,,,Refúgio Hostel & Bistrô,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1672,node/3676874031,node,POINT(-43.1781482 -22.9070035),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1673,node/3676874032,node,POINT(-43.1779497 -22.9074606),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1674,node/3676889557,node,POINT(-43.1918756 -22.938363),,,bicycle_parking,stands,4,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1675,node/3676889559,node,POINT(-43.1921813 -22.9385557),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1676,node/3676891220,node,POINT(-43.1983021 -22.9406108),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1677,node/3676891221,node,POINT(-43.1993697 -22.9401143),,,bicycle_parking,stands,5,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1678,node/3676891222,node,POINT(-43.1996298 -22.9400106),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1679,node/3676905055,node,POINT(-43.3558813 -22.9887056),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1680,node/3676905056,node,POINT(-43.3544114 -22.9889451),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1681,node/3678126582,node,POINT(-53.7167338 -29.7018294),,,bicycle_parking,,3,yes,no,,,,,,,,,,,,,,,,,survey,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1682,node/3684845720,node,POINT(-47.0753659 -22.904759),Bicicletário do SESC,,bicycle_parking,,8,permissive,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1683,node/3685461892,node,POINT(-47.8829988 -15.7870775),,,bicycle_parking,wall_loops,10,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1684,node/3709920610,node,POINT(-43.1773221 -22.9340334),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1685,node/3709920612,node,POINT(-43.1772431 -22.9351596),,,bicycle_parking,stands,4,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1686,node/3709920614,node,POINT(-43.1771905 -22.9360434),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1687,node/3716152860,node,POINT(-48.545934 -27.58973),,,bicycle_parking,stands,4,yes,no,no,no,,,,,,sett,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1688,node/3717065214,node,POINT(-38.5735138 -3.7459898),Bicicletário da Geografia,,bicycle_parking,wall_loops,,,yes,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1689,node/3717693353,node,POINT(-34.913702 -8.0923353),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1690,node/3718586691,node,POINT(-34.916976 -8.0955433),,,bicycle_parking,stands,,,,,,,Club Fitness,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1691,node/3718670770,node,POINT(-34.9147823 -8.1342568),,,bicycle_parking,,,,yes,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1692,node/3720515981,node,POINT(-34.870791 -8.0627541),,,bicycle_parking,wall_loops,7,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1693,node/3720546957,node,POINT(-34.8742595 -8.0650003),,,bicycle_parking,stands,10,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1694,node/3720546958,node,POINT(-34.8744554 -8.0641911),,,bicycle_parking,stands,10,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1695,node/3722249885,node,POINT(-48.1300008 -21.7735192),,,bicycle_parking,wall_loops,,customers,,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1696,node/3732309100,node,POINT(-43.3650713 -22.9995558),,,bicycle_parking,stands,20,,yes,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1697,node/3732335100,node,POINT(-43.0016729 -22.8192278),,,bicycle_parking,rack,18,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1698,node/3732344779,node,POINT(-43.1772802 -22.930555),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1699,node/3732361784,node,POINT(-44.5403075 -23.0124276),,,bicycle_parking,rack,29,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1700,node/3732364023,node,POINT(-44.2987771 -22.9694288),,,bicycle_parking,rack,5,,yes,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.232Z,2026-07-02T22:07:42.232Z
1701,node/3733443680,node,POINT(-49.087284 -26.9142723),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1702,node/3738891860,node,POINT(-43.2274511 -22.988424),,,bicycle_parking,rack,5,,no,no,no,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1703,node/3756403712,node,POINT(-46.6368563 -23.5494154),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1704,node/3756623655,node,POINT(-46.6503077 -23.5668157),,,bicycle_parking,,2,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1705,node/3756623657,node,POINT(-46.647531 -23.568909),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1706,node/3756623658,node,POINT(-46.646692 -23.5695838),,,bicycle_parking,stands,4,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1707,node/3756710171,node,POINT(-46.6523427 -23.5650626),,,bicycle_parking,stands,2,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1708,node/3756710172,node,POINT(-46.6492232 -23.5676065),,,bicycle_parking,,2,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1709,node/3756710173,node,POINT(-46.6486955 -23.5680783),,,bicycle_parking,stands,3,yes,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1710,node/3756710175,node,POINT(-46.6462622 -23.5699117),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1711,node/3756710176,node,POINT(-46.6456552 -23.5699773),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1712,node/3756710177,node,POINT(-46.6440949 -23.5709299),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1713,node/3756710267,node,POINT(-46.6498212 -23.567188),,,bicycle_parking,,2,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1714,node/3756710268,node,POINT(-46.6492931 -23.5672452),,,bicycle_parking,,2,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1715,node/3756710269,node,POINT(-46.6479207 -23.5682583),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1716,node/3756710270,node,POINT(-46.6465067 -23.5693117),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1717,node/3756710271,node,POINT(-46.6458865 -23.5702179),,,bicycle_parking,,,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1718,node/3756710272,node,POINT(-46.6447634 -23.5706972),,,bicycle_parking,stands,4,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1719,node/3757483592,node,POINT(-46.6402207 -23.5699695),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1720,node/3757483593,node,POINT(-46.6402247 -23.5698028),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1721,node/3757483594,node,POINT(-46.6399451 -23.5707822),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1722,node/3757483595,node,POINT(-46.6406038 -23.5772857),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1723,node/3757483596,node,POINT(-46.641037 -23.5776409),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1724,node/3757650400,node,POINT(-46.6397094 -23.571823),,,bicycle_parking,stands,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1725,node/3759018561,node,POINT(-46.6410256 -23.5755069),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1726,node/3759018562,node,POINT(-46.6402968 -23.5740956),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1727,node/3759018566,node,POINT(-46.6583341 -23.5599344),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1728,node/3765422583,node,POINT(-49.233261 -25.452797),,,bicycle_parking,stands,16,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1729,node/3768730375,node,POINT(-47.8834313 -15.7830895),,,bicycle_parking,stands,14,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1730,node/3772348324,node,POINT(-34.930183 -8.0654948),,,bicycle_parking,stands,20,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1731,node/3772348325,node,POINT(-34.9310761 -8.0657909),Academia Chesf,,bicycle_parking,,10,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1732,node/3772678365,node,POINT(-53.7188683 -29.7013516),,Para clientes em compras no Rede Super,bicycle_parking,,5,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1733,node/3782844523,node,POINT(-43.4584652 -22.9859463),,,bicycle_parking,rack,11,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1734,node/3784459013,node,POINT(-47.8703606 -15.7651474),,,bicycle_parking,stands,10,,no,,,,Banco do Brasil,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1735,node/3798565894,node,POINT(-41.9130509 -22.4883959),Paraciclo Centro de Cidadania,,bicycle_parking,,,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1736,node/3799986157,node,POINT(-47.8702478 -15.7655212),,,bicycle_parking,stands,8,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1737,node/3803032520,node,POINT(-37.6679823 -10.9158503),Turma da Bike,,bicycle_parking,stands,10,yes,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1738,node/3809963426,node,POINT(-34.8704502 -8.0612281),Cais do Sertão,,bicycle_parking,wall_loops,,permissive,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1739,node/3816955889,node,POINT(-47.8799097 -15.7706487),,,bicycle_parking,wall_loops,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1740,node/3816955891,node,POINT(-47.8708618 -15.7570648),,,bicycle_parking,stands,14,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1741,node/3826768957,node,POINT(-47.8935527 -15.7571257),,,bicycle_parking,stands,4,,yes,,,,Laboratório Sabin,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1742,node/3828870564,node,POINT(-46.549313 -23.6931568),,,bicycle_parking,,,,yes,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1743,node/3837420191,node,POINT(-37.2774537 -7.026688),,,bicycle_parking,,,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1744,node/3837420192,node,POINT(-37.2768267 -7.0263602),,,bicycle_parking,,,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1745,node/3838718798,node,POINT(-47.8657855 -15.7679322),,,bicycle_parking,stands,14,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1746,node/3841243530,node,POINT(-47.8713189 -15.7631323),,,bicycle_parking,stands,14,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1747,node/3845294668,node,POINT(-48.1942902 -21.7840744),,,bicycle_parking,wall_loops,,customers,,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1748,node/3853310366,node,POINT(-34.9131265 -8.0322838),Bicicletário do Edf. Parnamirim,,bicycle_parking,stands,8,permissive,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1749,node/3869788783,node,POINT(-34.8802284 -8.0583607),Bicicletário Alepe,,bicycle_parking,wall_loops,8,yes,,,yes,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1750,node/3869788784,node,POINT(-34.880563 -8.0596271),Bicicletário Fundarpe,,bicycle_parking,wall_loops,10,permissive,,,yes,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1751,node/3869788785,node,POINT(-34.8819687 -8.0579171),Bicicletário Parque 13 de Maio,,bicycle_parking,stands,10,yes,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1809,node/3890930996,node,POINT(-43.1720908 -22.931032),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.256Z,2026-07-02T22:07:42.256Z
1752,node/3869788786,node,POINT(-34.8725299 -8.0547014),Bicicletário Prefeitura,,bicycle_parking,stands,20,yes,,,yes,yes,,,,,gravel,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1753,node/3869788787,node,POINT(-34.8722868 -8.0559436),Bicicletário TRT,,bicycle_parking,stands,14,permissive,no,,yes,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1754,node/3871132827,node,POINT(-47.8889123 -15.7527822),,,bicycle_parking,wall_loops,,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1755,node/3874035861,node,POINT(-43.2449982 -22.9000491),Rio Bike Shop,,bicycle_parking,rack,,,yes,,,,,,,,,Rio de Janeiro,Rua Ana Neri,952,São Francisco Xavier,20960-005,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1756,node/3874074212,node,POINT(-43.1729334 -22.9276956),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1757,node/3874074213,node,POINT(-43.1730031 -22.9280488),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1758,node/3874074214,node,POINT(-43.1731104 -22.9285454),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1759,node/3874074215,node,POINT(-43.1732124 -22.9289456),,,bicycle_parking,stands,6,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1760,node/3874074220,node,POINT(-43.173384 -22.9295063),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1761,node/3874095763,node,POINT(-43.2070604 -22.9605364),,,bicycle_parking,stands,10,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1762,node/3874100410,node,POINT(-43.2048023 -22.9604306),,,bicycle_parking,stands,4,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1763,node/3874106730,node,POINT(-43.2074199 -22.9605784),,,bicycle_parking,stands,8,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
1764,node/3874112675,node,POINT(-43.2081011 -22.9606821),,,bicycle_parking,stands,12,,no,no,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.245Z,2026-07-02T22:07:42.245Z
