id,osm_id,osm_type,coordinates,name,description,amenity,bicycle_parking,capacity,access,covered,fee,supervised,lit,operator,operator_type,building,level,surface,addr_city,addr_street,addr_housenumber,addr_suburb,addr_postcode,opening_hours,payment_none,ref,source,source_date,wikidata,wikipedia,created_at,updated_at
2406,node/4787362690,node,POINT(-51.2074697 -30.0369686),,Paraciclo do PoA Bikes,bicycle_parking,stands,1,yes,no,no,no,yes,,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2407,node/4787362691,node,POINT(-51.2054032 -30.0372814),,Paraciclo do PoA Bikes,bicycle_parking,stands,1,yes,no,no,no,yes,,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2408,node/4787362692,node,POINT(-51.210003 -30.0373444),,,bicycle_parking,stands,1,yes,no,no,no,yes,Panvel,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2409,node/4787362693,node,POINT(-51.2128178 -30.0374044),,,bicycle_parking,wall_loops,8,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2410,node/4787362694,node,POINT(-51.2298765 -30.0375061),,,bicycle_parking,wall_loops,10,yes,no,no,no,yes,Colégio ACM Centro,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2411,node/4787362695,node,POINT(-51.2376482 -30.0376553),,,bicycle_parking,stands,29,customers,no,no,yes,yes,Câmara Municipal,,,,,,,,,,"Mo-Fr 08:00-12:00,13:30-18:00",,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2412,node/4787362696,node,POINT(-51.204538 -30.0377165),,Paraciclo da Braskem,bicycle_parking,stands,1,yes,no,no,no,yes,Gaúcha Bike,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2413,node/4787362697,node,POINT(-51.2254094 -30.0379114),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Preventiva,,,,,,,,,,Mo-Fr 07:00-21:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2414,node/4787362698,node,POINT(-51.2127493 -30.037933),,,bicycle_parking,stands,2,yes,no,no,no,yes,Casa Perky,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2415,node/4787362699,node,POINT(-51.222753 -30.0381559),,,bicycle_parking,wall_loops,6,yes,no,no,no,yes,Sirius,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2416,node/4787362700,node,POINT(-51.2208193 -30.0383173),,,bicycle_parking,stands,5,customers,no,no,no,yes,Zaffari Lima e Silva,,,,,,,,,,Mo-Sa 08:00-23:00; Su 09:00-21:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2417,node/4787362701,node,POINT(-51.205045 -30.0387092),,Paraciclos da EPTC,bicycle_parking,stands,3,yes,no,no,no,yes,Unidade Básica de Saúde Santa Cecília,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2418,node/4787362703,node,POINT(-51.2238444 -30.0391034),,Paraciclos da EPTC,bicycle_parking,stands,2,yes,no,no,no,yes,Condomínio Edifício Salomão Ioschpe,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2419,node/4787362704,node,POINT(-51.2201257 -30.0391914),,,bicycle_parking,wall_loops,4,customers,yes,no,no,yes,Farmácia Quíron Cidade Baixa,,,,,,,,,,Mo-Sa 09:00-21:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2420,node/4787362705,node,POINT(-51.2234281 -30.0395037),,Paraciclo da Braskem,bicycle_parking,stands,1,yes,no,no,no,yes,,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2421,node/4787362706,node,POINT(-51.2248303 -30.0395799),,Paraciclo da Braskem,bicycle_parking,stands,1,yes,no,no,no,yes,Aquavit,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2422,node/4787362707,node,POINT(-51.235567 -30.0399758),,,bicycle_parking,stands,3,customers,no,no,yes,yes,Justiça Federal,,,,,,,,,,Mo-Fr 13:00-18:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2423,node/4787362708,node,POINT(-51.218944 -30.0402204),,,bicycle_parking,wall_loops,4,yes,no,no,no,yes,Casa Azul,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2424,node/4787362709,node,POINT(-51.2153889 -30.0404615),,,bicycle_parking,wall_loops,7,customers,no,no,no,yes,Centro Profissional Farroupilha,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2425,node/4787362710,node,POINT(-51.2223268 -30.0405427),,,bicycle_parking,wall_loops,5,customers,no,no,yes,yes,Caixa Econômica Federal,,,,,,,,,,Mo-Fr 10:00-16:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2426,node/4787362711,node,POINT(-51.2186963 -30.0405937),,,bicycle_parking,stands,1,yes,no,no,no,yes,Dirty Old Man,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2427,node/4787362712,node,POINT(-51.2192311 -30.0406598),,,bicycle_parking,wall_loops,6,yes,no,no,no,yes,MEME Santo de Casa Estação Cultural,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2428,node/4787362713,node,POINT(-51.2073505 -30.0414221),,,bicycle_parking,wall_loops,10,customers,no,no,no,yes,UFRGS Campus Saúde,,,,,,,,,,Mo-Fr 07:30-22:30; Sa 07:30-12:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2429,node/4787362714,node,POINT(-51.2124213 -30.0420158),,,bicycle_parking,wall_loops,7,customers,no,no,no,yes,Boteco Imperial,,,,,,,,,,"Su-Sa 11:00-14:00,17:00-24:00",,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2430,node/4787362715,node,POINT(-51.2207065 -30.0422059),,,bicycle_parking,tree,5,yes,no,no,no,yes,Espaço 900,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2431,node/4787362717,node,POINT(-51.2084221 -30.0427637),,,bicycle_parking,wall_loops,15,customers,no,no,no,yes,UFRGS Campus Saúde,,,,,,,,,,Mo-Fr 07:30-22:30; Sa 07:30-12:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2432,node/4787362718,node,POINT(-51.2190311 -30.0428171),,,bicycle_parking,wall_loops,7,customers,yes,no,no,yes,Moinhos Fitness Venâncio,,,,,,,,,,Mo-Fr 06:30-24:00; Sa 10:00-15:00; Su 09:30-13:30,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2433,node/4787362719,node,POINT(-51.208136 -30.0429598),,,bicycle_parking,bollard,5,customers,no,no,no,yes,UFRGS Campus Saúde,,,,,,,,,,Mo-Fr 07:30-22:30; Sa 07:30-12:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2434,node/4787362720,node,POINT(-51.2058639 -30.043038),,,bicycle_parking,wall_loops,10,customers,no,no,no,yes,UFRGS Campus Saúde,,,,,,,,,,Mo-Fr 07:30-22:30; Sa 07:30-12:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2435,node/4787362821,node,POINT(-51.2082179 -30.0430736),,,bicycle_parking,wall_loops,6,customers,no,no,no,yes,UFRGS Campus Saúde,,,,,,,,,,Mo-Fr 07:30-22:30; Sa 07:30-12:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2436,node/4787362822,node,POINT(-51.2138925 -30.0431341),,Paraciclos da EPTC,bicycle_parking,stands,2,yes,no,no,no,yes,Centro de Saúde Modelo,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2437,node/4787362823,node,POINT(-51.1827677 -30.0431673),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Panvel,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2438,node/4787362825,node,POINT(-51.2292731 -30.0450418),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Premium Office,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2439,node/4787362826,node,POINT(-51.2194387 -30.0453774),,Paraciclos da EPTC,bicycle_parking,stands,3,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2440,node/4787362827,node,POINT(-51.2295477 -30.0462386),,,bicycle_parking,wall_loops,4,private,yes,no,yes,yes,Borges 2233,,,-1,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2441,node/4787362828,node,POINT(-51.2290268 -30.0465452),,Paraciclos da EPTC,bicycle_parking,stands,2,customers,no,no,no,yes,Secretaria Municipal de Obras e Viação,,,,,,,,,,"Mo-Fr 09:00-11:30,13:45-17:30",,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2442,node/4787362829,node,POINT(-51.2126928 -30.0466845),,,bicycle_parking,wall_loops,6,private,no,no,yes,yes,Coordenação de Educação para Mobilidade,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2443,node/4787362830,node,POINT(-51.2212356 -30.0468095),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Pro Gym Fitness,,,,,,,,,,Mo-Fr 06:30-23:00; Sa 10:00-13:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2444,node/4787362831,node,POINT(-51.2300227 -30.0471491),,,bicycle_parking,stands,5,customers,no,no,no,yes,Trend City Center,,,,,,,,,,Su-Sa 07:30-23:30,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2445,node/4787362832,node,POINT(-51.2185905 -30.0473497),,Paraciclos da EPTC,bicycle_parking,stands,4,yes,no,no,no,yes,Centro Municipal de Cultura,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2446,node/4787362833,node,POINT(-51.2240223 -30.0475688),,,bicycle_parking,stands,4,customers,no,no,no,yes,Time Villeroy,,,,,,,,,,Mo-Fr 06:00-22:00; Sa 09:00-13:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2447,node/4787362834,node,POINT(-51.2183386 -30.0478461),,Paraciclos da Braskem,bicycle_parking,stands,4,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2448,node/4787362835,node,POINT(-51.2269746 -30.0486128),,,bicycle_parking,wall_loops,20,private,no,no,no,yes,Tribunal Regional do Trabalho,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2449,node/4787362836,node,POINT(-51.2275657 -30.0489127),,,bicycle_parking,wall_loops,5,private,no,no,yes,yes,Tribunal Regional do Trabalho,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2450,node/4787362837,node,POINT(-51.1954233 -30.0492584),,,bicycle_parking,stands,1,yes,no,no,no,yes,Sindicado Médico do Rio Grande do Sul,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2451,node/4787362848,node,POINT(-51.2180735 -30.0508894),,,bicycle_parking,wall_loops,3,customers,no,no,no,yes,Radicom,,,,,,,,,,Mo-Fr 07:30-23:00; Sa 07:00-15:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2491,node/4792388322,node,POINT(-47.8850355 -15.7807998),,,bicycle_parking,,,,,,,,Greens,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2452,node/4787362849,node,POINT(-51.2245336 -30.0509886),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Studio K,,,,,,,,,,Mo-Sa 09:00-19:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2453,node/4787362850,node,POINT(-51.2228019 -30.0512959),,,bicycle_parking,wall_loops,18,customers,yes,no,yes,yes,Zaffari Menino Deus,,,,,,,,,,Mo-Sa 08:00-23:00; Su 09:00-21:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2454,node/4787362851,node,POINT(-51.1802157 -30.0512582),,,bicycle_parking,wall_loops,36,customers,no,no,yes,yes,Jardim Botânico,,,,,,,,,,Tu-Su 08:00-17:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2455,node/4787362852,node,POINT(-51.2291637 -30.0519658),,Paraciclos da EPTC,bicycle_parking,stands,3,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2456,node/4787362853,node,POINT(-51.2248021 -30.0529185),,,bicycle_parking,bollard,2,customers,no,no,no,yes,Maestro Carnes e Complementos,,,,,,,,,,Mo-Fr 10:00-20:00; Sa 10:00-14:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2457,node/4787362854,node,POINT(-51.1873916 -30.0537177),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Panvel,,,,,,,,,,Mo-Sa 08:00-21:00; Su 09:00-18:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2458,node/4787362855,node,POINT(-51.2274381 -30.0538502),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Master Fitness Center,,,,,,,,,,Mo-Fr 06:30-22:30; Sa 09:00-13:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2459,node/4787362856,node,POINT(-51.2070277 -30.05439),,,bicycle_parking,wall_loops,5,customers,no,no,yes,yes,SafePark ESPM,,,,,,,,,,Mo-Fr 07:00-23:30; Sa 07:00-17:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2460,node/4787362857,node,POINT(-51.2220923 -30.0545378),,,bicycle_parking,wall_loops,6,customers,no,no,no,yes,Z Bikes,,,,,,,,,,"Mo-Fr 09:00-12:00,14:00-19:00; Sa 09:00-17:00",,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2461,node/4787362858,node,POINT(-51.2223143 -30.0547346),,Bicicletário da BikeTech,bicycle_parking,wall_loops,3,customers,no,no,no,yes,Oficina do Açaí Menino Deus,,,,,,,,,,Mo-Sa 09:00-19:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2462,node/4787362859,node,POINT(-51.2288624 -30.0554637),,,bicycle_parking,tree,8,private,no,no,yes,yes,Grêmio Náutico Gaúcho,,,,,,,,,,Su-Sa 07:00-22:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2463,node/4787362860,node,POINT(-51.2229001 -30.0570173),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Farmácia Quíron Menino Deus,,,,,,,,,,Mo-Fr 08:00-19:30; Sa 09:00-15:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2464,node/4787362861,node,POINT(-51.2226852 -30.0576174),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Farmácias São João,,,,,,,,,,Mo-Sa 07:30-22:00; Su 09:00-20:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2465,node/4787362862,node,POINT(-51.2294744 -30.058523),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Hospital Mãe de Deus,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2466,node/4787362863,node,POINT(-51.2228957 -30.0587958),,,bicycle_parking,wall_loops,4,yes,no,no,no,yes,Centro Profissional Genebra,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2467,node/4787362864,node,POINT(-51.2307402 -30.0592879),,,bicycle_parking,stands,7,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2468,node/4787362865,node,POINT(-51.2230158 -30.0594916),,,bicycle_parking,stands,9,customers,no,no,no,yes,Smart Fit Menino Deus,,,,,,,,,,Mo-Fr 06:00-23:00; Sa 09:00-18:00; Su 09:00-15:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2469,node/4787362866,node,POINT(-51.2254752 -30.0600102),,,bicycle_parking,wall_loops,5,customers,no,no,yes,yes,Caixa Econômica Federal,,,,,,,,,,Mo-Fr 10:00-16:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2470,node/4787362867,node,POINT(-51.2271943 -30.0600429),,,bicycle_parking,wall_loops,3,customers,no,no,no,yes,CCAA Menino Deus,,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2471,node/4787362868,node,POINT(-51.2268403 -30.0600761),,,bicycle_parking,wall_loops,5,customers,yes,no,no,yes,Studio Posturale Menino Deus,,,,,,,,,,Mo-Fr 08:00-21:30,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2472,node/4787362869,node,POINT(-51.2263639 -30.0601319),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Minds Menino Deus,,,,,,,,,,Mo-Fr 08:00-22:00; Sa 09:00-17:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2473,node/4787362870,node,POINT(-51.2130395 -30.0624575),,,bicycle_parking,bollard,4,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2474,node/4787362871,node,POINT(-51.2135208 -30.0822775),,,bicycle_parking,stands,5,customers,no,no,yes,yes,Banco do Brasil,,,,,,,,,,Mo-Fr 10:00-16:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2475,node/4787362873,node,POINT(-51.2539533 -30.1054094),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Panvel,,,,,,,,,,Mo-Fr 08:00-23:00; Sa 08:00-22:00; Su 09:00-20:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2476,node/4787362874,node,POINT(-51.2548219 -30.1057977),,,bicycle_parking,wall_loops,5,customers,no,no,yes,yes,Shopping Granville,,,,,,,,,,Mo-Sa 10:00-22:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2477,node/4787362875,node,POINT(-51.2537397 -30.1088259),,,bicycle_parking,stands,6,customers,no,no,no,yes,Shopping Jardins da Praça,,,,,,,,,,Mo-Fr 09:00-22:00; Sa 09:00-12:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2478,node/4787362876,node,POINT(-51.2546603 -30.1110359),,Paraciclos da EPTC,bicycle_parking,stands,2,yes,no,no,no,yes,Unidade Básica de Saúde Tristeza,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2479,node/4787362877,node,POINT(-51.2238369 -30.1443245),,,bicycle_parking,wall_loops,10,customers,no,no,yes,yes,Clube do Professor Gaúcho,,,,,,,,,,Tu-Su 08:00-22:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2480,node/4788397737,node,POINT(-51.2242457 -30.0541614),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Companhia Riograndense de Mineração,,,,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2481,node/4788424432,node,POINT(-51.1282817 -30.0389058),,Paraciclos da EPTC,bicycle_parking,stands,2,yes,no,no,no,yes,Unidade Básica de Saúde Morro Santana,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2482,node/4789039845,node,POINT(-51.2274538 -30.0509462),,,bicycle_parking,wall_loops,15,private,no,no,no,yes,Justiça do Trabalho,,,,,,,,,,Mo-Fr 10:00-18:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2483,node/4789065102,node,POINT(-51.2011637 -30.0292712),,,bicycle_parking,stands,4,yes,no,no,no,yes,Edifício San Sebastian,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2484,node/4789115549,node,POINT(-51.201866 -30.0229909),,Paraciclo do PoA Bikes,bicycle_parking,stands,1,yes,no,no,no,yes,Condomínio Edifício Île de France,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2485,node/4789239527,node,POINT(-51.2293654 -30.0271882),,Paraciclos da EPTC,bicycle_parking,stands,4,yes,no,no,no,yes,Centro Integrado de Passagem Escolar e Lotação,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2486,node/4789251109,node,POINT(-51.1504311 -30.0657639),,Paraciclos da EPTC,bicycle_parking,stands,2,yes,no,no,no,yes,Terminal Antônio de Carvalho,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2487,node/4790040699,node,POINT(-51.2111591 -30.0374369),,,bicycle_parking,wall_loops,16,yes,no,no,no,yes,Prato Verde,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2488,node/4790170082,node,POINT(-51.2078089 -30.0467183),,,bicycle_parking,wall_loops,2,customers,no,no,no,yes,Mercado Ki Preço,,,,,,,,,,Mo-Sa 08:00-20:00; Su 08:00-24:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2489,node/4792242926,node,POINT(-51.1329856 -30.1903843),,,bicycle_parking,wall_loops,10,customers,no,no,no,yes,Kiko Quiosque e Fruteira,,,,,,,,,,Su-Sa 08:00-19:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2490,node/4792334927,node,POINT(-51.1466396 -30.1496409),,Paraciclos da EPTC,bicycle_parking,stands,2,yes,yes,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2492,node/4792484773,node,POINT(-51.2190679 -30.1359215),,,bicycle_parking,bollard,2,customers,yes,no,yes,yes,Jardim Verde Shopping,,,,,,,,,,Mo-Sa 09:30-19:00,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2493,node/4799991703,node,POINT(-53.7153169 -29.7153067),,,bicycle_parking,wall_loops,9,,,,,,,,,,concrete,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2494,node/4802540803,node,POINT(-38.5897541 -3.8115535),Bicicletário da Drogaria Fortaleza,,bicycle_parking,stands,4,,no,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2495,node/4805279022,node,POINT(-48.5911638 -27.9030293),,,bicycle_parking,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2496,node/4805805424,node,POINT(-51.2358317 -30.0641971),,,bicycle_parking,stands,24,customers,no,no,yes,yes,Sport Club Internacional,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2497,node/4805805425,node,POINT(-51.2367531 -30.0644183),,,bicycle_parking,stands,12,customers,no,no,yes,yes,Sport Club Internacional,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2498,node/4805805426,node,POINT(-51.2364613 -30.0671771),,,bicycle_parking,stands,64,customers,no,no,yes,yes,Sport Club Internacional,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2499,node/4805961511,node,POINT(-51.2200181 -30.0333094),Bicicletário Patrícia Silva de Figueiredo,,bicycle_parking,bollard,10,customers,no,no,no,yes,UFRGS Campus Centro,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2500,node/4805961512,node,POINT(-51.2339762 -30.0303715),Park Bike Indigo Center,,bicycle_parking,stands,14,customers,no,no,no,yes,Indigo Center,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.325Z,2026-07-02T22:07:42.325Z
2501,node/4805961513,node,POINT(-51.2020411 -30.0235602),,,bicycle_parking,wall_loops,5,customers,no,no,no,yes,Pátio Ivo Rizzo,,,,,,,,,,,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2502,node/4805961514,node,POINT(-51.2033479 -30.0250691),,,bicycle_parking,wall_loops,4,customers,no,no,no,yes,Panvel,,,,,,,,,,Mo-Sa 08:00-22:00; Su 10:00-19:00,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2503,node/4805961515,node,POINT(-51.2243012 -30.0266395),,Paraciclos da EPTC,bicycle_parking,stands,9,yes,yes,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2504,node/4805961516,node,POINT(-51.2289226 -30.0276191),,,bicycle_parking,wall_loops,8,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2505,node/4805961517,node,POINT(-51.2059659 -30.0283363),,,bicycle_parking,stands,4,customers,no,no,no,yes,5ª Avenida Center,,,1,,,,,,,Mo-Fr 08:00-19:00; Sa 10:00-17:00,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2506,node/4805961518,node,POINT(-51.2241601 -30.0285149),,Paraciclos da EPTC,bicycle_parking,stands,3,yes,no,no,no,yes,PMPA,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2507,node/4805961519,node,POINT(-51.2305558 -30.0288159),,,bicycle_parking,stands,4,yes,no,no,no,yes,Santander Cultural,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
2508,node/4805961520,node,POINT(-51.2302569 -30.0292492),,,bicycle_parking,stands,12,yes,no,no,no,yes,Caixa Econômica Federal 7 de Setembro,,,,,,,,,,24/7,,,,,,,2026-07-02T22:07:42.336Z,2026-07-02T22:07:42.336Z
