id,data.age,data.job,data.gender,data.season,data.system,data.frequency,data.schooling,data.collisions,data.color_race,data.days_usage.total,data.days_usage.school,data.days_usage.leisure,data.days_usage.working,data.days_usage.shopping,data.years_using,data.age_category,data.age_standard,data.biggest_need,data.biggest_issue,data.distance_time,data.time_category,data.time_original,data.wage_standard,data.covid19_impact,data.frequency_what,data.income_original,data.pandemic_impact,data.theft_occurrence,data.transport_quality,data.household_quantity,data.combination_quality,data.motivation_to_start,data.neighborhood_living,data.neighborhood_origin,data.combination_category,data.neighborhood_destiny,data.harassment_occurrence,data.transport_combination.yes_no,data.transport_combination.transportation,data.motivation_to_continue,metadata.id,metadata.area,metadata.city,metadata.date,metadata.hour,metadata.street,metadata.weekday,metadata.location.type,metadata.location.coordinates,metadata.schedule,metadata.bike_type,metadata.sheet_index,metadata.survey_year,metadata.neighborhood,metadata.original_date,metadata.researcher_code,metadata.datetime_original,metadata.questionnaire_number,coordinates,created_at,updated_at
4491,12,vendedor(a),Feminino,,,,Ensino Médio (Segundo Grau),Não,,3,0,0,5,0,entre 1 e 2 anos,até 14 anos,até 1 Salário Mínimo,É mais rápido e prático,Falta de segurança no trânsito,10,até 10 minutos,Entre 1 e 2 anos,1400,,Mais segurança/educação no trânsito,até 1 salário mínimo,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,1,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Comendador Morais,sexta-feira,Point,"-8.08882,-34.88169",,Privada,1,2015,Brasília Teimosa,,30786,,,0101000020E6100000E99AC937DB7041C02176A6D0792D20C0,2026-07-22T03:36:42.941Z,2026-07-22T03:36:42.941Z
4492,14,encarregado de almoxarife,Masculino,,,,Ensino Médio (Segundo Grau),Não,,7,0,0,6,0,menos de 6 meses,até 14 anos,de 1 a 2 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Menos de 6 meses,2000,,Mais arborização/sobreamento,de 1 a 2 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,2,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,2,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:42.960Z,2026-07-22T03:36:42.960Z
4493,15,cozinheiro(a),Masculino,,,,Ensino Médio (Segundo Grau),Não,,5,0,0,6,1,menos de 6 meses,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Menos de 6 meses,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,3,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Praça Maciel Pinheiro,sexta-feira,Point,"-8.06263,-34.88528",,Privada,3,2015,Boa Vista,,30786,,,0101000020E6100000C5E6E3DA507141C0397F130A112020C0,2026-07-22T03:36:42.963Z,2026-07-22T03:36:42.963Z
4494,15,agente aeroportuario,Feminino,0,,,Ensino Médio (Segundo Grau),Não,,5,0,2,6,0,entre 6 meses e 1 ano,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Entre 6 meses e 1 ano,2000,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 1 a 2 salários mínimos,,,,0,Ônibus/Metrô/Trem/BRT,É mais rápido e prático,,,Ônibus/Metrô/Trem/BRT,,,false,,É mais rápido e prático,4,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Avenida Agamenon Magalhães,quarta-feira,Point,"-8.06022,-34.89798",,Privada,4,2015,Derby,,30786,,,0101000020E6100000253B3602F17241C05721E527D51E20C0,2026-07-22T03:36:42.967Z,2026-07-22T03:36:42.967Z
4495,15,costureiro(a),Masculino,0,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Não,,7,0,0,4,0,entre 2 e 5 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais barato,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Entre 2 e 5 anos,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0,Ônibus/Metrô/Trem/BRT,É mais rápido e prático,,,Ônibus/Metrô/Trem/BRT,,,false,,É mais barato,5,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Pedro Alves,segunda-feira,Point,"-8.0362,-34.89234",,Privada,5,2015,Encruzilhada,,30786,,,0101000020E6100000D1747632387241C0FB3A70CE881220C0,2026-07-22T03:36:42.971Z,2026-07-22T03:36:42.971Z
4496,15,tecnico(a) de informatica,Masculino,0,,,Ensino Superior (Faculdade),Sim,,5,0,2,2,0,entre 2 e 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais saudável,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Entre 2 e 5 anos,3500,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 2 a 3 salários mínimos,,,,0,Carro/Moto,É mais rápido e prático,,,Carro/Moto,,,false,,É mais saudável,6,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Carlos Gomes,quarta-feira,Point,"-8.05897,-34.91198",,Privada,6,2015,Prado,,30786,,,0101000020E6100000944DB9C2BB7441C0E7E3DA50311E20C0,2026-07-22T03:36:42.974Z,2026-07-22T03:36:42.974Z
4497,15,autonomo(a),Masculino,0,,,Ensino Superior (Faculdade),Não,,7,0,7,7,4,entre 6 meses e 1 ano,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de segurança no trânsito,10,até 10 minutos,Entre 6 meses e 1 ano,3500,,Mais segurança/educação no trânsito,de 2 a 3 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,7,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,7,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:42.977Z,2026-07-22T03:36:42.977Z
4498,16,cenografo(a),Masculino,0,,,Pós-Graduação,Não,,7,0,2,7,5,entre 6 meses e 1 ano,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Entre 6 meses e 1 ano,3500,,Mais segurança/educação no trânsito,de 3 a 5 salários mínimos,,,,0, ,É mais saudável,,, ,,,false,,É mais rápido e prático,8,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,8,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:42.980Z,2026-07-22T03:36:42.980Z
4499,16,bombeiro hidraulico,Masculino,0,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Sim,,5,0,0,2,0,mais de 5 anos,de 15 a 24 anos,até 1 Salário Mínimo,É mais saudável,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Mais de 5 anos,0,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Não sabe/Não respondeu,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais saudável,9,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Pedro Alves,segunda-feira,Point,"-8.0362,-34.89234",,Privada,9,2015,Encruzilhada,,30786,,,0101000020E6100000D1747632387241C0FB3A70CE881220C0,2026-07-22T03:36:42.984Z,2026-07-22T03:36:42.984Z
4500,16,cobrador(a) de onibus,Masculino,0,,,Ensino Médio (Segundo Grau),Não,,5,0,0,5,1,entre 1 e 2 anos,de 15 a 24 anos,até 1 Salário Mínimo,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,10,até 10 minutos,Entre 1 e 2 anos,0,,Mais arborização/sobreamento,Não sabe/Não respondeu,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,10,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Manuel Pinheiro,sexta-feira,Point,"-8.05188,-34.88732",,Privada,10,2015,Boa Vista,,30786,,,0101000020E61000001A8BA6B3937141C00AA2EE03901A20C0,2026-07-22T03:36:42.986Z,2026-07-22T03:36:42.986Z
4501,16,empresario(a),Masculino,0,,,Ensino Superior (Faculdade),Não,,7,0,2,4,0,entre 2 e 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de segurança no trânsito,12,mais de 10 até 20 minutos,Entre 2 e 5 anos,3500,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 3 a 5 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,11,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Praça do Derby,quarta-feira,Point,"-8.05661,-34.89772",,Privada,11,2015,Derby,,30786,,,0101000020E6100000897B2C7DE87241C0CC4065FCFB1C20C0,2026-07-22T03:36:42.988Z,2026-07-22T03:36:42.988Z
4502,17,atendente,Masculino,,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Não,,6,0,1,5,1,entre 6 meses e 1 ano,de 15 a 24 anos,até 1 Salário Mínimo,É mais rápido e prático,Falta de segurança no trânsito,12,mais de 10 até 20 minutos,Entre 6 meses e 1 ano,1400,,Mais arborização/sobreamento,até 1 salário mínimo,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,12,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Praça Maciel Pinheiro,sexta-feira,Point,"-8.06263,-34.88528",,Privada,12,2015,Boa Vista,,30786,,,0101000020E6100000C5E6E3DA507141C0397F130A112020C0,2026-07-22T03:36:42.991Z,2026-07-22T03:36:42.991Z
4503,17,mecanico,Masculino,,,,Ensino Médio (Segundo Grau),Não,,7,0,0,6,0,mais de 5 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais rápido e prático,Falta de segurança no trânsito,13,mais de 10 até 20 minutos,Mais de 5 anos,2000,,Mais arborização/sobreamento,de 1 a 2 salários mínimos,,,,0,Ônibus/Metrô/Trem/BRT,É mais saudável,,,Ônibus/Metrô/Trem/BRT,,,false,,É mais rápido e prático,13,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Jaul,terça-feira,Point,"-8.08825,-34.88063",,Privada,13,2015,Brasília Teimosa,,30786,,,0101000020E610000030F0DC7BB87041C077BE9F1A2F2D20C0,2026-07-22T03:36:42.993Z,2026-07-22T03:36:42.993Z
4504,18,funcionario(a) publico(a),Masculino,5,,,Ensino Médio (Segundo Grau),Não,,7,0,0,5,0,mais de 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Mais de 5 anos,3500,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 2 a 3 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais saudável,14,Área 2 - Área Intermediária,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Francisco Valpassos,terça-feira,Point,"-8.08771,-34.88236",,Privada,14,2015,Brasília Teimosa,,30786,,,0101000020E610000037A6272CF17041C077103B53E82C20C0,2026-07-22T03:36:42.996Z,2026-07-22T03:36:42.996Z
4505,18,estudante,Feminino,,,,Pós-Graduação,Não,,7,2,2,2,0,mais de 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Mais de 5 anos,3500,,Mais segurança/educação no trânsito,de 2 a 3 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,15,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua de Santa Cruz,sexta-feira,Point,"-8.05442,-34.89136",,Privada,15,2015,Boa Vista,,30786,,,0101000020E6100000357BA015187241C0247F30F0DC1B20C0,2026-07-22T03:36:43.000Z,2026-07-22T03:36:43.000Z
4506,18,monitor(a),Masculino,2,,,Ensino Superior (Faculdade),Não,,5,0,2,5,0,mais de 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de segurança no trânsito,15,mais de 10 até 20 minutos,Mais de 5 anos,3500,,Mais segurança/educação no trânsito,de 2 a 3 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,16,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Gervásio Píres,sexta-feira,Point,"-8.05737,-34.88502",,Privada,16,2015,Boa Vista,,30786,,,0101000020E61000002827DA55487141C0058BC3995F1D20C0,2026-07-22T03:36:43.003Z,2026-07-22T03:36:43.003Z
4507,18,garcom(garconete),Masculino,,,,Ensino Médio (Segundo Grau),Não,,5,0,0,5,0,menos de 6 meses,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Menos de 6 meses,2000,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 1 a 2 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,17,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Oliveira Lima,quarta-feira,Point,"-8.05624,-34.88988",,Pública,17,2015,Boa Vista,,30786,,,0101000020E6100000A7AE7C96E77141C03F74417DCB1C20C0,2026-07-22T03:36:43.005Z,2026-07-22T03:36:43.005Z
4508,18,garcom(garconete),Masculino,,,,Ensino Médio (Segundo Grau),Não,,3,0,0,5,0,mais de 5 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Mais de 5 anos,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0, ,É mais saudável,,, ,,,false,,É mais saudável,18,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,18,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:43.008Z,2026-07-22T03:36:43.008Z
4509,19,dona de casa,Masculino,1,,,Ensino Médio (Segundo Grau),Não,,4,0,3,5,3,menos de 6 meses,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais barato,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Menos de 6 meses,2000,,Mais arborização/sobreamento,de 1 a 2 salários mínimos,,,,0, ,Outros,,, ,,,false,,É mais barato,19,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Vasco da Gama,sexta-feira,Point,"-8.0181,-34.9216",,Privada,19,2015,Vasco da Gama,,30786,,,0101000020E61000002EFF21FDF67541C07E1D3867440920C0,2026-07-22T03:36:43.011Z,2026-07-22T03:36:43.011Z
4510,19,diretor(a) de arte,Masculino,0,,,Ensino Superior (Faculdade),Não,,7,0,1,5,2,entre 2 e 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Entre 2 e 5 anos,3500,,Mais segurança/educação no trânsito,de 3 a 5 salários mínimos,,,,0, ,É ambientalmente correto,,, ,,,false,,É mais rápido e prático,20,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,20,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:43.013Z,2026-07-22T03:36:43.013Z
4511,19,tecnico(a) de informatica,Masculino,6,,,Ensino Superior (Faculdade),Não,,3,0,0,6,0,entre 6 meses e 1 ano,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais saudável,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Entre 6 meses e 1 ano,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0, ,É mais saudável,,, ,,,false,,É mais saudável,21,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Cleto Campelo,terça-feira,Point,"-8.06251,-34.87931",,Privada,21,2015,Santo Antônio,,30786,,,0101000020E6100000DB85E63A8D7041C08E588B4F012020C0,2026-07-22T03:36:43.015Z,2026-07-22T03:36:43.015Z
4512,20,tatuador,Masculino,0,,,Ensino Superior (Faculdade),Não,,7,5,2,5,3,mais de 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Mais de 5 anos,3500,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 2 a 3 salários mínimos,,,,0, ,É mais barato,,, ,,,false,,É mais rápido e prático,22,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Carlos Gomes,quarta-feira,Point,"-8.05897,-34.91198",,Privada,22,2015,Prado,,30786,,,0101000020E6100000944DB9C2BB7441C0E7E3DA50311E20C0,2026-07-22T03:36:43.018Z,2026-07-22T03:36:43.018Z
4513,20,designer,Feminino,0,,,Ensino Superior (Faculdade),Não,,5,0,1,2,3,entre 6 meses e 1 ano,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Entre 6 meses e 1 ano,3500,,Mais segurança pública,de 3 a 5 salários mínimos,,,,0, ,É mais saudável,,, ,,,false,,É mais saudável,23,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Vasco da Gama,segunda-feira,Point,"-8.0181,-34.9216",,Privada,23,2015,Vasco da Gama,,30786,,,0101000020E61000002EFF21FDF67541C07E1D3867440920C0,2026-07-22T03:36:43.021Z,2026-07-22T03:36:43.021Z
4514,20,pedreiro,Masculino,0,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Não,,6,0,0,5,1,mais de 5 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,Outros,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Mais de 5 anos,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0, ,Outros,,, ,,,false,,Outros,24,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Floriano Peixoto,terça-feira,Point,"-8.06546,-34.88238",,Privada,24,2015,Santo Antônio,,30786,,,0101000020E61000007E52EDD3F17041C06F641EF9832120C0,2026-07-22T03:36:43.023Z,2026-07-22T03:36:43.023Z
4515,20,seguranca,Masculino,,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Não,,1,0,0,6,0,entre 1 e 2 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É ambientalmente correto,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Entre 1 e 2 anos,2000,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 1 a 2 salários mínimos,,,,0, ,É ambientalmente correto,,, ,,,false,,É ambientalmente correto,25,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Praça do Diário,quinta-feira,Point,"-8.06404,-34.87796",,Pública,25,2015,Santo Antônio,,30786,,,0101000020E61000001C9947FE607041C08D45D3D9C92020C0,2026-07-22T03:36:43.026Z,2026-07-22T03:36:43.026Z
4516,20,comerciario(a),Feminino,,,,Ensino Médio (Segundo Grau),Não,,5,0,1,5,0,entre 6 meses e 1 ano,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Entre 6 meses e 1 ano,2000,,Mais segurança pública,de 1 a 2 salários mínimos,,,,0, ,É mais saudável,,, ,,,false,,É mais saudável,26,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Vasco da Gama,segunda-feira,Point,"-8.0181,-34.9216",,Privada,26,2015,Vasco da Gama,,30786,,,0101000020E61000002EFF21FDF67541C07E1D3867440920C0,2026-07-22T03:36:43.029Z,2026-07-22T03:36:43.029Z
4517,21,vendedor(a),Masculino,,,,Ensino Médio (Segundo Grau),Não,,5,0,0,6,0,entre 2 e 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Entre 2 e 5 anos,3500,,Mais segurança/educação no trânsito,de 2 a 3 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,27,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,27,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:43.032Z,2026-07-22T03:36:43.032Z
4518,21,frentista,Masculino,0,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Sim,,7,0,0,6,0,mais de 5 anos,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É mais barato,Falta de segurança no trânsito,15,mais de 10 até 20 minutos,Mais de 5 anos,3500,,Mais segurança/educação no trânsito,de 2 a 3 salários mínimos,,,,0,Ônibus/Metrô/Trem/BRT,É mais rápido e prático,,,Ônibus/Metrô/Trem/BRT,,,false,,É mais barato,28,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Carlos Gomes,quarta-feira,Point,"-8.05897,-34.91198",,Privada,28,2015,Prado,,30786,,,0101000020E6100000944DB9C2BB7441C0E7E3DA50311E20C0,2026-07-22T03:36:43.034Z,2026-07-22T03:36:43.034Z
4519,21,arquiteto(a) e urbanista,Masculino,0,,,Ensino Superior (Faculdade),Não,,2,0,2,5,0,menos de 6 meses,de 15 a 24 anos,de 2 a 5 Salários Mínimos,É ambientalmente correto,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Menos de 6 meses,3500,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",de 3 a 5 salários mínimos,,,,0, ,É mais saudável,,, ,,,false,,É ambientalmente correto,29,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Vasco da Gama,segunda-feira,Point,"-8.0181,-34.9216",,Privada,29,2015,Vasco da Gama,,30786,,,0101000020E61000002EFF21FDF67541C07E1D3867440920C0,2026-07-22T03:36:43.037Z,2026-07-22T03:36:43.037Z
4520,21,estudante,Masculino,,,,Ensino Médio (Segundo Grau),Não,,5,5,0,5,0,entre 1 e 2 anos,de 15 a 24 anos,até 1 Salário Mínimo,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,15,mais de 10 até 20 minutos,Entre 1 e 2 anos,0,,Mais segurança/educação no trânsito,Não sabe/Não respondeu,,,,0,Ônibus/Metrô/Trem/BRT,É mais rápido e prático,,,Ônibus/Metrô/Trem/BRT,,,false,,É mais rápido e prático,30,Área 1 - Área Central,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Praça do Diário,sexta-feira,Point,"-8.06404,-34.87796",,Pública,30,2015,Santo Antônio,,30786,,,0101000020E61000001C9947FE607041C08D45D3D9C92020C0,2026-07-22T03:36:43.039Z,2026-07-22T03:36:43.039Z
4521,21,auxiliar de pedreiro,Masculino,,,,"Ensino Fundamental (primário e ginásio, até a oitava série)",Não,,5,0,0,7,3,entre 1 e 2 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",15,mais de 10 até 20 minutos,Entre 1 e 2 anos,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,31,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Vasco da Gama,segunda-feira,Point,"-8.0181,-34.9216",,Privada,31,2015,Vasco da Gama,,30786,,,0101000020E61000002EFF21FDF67541C07E1D3867440920C0,2026-07-22T03:36:43.042Z,2026-07-22T03:36:43.042Z
4522,22,estoquista,Masculino,6,,,Ensino Médio (Segundo Grau),Sim,,7,0,1,0,0,mais de 5 anos,de 15 a 24 anos,de 1 a 2 Salários Mínimos,É mais saudável,Falta de respeito dos condutores dos motorizados,20,mais de 10 até 20 minutos,Mais de 5 anos,2000,,Mais segurança/educação no trânsito,de 1 a 2 salários mínimos,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais saudável,32,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Rua Gomes Taborda,quarta-feira,Point,"-8.05862,-34.9128",,Privada,32,2015,Prado,,30786,,,0101000020E6100000F7E461A1D67441C075C8CD70031E20C0,2026-07-22T03:36:43.045Z,2026-07-22T03:36:43.045Z
4523,22,funcionario(a) publico(a),Masculino,5,,,Ensino Médio (Segundo Grau),Não,,5,0,0,5,0,menos de 6 meses,de 15 a 24 anos,até 1 Salário Mínimo,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",20,mais de 10 até 20 minutos,Menos de 6 meses,0,,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Não sabe/Não respondeu,,,,0, ,É mais rápido e prático,,, ,,,false,,É mais rápido e prático,33,Área 3 - Área Periférica,Recife,2024-01-01T03:00:00.000Z,1899-12-30T17:00:00.000Z,Estrada do Arraial x Rua Padre Lemos,quinta-feira,Point,"-8.04448,-34.87489",,Privada,33,2015,Casa Amarela,,30786,,,0101000020E610000079CC4065FC6F41C0F4A62215C61620C0,2026-07-22T03:36:43.047Z,2026-07-22T03:36:43.047Z
