post_code	street_code	street_name	score	raw_address
B046682	36960	Avenida Josélia	1.000	Av. Joselia
B046685	38539	Rua Córrego do Leôncio	1.000	R. Do Corrego Do Leoncio
B046686	23523	Rua Fagundes	1.000	R. Fagundes
B046687	38539	Rua Córrego do Leôncio	1.000	R. Do Corrego Do Leoncio
B046688	36960	Avenida Josélia	1.000	Av. Joselia
B046689	36960	Avenida Josélia	1.000	Av. Joselia
B046690	36960	Avenida Josélia	1.000	Av. Joselia
B046691	36960	Avenida Josélia	1.000	Av. Joselia
B046694	36960	Avenida Josélia	1.000	Av. Joselia
B046695	36960	Avenida Josélia	1.000	Av. Joselia
B046696	36960	Avenida Josélia	1.000	Av. Joselia
B046697	36960	Avenida Josélia	1.000	Av. Joselia
B046698	36960	Avenida Josélia	1.000	Av. Joselia
B046699	36960	Avenida Josélia	1.000	Av. Joselia
B046700	36960	Avenida Josélia	1.000	Av. Joselia
B046701	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046703	68250	Rua Luis José da Cunha	1.000	Rua Luis Jose Da Cunha
B046705	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046708	68250	Rua Luis José da Cunha	1.000	Rua Luis Jose Da Cunha
B046711	68055	Rua Dilermano Melo do Nascimento	1.000	R. Dilermano Melo Do Nascimento
B046712	67997	Rua Lourdes Maria Wanderley Pontes	1.000	Rua Lourdes Maria Wanderley Pontes
B046713	67997	Rua Lourdes Maria Wanderley Pontes	1.000	Rua Lourdes Maria Wanderley Pontes
B046714	67997	Rua Lourdes Maria Wanderley Pontes	1.000	Rua Lourdes Maria Wanderley Pontes
B046715	68039	Rua São Bento	1.000	R. Sao Bento
B046716	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046717	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046718	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046719	67997	Rua Lourdes Maria Wanderley Pontes	1.000	Rua Lourdes Maria Wanderley Pontes
B046720	67997	Rua Lourdes Maria Wanderley Pontes	1.000	Rua Lourdes Maria Wanderley Pontes
B046722	68250	Rua Luis José da Cunha	1.000	Rua Luis Jose Da Cunha
B046723	68063	Rua Padre Severino Santiago	1.000	R. Padre Severino Santiago
B046724	68241	Rua José Carlos Novaes da Mata Machado	1.000	R. Jose Carlos Novaes Da Mata Machado
B046724D	68241	Rua José Carlos Novaes da Mata Machado	1.000	R. Jose Carlos Novaes Da Mata Machado
B046726	68047	Rua Professor Luiz Rodrigues de Melo	1.000	Rua Professor Luiz Rodrigues De Melo
B046727	68047	Rua Professor Luiz Rodrigues de Melo	1.000	Rua Professor Luiz Rodrigues De Melo
B046728	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046729	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046730	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046731	68039	Rua São Bento	1.000	R. Sao Bento
B046732	68039	Rua São Bento	1.000	R. Sao Bento
B046733	68039	Rua São Bento	1.000	R. Sao Bento
B046734	68063	Rua Padre Severino Santiago	1.000	R. Padre Severino Santiago
B046735	68063	Rua Padre Severino Santiago	1.000	R. Padre Severino Santiago
B046736	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046737	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046738	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046739	68039	Rua São Bento	1.000	R. Sao Bento
B046740	68020	Rua Nicolau Jerônimo de Barros	1.000	R. Nicolau Jeronimo De Barros
B046741	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046742	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046743	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046744	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046745	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046746	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046747	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046748	100137	1ª Travessa Córrego da Areia	1.000	Corrego Da Areia
B046750	100137	1ª Travessa Córrego da Areia	1.000	Corrego Da Areia
B046751	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046752	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046753	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046755	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046756	100137	1ª Travessa Córrego da Areia	1.000	Corrego Da Areia
B046761	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046762	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046763	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046765	68250	Rua Luis José da Cunha	1.000	Rua Luis Jose Da Cunha
B046769	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046771	68152	Rua Anatália de Souza Alves de Melo	1.000	R. Anatalia De Souza Alves De Melo
B046772	68128	Rua Humberto Albuquerque Câmara Neto	1.000	R. Humberto Albuquerque Camara Neto
B046773	100137	1ª Travessa Córrego da Areia	1.000	Corrego Da Areia
B046774	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046775	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046776	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046778	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046779	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046780	68241	Rua José Carlos Novaes da Mata Machado	1.000	R. Jose Carlos Novaes Da Mata Machado
B046781	68292	Rua Carlos Marighella	1.000	Rua Carlos Marighella
B046782	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046783	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046784	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046785	100137	1ª Travessa Córrego da Areia	1.000	Corrego Da Areia
B046786	100137	1ª Travessa Córrego da Areia	1.000	Corrego Da Areia
B046788	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046789	68195	Rua Ranúsia Alves Rodrigues	1.000	R. Ranusia Alves Rodrigues
B046790	68292	Rua Carlos Marighella	1.000	Rua Carlos Marighella
B046791	68217	Rua Manoel Lisboa de Moura	1.000	R. Manoel Lisboa De Moura
B046797	12815	Rua Tereza Carneiro	1.000	Rua Tereza Carneiro
B046799	12815	Rua Tereza Carneiro	1.000	Rua Tereza Carneiro
B046800	12815	Rua Tereza Carneiro	1.000	Rua Tereza Carneiro
B046803	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046804	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046805	68039	Rua São Bento	1.000	R. Sao Bento
B046806	68039	Rua São Bento	1.000	R. Sao Bento
B046807	68039	Rua São Bento	1.000	R. Sao Bento
B046807D	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046808	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046809	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046810	5584	Rua Antônio Carneiro	1.000	R. Antonio Carneiro
B046812	44903	Rua Gregório Bezerra	1.000	R. Gregorio Bezerra
B046820	45365	Rua Raimundo Gonçalves Figueiredo	1.000	R. Raimundo Goncalves Figueiredo
B046821	94587	Avenida Luiz Antônio de Araújo	0.750	Av. Luis Antonio De Araujo
B046821D	94587	Avenida Luiz Antônio de Araújo	0.750	Av. Luis Antonio De Araujo
B046848	53775	Avenida General San Martin	1.000	Avenida General San Martin
B046939	795	Rua Adelino Frutuoso	1.000	R. Adelino Frutuoso
B046941	795	Rua Adelino Frutuoso	1.000	R. Adelino Frutuoso
B046942	795	Rua Adelino Frutuoso	1.000	R. Adelino Frutuoso
B04699D	36960	Avenida Josélia	1.000	Av. Joselia
B047011	56839	Rua Real da Torre	1.000	Rua Real da Torre
B047013	42285	Rua Marcos André	1.000	Rua Marcos André
B047014	42285	Rua Marcos André	1.000	Rua Marcos André
B047015	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047016	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047017	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B0470270	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047047	36420	Rua José Osório	1.000	R. Jose Osorio
B047047D	38580	Rua Engenheiro Leonardo Arcoverde	1.000	R. Eng. Leonardo Arco-Verde
B047052	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047056	31240	Rua Visconde de Itaparica	1.000	Rua Visconde de Itaparica
B047057	31240	Rua Visconde de Itaparica	1.000	Rua Visconde de Itaparica
B047066	56839	Rua Real da Torre	1.000	Rua Real da Torre
B047067	56839	Rua Real da Torre	1.000	Rua Real da Torre
B047068	56839	Rua Real da Torre	1.000	Rua Real da Torre
B047069	56839	Rua Real da Torre	1.000	Rua Real da Torre
B047072	68497	Rua Historiad Fernando Pio	1.000	Rua Pio IX
B047076	64351	Rua Dr Vicente Ferreira	0.750	Rua Doutor Vicente Ferreira
B047077	64351	Rua Dr Vicente Ferreira	0.750	Rua Doutor Vicente Ferreira
B047078	64351	Rua Dr Vicente Ferreira	0.750	Rua Doutor Vicente Ferreira
B047079	64351	Rua Dr Vicente Ferreira	0.750	Rua Doutor Vicente Ferreira
B047088	15903	Avenida Caxangá	1.000	Av Caxanga
B047103	59978	Rua Tamarindo	1.000	Rua do Tamarindo
B047104	41491	Rua Manoel Brazão	1.000	Rua do Brazão
B047105	41491	Rua Manoel Brazão	1.000	Rua do Brazão
B047106	41491	Rua Manoel Brazão	1.000	Rua do Brazão
B047109	28738	Rua Henry Koster	1.000	Rua Henry Koster
B047109D	28738	Rua Henry Koster	1.000	Rua Henry Koster
B047110	96148	Rua Lagoa do Zumbi	1.000	R. Lagoa Do Zumbi
B047118	14010	Rua Campos Sales	1.000	R. Campos Sales
B047118D	27260	Rua Graciliano Cardoso	1.000	R. Graciliano Cardoso
B047119	14010	Rua Campos Sales	1.000	R. Campos Sales
B047119D	27260	Rua Graciliano Cardoso	1.000	R. Graciliano Cardoso
B047120	27260	Rua Graciliano Cardoso	1.000	R. Graciliano Cardoso
B047121	31488	Rua Itapui	1.000	R. Itapui
B047121D	31488	Rua Itapui	1.000	R. Itapui
B047122	23531	Rua Fagundes Varela	1.000	R. Fagundes Varela
B047123	2631	Rua Aliados	1.000	R. Aliados
B047124	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047125	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047126	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047128	31488	Rua Itapui	1.000	R. Itapui
B047128D	31488	Rua Itapui	1.000	R. Itapui
B047134	14010	Rua Campos Sales	1.000	R. Campos Sales
B047134D	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047137	36420	Rua José Osório	1.000	R. Jose Osorio
B047140	36420	Rua José Osório	1.000	R. Jose Osorio
B047143	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047144	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047145	22764	Rua Estácio Coimbra	1.000	R. Estacio De Sa
B047146	38580	Rua Engenheiro Leonardo Arcoverde	1.000	R. Eng. Leonardo Arco-Verde
B047147	36420	Rua José Osório	1.000	R. Jose Osorio
B047148	38580	Rua Engenheiro Leonardo Arcoverde	1.000	R. Eng. Leonardo Arco-Verde
B047149	36420	Rua José Osório	1.000	R. Jose Osorio
B047151	36420	Rua José Osório	1.000	R. Jose Osorio
B047168	36420	Rua José Osório	1.000	R. Jose Osorio
B047169	36420	Rua José Osório	1.000	R. Jose Osorio
B047188	53643	Rua Reverendo Samuel Falcão	0.750	R. Rev. Samuel Falcao
B047189	27260	Rua Graciliano Cardoso	1.000	R. Graciliano Cardoso
B047190	55212	Rua Severino Pessoa	1.000	R. Severino Pessoa
B047191	55212	Rua Severino Pessoa	1.000	R. Severino Pessoa
B047194	65536	Rua Yony Sampaio	0.500	R. Das Melindrosas
B047195	65536	Rua Yony Sampaio	0.500	R. Das Melindrosas
B047196	55212	Rua Severino Pessoa	1.000	R. Severino Pessoa
B047201	46108	Rua Neto Campelo	1.000	Rua Neto Campelo
B047202	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047203	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047208	30600	Rua Conde de Irajá	1.000	Rua Conde De Irajá
B047210	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047211	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047212	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047214	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047216	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047222	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047223	47627	Rua dos Operários	1.000	Rua Dos Operários
B047224	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047225	47627	Rua dos Operários	1.000	Rua dos Operários
B047227	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047228	54712	Rua Benjamin Constant	0.667	Rua Bejamin Constant
B047232	54712	Rua Benjamin Constant	1.000	Rua Benjamin Constant
B047233	54712	Rua Benjamin Constant	1.000	Rua Benjamin Constant
B047237	36056	Rua José de Holanda	1.000	Rua José de Holanda
B047238	36056	Rua José de Holanda	1.000	Rua José de Holanda
B047241	64858	Rua Vinte e Quatro de Fevereiro	1.000	Rua Vinte e Quatro de Fevereiro
B047241D	64858	Rua Vinte e Quatro de Fevereiro	1.000	Rua Vinte e Quatro de Fevereiro
B047242	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047245	19135	Rua Davino Pontual	1.000	Rua Davino Pontual
B047246	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047247	43940	Rua Melquisedeque de Lima	1.000	Rua Melquisedeque de Lima
B047250	43940	Rua Melquisedeque de Lima	1.000	Rua Melquisedeque de Lima
B047252	46108	Rua Neto Campelo	1.000	Rua Neto Campelo
B047253	4537	Rua Ana Nery	1.000	Rua Ana Nery
B047260	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047261	42285	Rua Marcos André	1.000	Rua Marcos André
B047263	8320	Rua dos Artistas	1.000	Rua dos Artistas
B047265	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047268	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047269	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047270	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047271	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047272	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047275	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047276	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047277	65323	Rua Vitoriano Palhares	1.000	Rua Vitoriano Palhares
B047278	9091	Rua Aurélio Domingues	1.000	Rua Aurélio Domingues
B047280	9091	Rua Aurélio Domingues	1.000	Rua Aurélio Domingues
B047281	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047282	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047283	65323	Rua Vitoriano Palhares	1.000	Rua Vitoriano Palhares
B047284	31836	Rua Dona Izabel de Barros	1.000	Rua Dona Izabel De Barros
B047285	31836	Rua Dona Izabel de Barros	1.000	Rua Dona Izabel De Barros
B047291	36056	Rua José de Holanda	1.000	Rua José De Holanda
B047300	8320	Rua dos Artistas	1.000	Rua dos Artistas
B047301	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047302	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047304	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047305	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047305D	43621	Avenida Sport Clube do Recife	1.000	Avenida Sport Clube Do Recife
B047310	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047311	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047312	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047314	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047315	126144	Rua Eduardo Henrique de Acioly Campos	0.500	Avenida Beira Rio Governador Eduardo Campos
B047316	19267	Rua Demóstenes de Olinda	1.000	Rua Demostenes Olinda
B047319	32522	Rua Januário Barbosa	1.000	R. Januario Barbosa
B04732	69078	Rua dos Abacateiros	1.000	Rua Dos Abacateiros
B047321	5568	Rua Antônio Carlos de Andrade	1.000	Rua Antônio Carlos de Andrade
B047322	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047323	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047324	69078	Rua dos Abacateiros	1.000	R. Dos Abacateiros
B047325	9008	Rua Augusto Severo	1.000	R. Augusto Severo
B047326	69078	Rua dos Abacateiros	1.000	R. Dos Abacateiros
B047327	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047328	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047330	5568	Rua Antônio Carlos de Andrade	1.000	Rua Antônio Carlos de Andrade
B047334	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047335	36420	Rua José Osório	1.000	R. Jose Osorio
B047339	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047340	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047342	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047346	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047347	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047348	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047349	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047350	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047361	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047362	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047364	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047368	1392	Rua Águas Belas	1.000	Rua Águas Belas
B047369	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047370	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047371	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047372	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada Da Rocha Melo
B047375	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047378	1392	Rua Águas Belas	1.000	R. Aguas Belas
B047379	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047381	19267	Rua Demóstenes de Olinda	1.000	Rua Demóstenes De Olinda
B047382	19267	Rua Demóstenes de Olinda	1.000	Rua Demóstenes De Olinda
B047383	19267	Rua Demóstenes de Olinda	1.000	Rua Demostenes Olinda
B047388	35289	Rua José Antônio da Costa Filho	0.750	R. Jose Antonio Da Silveira
B047392	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047393	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047394D	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047395	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047396	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047397	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047398	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047399	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047400	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047413	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047415	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047416	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047417	705543	Rua Carlos Pessoa de Melo	1.000	Rua Pessoa De Melo
B047418	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047419	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047420	705543	Rua Carlos Pessoa de Melo	1.000	Rua Pessoa De Melo
B047421	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047422	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047423	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047424	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047428	705543	Rua Carlos Pessoa de Melo	1.000	Rua Pessoa De Melo
B047429	84255	Praça Jornalista Francisco Pessoa de Queiroz	0.667	Praca Eca De Queiroz
B047430	705543	Rua Carlos Pessoa de Melo	1.000	Rua Pessoa De Melo
B047433	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047436	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047437	19135	Rua Davino Pontual	1.000	Rua Davino Pontual
B047439	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047439D	19135	Rua Davino Pontual	1.000	Rua Davino Pontual
B047440	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047451	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047453	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047454	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047455	62413	Rua Uriel Paes Barreto	1.000	Rua Uriel Paes Barreto
B047456	62413	Rua Uriel Paes Barreto	1.000	Rua Uriel Paes Barreto
B047458	62413	Rua Uriel Paes Barreto	1.000	Rua Uriel Paes Barreto
B047459	62413	Rua Uriel Paes Barreto	1.000	Rua Uriel Paes Barreto
B047461	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047464	54569	Rua Professora Anunciada da Rocha Melo	1.000	Rua Professora Anunciada da Rocha Melo
B047466	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047467	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047468	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047469	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047470	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047471	17990	Rua Costa Gomes	1.000	Rua Costa Gomes
B047474	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047475	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047476	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047477	1880	Avenida Visconde de Albuquerque	1.000	Avenida Visconde De Albuquerque
B047480	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047482D	59994	Rua També	1.000	Rua També
B047500	40142	Rua Desembargador Luiz Salazar	0.750	Rua Desembargador Luis Salazar
B047503	4723	Rua Padre Anchieta	1.000	Rua Padre Anchieta
B047504	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047505	43940	Rua Melquisedeque de Lima	1.000	Rua Melquisedeque de Lima
B047506	43940	Rua Melquisedeque de Lima	1.000	Rua Melquisedeque de Lima
B047507	43940	Rua Melquisedeque de Lima	1.000	Rua Melquisedeque de Lima
B047509	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047510	19135	Rua Davino Pontual	1.000	Rua Davino Pontual
B047512	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047577	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047579	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047581	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047582	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047583	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047585	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047588	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047589	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047589D	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047590	47627	Rua dos Operários	1.000	Rua dos Operários
B047590D	42285	Rua Marcos André	1.000	Rua Marcos André
B047591D	10596	Avenida Beira Rio	1.000	Av. Beira Rio
B047596	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047597	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047598	54712	Rua Benjamin Constant	0.667	Rua Bejamin Constant
B047599	54712	Rua Benjamin Constant	0.667	Rua Bejamin Constant
B047600	54712	Rua Benjamin Constant	1.000	Rua Benjamin Constant
B047601	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047612	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047613	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047616	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047618	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047619	4995	Rua Professora Ângela Pinto	1.000	Rua Professora Ângela Pinto
B047620	760	Rua Santa Adélia	1.000	Rua Adélia
B047621	9091	Rua Aurélio Domingues	1.000	Rua Aurélio Domingues
B047625	42285	Rua Marcos André	1.000	Rua Marcos André
B047626	7129	Rua Araguatins	1.000	Rua Araguatins
B047627	42285	Rua Marcos André	1.000	Rua Marcos André
B047628	8320	Rua dos Artistas	1.000	Rua dos Artistas
B047629	8320	Rua dos Artistas	1.000	Rua dos Artistas
B047630	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047632	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047634	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047635	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047636	705233	Rua Ana Rech	0.667	Rua Ana Neri
B047637	4537	Rua Ana Nery	1.000	Rua Ana Nery
B047639	42285	Rua Marcos André	1.000	Rua Marcos André
B047640	31950	Rua Frei Jaboatão	1.000	Rua Frei Jaboatão
B047641	9091	Rua Aurélio Domingues	1.000	Rua Aurélio Domingues
B047645	47627	Rua dos Operários	1.000	Rua dos Operários
B047647	36056	Rua José de Holanda	1.000	Rua José de Holanda
B047648	36056	Rua José de Holanda	1.000	Rua José De Holanda
B047650	36056	Rua José de Holanda	1.000	Rua José de Holanda
B047651	36056	Rua José de Holanda	1.000	Rua José de Holanda
B047653	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047654	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047657	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047658	35467	Rua José Bonifácio	1.000	Rua José Bonifácio
B047659	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047660	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
B047661	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá
