post_code	street_code	street_name	score	raw_address
A IP2	56898	Avenida da Recuperação	1.000	Avenida Da Recuperação
A001779	120790	Subida Visconde de Garrett	1.000	Subida Visconde
A003576	2089	Rua Astronauta Aldrin	0.667	Rua Austronalta Aldrin
A003576D	2089	Rua Astronauta Aldrin	0.667	Rua Austronalta Aldrin
A003984	98663	Rua Consolação	1.000	R Consolacao
A007424	98620	Rua Oliva	1.000	R Oliva
A007425	10529	Avenida Beberibe	1.000	Avenida Beberibe
A007432	18651	Rua Bonina	1.000	R. Bonina
A007435	100005	Rua Estrela do Sul	0.500	R. Luceia Chao De Estrela
A007436	18651	Rua Bonina	1.000	R. Bonina
A007438	18651	Rua Bonina	1.000	R. Bonina
A007439	18651	Rua Bonina	1.000	R. Bonina
A008037	99511	Rua Passarela	1.000	R Passarela
A008044	39586	Rua Coronel Luciano Melo	1.000	Rua Coronel Luciano Melo
A008046	39586	Rua Coronel Luciano Melo	1.000	Rua Coronel Luciano Melo
A008054	98663	Rua Consolação	1.000	R Consolacao
A008105	99511	Rua Passarela	1.000	R Passarela
A008180	99511	Rua Passarela	1.000	R Passarela
A008186	99511	Rua Passarela	1.000	R Passarela
A008204	99511	Rua Passarela	1.000	R Passarela
A008254D	18643	Rua Guacu	1.000	R. Guacu
A008260	18643	Rua Guacu	1.000	R. Guacu
A008265	99600	Rua Carapó	1.000	R. Carapo
A008272	18643	Rua Guacu	1.000	R. Guacu
A008293	98663	Rua Consolação	1.000	R Consolacao
A008295	98663	Rua Consolação	1.000	R Consolacao
A009152	26107	Rua Garibalde	1.000	R. Garibalde
A009152D	26107	Rua Garibalde	1.000	R. Garibalde
A009153	26107	Rua Garibalde	1.000	R. Garibalde
A009157	26107	Rua Garibalde	1.000	R. Garibalde
A009248	18198	Rua dos Craveiros	1.000	R. Dos Craveiros
A009249	18198	Rua dos Craveiros	1.000	R. Dos Craveiros
A009447	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009449	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009450	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A009451	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009452	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A009454	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009455	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009456	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009457	33391	Rua João Barreto de Acioly Lins	0.500	R. Dos Peixinhos - Campina Do Barreto
A009458	29939	Rua Iguatu	1.000	R. Iguatu
A009459	46523	Rua Noroeste	1.000	R. Noroeste
A009460	46523	Rua Noroeste	1.000	R. Noroeste
A009462	46523	Rua Noroeste	1.000	R. Noroeste
A009463	46523	Rua Noroeste	1.000	R. Noroeste
A009464	46523	Rua Noroeste	1.000	R. Noroeste
A009472	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A009473	29939	Rua Iguatu	1.000	R. Iguatu
A009474	50466	Rua dos Peixinhos	1.000	R. Dos Peixinhos
A009475	44733	Rua das Moças	1.000	R. Das Mocas
A009477	17426	Rua Constança	1.000	R. Constanca
A009478	26107	Rua Garibalde	1.000	R. Garibalde
A009479	26107	Rua Garibalde	1.000	R. Garibalde
A009480	98620	Rua Oliva	1.000	R Oliva
A009482	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A009483	17426	Rua Constança	1.000	R. Constanca
A009485	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A009485D	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A009486	17426	Rua Constança	1.000	R. Constanca
A009487	17426	Rua Constança	1.000	R. Constanca
A009488	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A009489	44733	Rua das Moças	1.000	R. Das Mocas
A009490	17426	Rua Constança	1.000	R. Constanca
A009491	17426	Rua Constança	1.000	R. Constanca
A009493	99600	Rua Carapó	1.000	R. Carapo
A009494	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A009496	17426	Rua Constança	1.000	R. Constanca
A009497	29939	Rua Iguatu	1.000	R. Iguatu
A009498	44733	Rua das Moças	1.000	R. Das Mocas
A009499	29939	Rua Iguatu	1.000	R. Iguatu
A009560	12343	Rua Capitão Braz	1.000	Rua Capitão Braz
A009561	12343	Rua Capitão Braz	1.000	Rua Capitão Braz
A009644	85650	Avenida Cidade de Monteiro	1.000	Avenida Cidade Monteiro
A009652	85650	Avenida Cidade de Monteiro	1.000	Avenida Cidade de Monteiro
A009657	85650	Avenida Cidade de Monteiro	1.000	Avenida Cidade Monteiro
A009900	98663	Rua Consolação	1.000	R Consolacao
A009916	98663	Rua Consolação	1.000	R Consolacao
A009923	98663	Rua Consolação	1.000	R Consolacao
A009924	99554	Rua Jutai	1.000	R. Jutai
A009944	56359	Rua Sudeste	1.000	Rua Sudeste
A009945	56359	Rua Sudeste	1.000	Rua Sudeste
A009946	42536	Rua Maria Cristina Tasso de Souza	1.000	R. Maria Cristina Tasso De Souza
A009947	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009948	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009949	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009950	42536	Rua Maria Cristina Tasso de Souza	1.000	R. Maria Cristina Tasso De Souza
A009951	42536	Rua Maria Cristina Tasso de Souza	1.000	R. Maria Cristina Tasso De Souza
A009952	56359	Rua Sudeste	1.000	Rua Sudeste
A009953	56359	Rua Sudeste	1.000	Rua Sudeste
A009954	16381	Rua Farmacêutico Cícero Diniz	1.000	Rua Farmacêutico Cícero Diniz
A009955	56359	Rua Sudeste	1.000	Rua Sudeste
A009956	56359	Rua Sudeste	1.000	Rua Sudeste
A009957	46760	Rua Nova Jales	1.000	Rua Nova Jales
A009958	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009959	46760	Rua Nova Jales	1.000	Rua Nova Jales
A009960	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009961	56359	Rua Sudeste	1.000	Rua Sudeste
A009962	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009963	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009964	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009965	52299	Rua Porto Alegre	1.000	Rua Porto Alegre
A009966	42536	Rua Maria Cristina Tasso de Souza	1.000	R. Maria Cristina Tasso De Souza
A009967	46760	Rua Nova Jales	1.000	Rua Nova Jales
A009968	46760	Rua Nova Jales	1.000	Rua Nova Jales
A009969	46760	Rua Nova Jales	1.000	Rua Nova Jales
A009970	46760	Rua Nova Jales	1.000	Rua Nova Jales
A009971	15687	Rua Catalhão	1.000	Rua Catalhão
A009972	16381	Rua Farmacêutico Cícero Diniz	1.000	Rua Farmacêutico Cícero Diniz
A009973	16381	Rua Farmacêutico Cícero Diniz	1.000	Rua Farmacêutico Cícero Diniz
A009974	15687	Rua Catalhão	1.000	Rua Catalhão
A009976	15687	Rua Catalhão	1.000	Rua Catalhão
A009977	15687	Rua Catalhão	1.000	Rua Catalhão
A009978	15687	Rua Catalhão	1.000	Rua Catalhão
A009979	15687	Rua Catalhão	1.000	Rua Catalhão
A010162	18716	Rua Montese	1.000	R. Montese
A010166	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010167	18716	Rua Montese	1.000	R. Montese
A010168	18716	Rua Montese	1.000	R. Montese
A010170D	29939	Rua Iguatu	1.000	R. Iguatu
A010173	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010176	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010177	29939	Rua Iguatu	1.000	R. Iguatu
A010178	29939	Rua Iguatu	1.000	R. Iguatu
A010178D	29939	Rua Iguatu	1.000	R. Iguatu
A010180	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010181	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010183	17426	Rua Constança	1.000	R. Constanca
A010184	18716	Rua Montese	1.000	R. Montese
A010185	86924	Rua General Leonidas de Lima Botelho	1.000	R. Gen. Leonidas De Lima Botelho
A010187	86924	Rua General Leonidas de Lima Botelho	1.000	R. Gen. Leonidas De Lima Botelho
A010188	42250	Rua Marcílio Dias	1.000	R. Marcilio Dias
A010188D	42250	Rua Marcílio Dias	1.000	R. Marcilio Dias
A010189	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010192	18716	Rua Montese	1.000	R. Montese
A010193	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010194	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010197	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010199	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010200	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010203	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010204	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010205	29939	Rua Iguatu	1.000	R. Iguatu
A010207	29939	Rua Iguatu	1.000	R. Iguatu
A010208	17426	Rua Constança	1.000	R. Constanca
A010209	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010209D	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010211	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010212	17426	Rua Constança	1.000	R. Constanca
A010213	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010215	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010217	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010219	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010220	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010222	44733	Rua das Moças	1.000	R. Das Mocas
A010224	17426	Rua Constança	1.000	R. Constanca
A010225	21083	Rua Elias Gomes	0.750	R. Dr. Elias Gomes
A010226	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010227	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010228	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010229	86924	Rua General Leonidas de Lima Botelho	1.000	R. Gen. Leonidas De Lima Botelho
A010230	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010232	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010233	17426	Rua Constança	1.000	R. Constanca
A010235	44733	Rua das Moças	1.000	R. Das Mocas
A010236	44733	Rua das Moças	1.000	R. Das Mocas
A010237	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010239	98620	Rua Oliva	1.000	R Oliva
A010361	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010361D	21083	Rua Elias Gomes	0.750	Rua Dr Elias Gomes
A010364	18716	Rua Montese	1.000	R. Montese
A010368	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010370	17426	Rua Constança	1.000	R. Constanca
A010371	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010372	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010374	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010375	17426	Rua Constança	1.000	R. Constanca
A010379	29939	Rua Iguatu	1.000	R. Iguatu
A010380	43117	Rua Coronel Mário Libório	1.000	R. Cel. Mario Liborio
A010381	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010382	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010383	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010386	18716	Rua Montese	1.000	R. Montese
A010387	29939	Rua Iguatu	1.000	R. Iguatu
A010389	16446	Rua Poeta Carlos Drummond de Andrade	0.500	Rua Poeta Jaime Grizame
A010393	47384	Rua Cônego Olímpio Torres	1.000	R. Conego Olimpio Torres
A010394	29939	Rua Iguatu	1.000	R. Iguatu
A010394D	29939	Rua Iguatu	1.000	R. Iguatu
A010396	21083	Rua Elias Gomes	0.750	R. Dr. Elias Gomes
A010397	44733	Rua das Moças	1.000	R. Das Mocas
A010398	17426	Rua Constança	1.000	R. Constanca
A010746	98663	Rua Consolação	1.000	R Consolacao
A010748	99554	Rua Jutai	1.000	R. Jutai
A010751	99511	Rua Passarela	1.000	R Passarela
A010755	98663	Rua Consolação	1.000	R Consolacao
A010763	98663	Rua Consolação	1.000	R Consolacao
A010764	99554	Rua Jutai	1.000	R. Jutai
A010764D	99554	Rua Jutai	1.000	R. Jutai
A010779	98663	Rua Consolação	1.000	R Consolacao
A010991	10529	Avenida Beberibe	1.000	Avenida Beberibe
A010992	10529	Avenida Beberibe	1.000	Avenida Beberibe
A010993	10529	Avenida Beberibe	1.000	Avenida Beberibe
A012453	17884	Rua Cosme Bezerra Cavalcanti	1.000	R. Cosme Bezerra
A015146	57339	Rua Ribeirão Branco	1.000	Rua Ribeirão Branco
A015147	52752	Rua Prudente de Moraes	1.000	Rua Prudente de Moraes
A015148	52752	Rua Prudente de Moraes	1.000	Rua Prudente de Moraes
A015149	52752	Rua Prudente de Moraes	1.000	Rua Prudente de Moraes
A015152	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015153	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015154	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015155	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A015156	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A015157	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A015158	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015160	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015161	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A015162	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A015163	32514	Rua Jandiroba	1.000	Rua Jandiroba
A015164	70866	Rua Amaro Francisco de Souza	1.000	R. De Amaro Francisco De Souza
A015175	57339	Rua Ribeirão Branco	1.000	Rua Ribeirão Branco
A015176	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015177	9610	Rua Marquês de Baipendi	1.000	R. Marques De Baipendi
A015178	22829	Rua Padre Estélio Dalison	1.000	R. Padre Estelio Dalison
A015179	22829	Rua Padre Estélio Dalison	1.000	R. Padre Estelio Dalison
A015180	22829	Rua Padre Estélio Dalison	1.000	R. Padre Estelio Dalison
A015180D	22829	Rua Padre Estélio Dalison	1.000	R. Padre Estelio Dalison
A015183	43575	Rua Mateus Tartaruga	1.000	R. Mateus Tartaruga
A015185	43575	Rua Mateus Tartaruga	1.000	R. Mateus Tartaruga
A015186	43575	Rua Mateus Tartaruga	1.000	R. Mateus Tartaruga
A015187	43575	Rua Mateus Tartaruga	1.000	R. Mateus Tartaruga
A015188	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015189	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015190	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015192	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015193	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015194	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015195	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015196	16632	Rua Padre Champagnat	0.667	R. Padre Vilemain
A015197	310	Rua Soldado Abelardo Rosa	0.667	R. Me. Rosa Gatorno
A015198	310	Rua Soldado Abelardo Rosa	0.667	R. Me. Rosa Gatorno
A015199	310	Rua Soldado Abelardo Rosa	0.667	R. Me. Rosa Gatorno
A015291	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015292	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015293	43168	Rua Mário Sete	1.000	Rua Mário Sete
A015294	43168	Rua Mário Sete	1.000	Rua Mário Sete
A015295	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015296	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015297	18473	Rua Cruz Alta	1.000	Rua Cruz Alta
A015298	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A015299	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A015299D	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A015321	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A015328	64122	Rua Barão de Vera Cruz	1.000	Rua Barão de Vera Cruz
A015329	59145	Rua Rômulo Pessoa	1.000	Rua Rômulo Pessoa
A015330	59145	Rua Rômulo Pessoa	1.000	Rua Rômulo Pessoa
A015334	34835	Rua Joaquim de Souza Cavalcanti	1.000	Rua Joaquim de Souza Cavalcanti
A015335	34835	Rua Joaquim de Souza Cavalcanti	1.000	Rua Joaquim de Souza Cavalcanti
A015337	34835	Rua Joaquim de Souza Cavalcanti	1.000	Rua Joaquim de Souza Cavalcanti
A015340	34835	Rua Joaquim de Souza Cavalcanti	1.000	Rua Joaquim de Souza Cavalcanti
A015340D	34835	Rua Joaquim de Souza Cavalcanti	1.000	Rua Joaquim de Souza Cavalcanti
A015341	34835	Rua Joaquim de Souza Cavalcanti	1.000	Rua Joaquim de Souza Cavalcanti
A015342	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A015345D	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A015346	31755	Rua Ivai	1.000	Rua Ivai
A015347	31755	Rua Ivai	1.000	Rua Ivai
A015348	31755	Rua Ivai	1.000	Rua Ivai
A015349	31755	Rua Ivai	1.000	Rua Ivai
A015350	31755	Rua Ivai	1.000	Rua Ivai
A015351	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A015352	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A015354	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A015356	38326	Rua Lauro de Souza	1.000	Rua Lauro de Souza
A015357	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A015358	35416	Rua José Bento Batista	1.000	Rua José Bento Batista
A015412	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A015413	39705	Rua Luiz Avelino de Andrade	1.000	Rua Luiz Avelino de Andrade
A015414	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A015415	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A015417	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A015418	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A015419	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015420	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015421	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015422	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015423	43168	Rua Mário Sete	1.000	Rua Mário Sete
A015424	43168	Rua Mário Sete	1.000	Rua Mário Sete
A015425	43168	Rua Mário Sete	1.000	Rua Mário Sete
A015426	14974	Rua Carlos Ferreira da Cruz	1.000	Rua Carlos Ferreira da Cruz
A015427	14974	Rua Carlos Ferreira da Cruz	1.000	Rua Carlos Ferreira da Cruz
A015428	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A015429	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A015442	43168	Rua Mário Sete	1.000	Rua Mário Sete
A015443	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A015445	24945	Rua Fonseca Oliveira	1.000	Rua Oliveira Fonseca
A015446	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015447	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015448	16047	Rua Cirilino Afonso de Melo	1.000	Rua Cirilino Afonso de Melo
A015450	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015451	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015453	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015454	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015455	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015456	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015457	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015459	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015460	46230	Rua Nicomedes Hartmann	0.667	Rua Nicomendes Hartmann
A015461	46230	Rua Nicomedes Hartmann	0.667	Rua Nicomendes Hartmann
A015462	46230	Rua Nicomedes Hartmann	0.667	Rua Nicomendes Hartmann
A015463	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015465	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015466	28320	Rua Tenente Guimarães	1.000	Rua Tenente Guimarães
A015468	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015469	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015470	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A015471	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A015472	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A015473	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A015474	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A015475	17078	Rua Coelho Neto	1.000	Rua Coelho Neto
A015481	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015482	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015484	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015485	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015486	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015487	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015488	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015489	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A015492	23612	Rua Farias Neves	1.000	Rua Farias Neves
A015494	23612	Rua Farias Neves	1.000	Rua Farias Neves
A016017	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A016019	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A016021	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A016027	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A016028	71285	Rua Jornalista Aristófanes Trindade	1.000	Rua Jornalista Aristófanes Trindade
A016029	71285	Rua Jornalista Aristófanes Trindade	1.000	Rua Jornalista Aristófanes Trindade
A016030	71285	Rua Jornalista Aristófanes Trindade	1.000	Rua Jornalista Aristófanes Trindade
A016031	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A016033	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela
A016043	8109	Rua Arnaldo Constantino da Silva	1.000	Rua Arnaldo Constantino da Silva
A016044	8109	Rua Arnaldo Constantino da Silva	1.000	Rua Arnaldo Constantino da Silva
A016049	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016050	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016051	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016053	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016054	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016055	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016061	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016062	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016063	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016064	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016065	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016066	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016067	32514	Rua Jandiroba	1.000	Rua Jandiroba
A016069	32514	Rua Jandiroba	1.000	Rua Jandiroba
A016070	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016071	25160	Rua Francisco Berenguer	1.000	Rua Francisco Berenguer
A016072	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016073	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016074	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016076	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016077	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016078	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016079	1309	Rua Tenente Agripino	1.000	Rua Tenente Agripino
A016081	1309	Rua Tenente Agripino	1.000	Rua Tenente Agripino
A016082	34584	Rua Joaquim Botelho	1.000	Rua Joaquim Botelho
A016084	34584	Rua Joaquim Botelho	1.000	Rua Joaquim Botelho
A016085	34584	Rua Joaquim Botelho	1.000	Rua Joaquim Botelho
A016087D	59145	Rua Rômulo Pessoa	1.000	Rua Rômulo Pessoa
A016088	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A016090	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016090D	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016091	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A016092	36161	Rua Doutor José Machado	1.000	Rua Doutor Machado
A016093	65390	Rua Voluntários da Pátria	1.000	Rua Voluntários da Pátria
A016094	1309	Rua Tenente Agripino	1.000	Rua Tenente Agripino
A016101	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016102	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016103	64122	Rua Barão de Vera Cruz	1.000	Rua Barão de Vera Cruz
A016103D	64122	Rua Barão de Vera Cruz	1.000	Rua Barão de Vera Cruz
A016104	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016105	64122	Rua Barão de Vera Cruz	1.000	Rua Barão de Vera Cruz
A016105D	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016106	361	Rua Marquês de Abrantes	1.000	Rua Marquês de Abrantes
A016203	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016204	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016208	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016209	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016210	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016211	59145	Rua Rômulo Pessoa	1.000	Rua Rômulo Pessoa
A016212	34126	Rua Cônego João Pedroza	1.000	Rua Cônego João Pedroza
A016213	34126	Rua Cônego João Pedroza	1.000	Rua Cônego João Pedroza
A016214	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
A016215	25658	Rua Franklin Távora	1.000	Rua Franklin Távora
