Cruzamento,Rua Cap. José Primo x BR 101 | Abreu e Lima
Data,27/04/2026
Coordenadas Geográficas,"-7.90495, -34.90225"
Relatório,https://docs.google.com/document/d/1n0YABJqmZcA-WxwnpIWumeH7bBoyQpqJTksp8xa55UM/edit?tab=t.0
Total,989
Máximo em um hora,147
Mulher,"5,0%"
Crianças e adolescentes,"9,0%"
Capacete,"4,0%"
Caronas,"2,4%"
Cargueiras,"11,5%"
Serviço,"2,1%"
Contramão,"16,7%"
Calçada,"14,0%"
