Cruzamento,Av. João Pereira de Oliveira x Av. Dr. Cláudio José Gueiros | Paulista
Data,22/04/2026
Coordenadas Geográficas,"-7.92821, -34.82246"
Relatório,https://docs.google.com/document/d/1LCSMvckl7JDe5RoZ9iBqpE1yBkZ3iS3S/edit
Total,1014
Máximo em um hora,157
Mulher,"12,3%"
Crianças e adolescentes,"2,2%"
Capacete,"6,7%"
Caronas,"2,9%"
Cargueiras,"12,9%"
Serviço,"9,1%"
Contramão,"18,0%"
Calçada,"6,1%"
