Cruzamento,Rua Joaquim Nabuco x Av. Mário Melo | Igarassu
Data,28/04/2026
Coordenadas Geográficas,"-7.82869, -34.90958"
Relatório,https://docs.google.com/document/d/1miTNcT4qtHzwH7-w2mKBOl8jcle1Ujj5D8mdo7OM_44/edit?tab=t.0
Total,1575
Máximo em um hora,152
Mulher,"9,7%"
Crianças e adolescentes,"6,1%"
Capacete,"1,0%"
Caronas,"3,9%"
Cargueiras,"18,9%"
Serviço,"1,5%"
Contramão,"18,7%"
Calçada,"1,4%"
