Cruzamento,Rodovia Tronco (PE 009) x R. do Colégio | Ipojuca
Data,07/05/2026
Coordenadas Geográficas,"-8.437142, -35.012646"
Relatório,https://docs.google.com/document/d/1201qrK5Y20pj1RMHCwb6ctG3PLK6-GPrfKX84zVqIPY/edit?tab=t.0
Total,2416
Máximo em um hora,297
Mulher,"19,7%"
Crianças e adolescentes,"9,1%"
Capacete,"0,9%"
Caronas,"6,6%"
Cargueiras,"10,7%"
Serviço,"0,6%"
Contramão,"13,5%"
Calçada,"11,9%"
