Cruzamento,R. Santo Elias x Av. Barreto de Menezes | Jaboatão
Data,14/04/2026
Coordenadas Geográficas,"-8.16331, -34.92498"
Relatório,https://docs.google.com/document/d/1Zu_iH5pn0BxLj8ANIrHVzToCwrySWBGH/edit
Total,5071
Máximo em um hora,452
Mulher,"15,1%"
Crianças e adolescentes,"2,1%"
Capacete,"0,9%"
Caronas,"5,4%"
Cargueiras,"19,3%"
Serviço,"8,1%"
Contramão,"31,5%"
Calçada,"0,3%"
