Cruzamento,Av. Gov. Agamenon Magalhães x Praça do Derby - Pista Oeste
Data,16/05/2024
Coordenadas Geográficas,"-8.05664, -34.89807"
Relatório,https://docs.google.com/document/d/1NwwPeKYa6l_ZbCsz8nbuB-14p1FvwTtf/edit
Total,2117
Máximo em um hora,272
Mulher,"7,0%"
Crianças e adolescentes,"0,4%"
Capacete,"8,5%"
Caronas,"0,9%"
Cargueiras,"6,9%"
Serviço,"2,2%"
Contramão,"5,7%"
Calçada,"6,9%"
