Cruzamento,R. do Futuro x Av. Dr. Malaquias
Data,11/03/2026
Coordenadas Geográficas,"-8.03876, -34.90176"
Relatório,https://docs.google.com/document/d/1EzZCZJI42eIAUgyO2CjsmcCkj5vwwFng/edit
Total,2979
Máximo em um hora,313
Mulher,"9,0%"
Crianças e adolescentes,"1,2%"
Capacete,"13,8%"
Caronas,"1,7%"
Cargueiras,"8,7%"
Serviço,"37,2%"
Contramão,"4,2%"
Calçada,"7,4%"
