Cruzamento,Av.17 de Agosto x Rua Alfredo Fernandes
Data,11/04/2024
Coordenadas Geográficas,"-8.0365011,-34.9142649"
Relatório,2024.04.11 - Relatório - Av.17 de Agosto x Rua Alfredo Fernandes.docx
Total,1698
Máximo em um hora,203
Mulher,"9,8%"
Crianças e adolescentes,"1,7%"
Capacete,"3,8%"
Caronas,"4,4%"
Cargueiras,"7,0%"
Serviço,"3,2%"
Contramão,"6,1%"
Calçada,"9,4%"
