Cruzamento,R. Dr. Antônio de Souza Leão x Av. Historiador Pereira da Costa | Cabo de Santo Agostinho
Data,06/05/2026
Coordenadas Geográficas,"-8.286821, -35.037267"
Relatório,https://docs.google.com/document/d/1KHgp4qQ7ivZ4-j2ceOWmlp2fRqMe2tYazD3705hZV4c/edit?tab=t.0
Total,2421
Máximo em um hora,237
Mulher,"10,4%"
Crianças e adolescentes,"11,2%"
Capacete,"0,8%"
Caronas,"4,6%"
Cargueiras,"17,1%"
Serviço,"2,8%"
Contramão,"16,1%"
Calçada,"5,5%"
