Cruzamento,Av. Mascarenhas de Moraes x R. Eng. Alves de Souza
Data,06/06/2024
Coordenadas Geográficas,"-8.09845, -34.91019"
Relatório,https://docs.google.com/document/d/1VqhZ0Uxe9QAJO0G2AVk7R25IyXRByxva/edit?usp=sharing&ouid=111479957676956437622&rtpof=true&sd=true
Total,1708
Máximo em um hora,218
Mulher,"12,4%"
Crianças e adolescentes,"3,2%"
Capacete,"3,0%"
Caronas,"9,4%"
Cargueiras,"22,7%"
Serviço,"4,9%"
Contramão,"18,6%"
Calçada,"31,9%"
