Cruzamento,Av. Dr. Luiz Correia de Araújo x Av. Dr. Francisco Correia | São Lourenço
Data,16/04/2026
Coordenadas Geográficas,"-7.99737, -35.03663"
Relatório,https://docs.google.com/document/d/1S4LvI22f8mObYirw9Dr3-Iq5jdaxqnZf/edit
Total,1244
Máximo em um hora,154
Mulher,"3,7%"
Crianças e adolescentes,"4,3%"
Capacete,"1,8%"
Caronas,"2,9%"
Cargueiras,"16,9%"
Serviço,"1,6%"
Contramão,"45,7%"
Calçada,"5,2%"
