Cruzamento,Av. Abdias de Carvalho x Av. Gal. San Martin
Data,25/02/2026
Coordenadas Geográficas,"-8.06046, -34.92576"
Relatório,https://docs.google.com/document/d/1EOPXns58S3rfCVept0cD3LHJjTUFBtz-/edit
Total,3003
Máximo em um hora,390
Mulher,"14,3%"
Crianças e adolescentes,"2,3%"
Capacete,"3,5%"
Caronas,"3,3%"
Cargueiras,"17,2%"
Serviço,"6,5%"
Contramão,"14,9%"
Calçada,"21,7%"
