Ano da Pesquisa,Data_Hora,N_Quest,Cod_Pesq,Data,Dia_Semana,Horario,Zona,Bairro,Logradouro,Genero,Idade,Idade_Cat,Escolaridade,Ocupacao,Renda,Renda_2024,Raca,Bairro_Residencia,Qt_Domicilio,Covid19,Tempo_Cat,Tempo,Bike,Qt_Tempo,Qt_Tempo_2024,Ocorrencia,Ocorrencia_Furto,Ocorrencia_Assedio,Qt_Dia,Trabalho,Escola,Compras,Lazer,Estacao,Combina,Ql_Combina,Ou_Meio,Ql_Meio,Sistema,Bairro_Origem,Bairro_Destino,Pandemia,Frequencia,Ql_Motivo_Inicio,Ql_Problemas,Ql_Motivo,Oq_Frequencia,Ql_combina_cat,latitude,coordinates
2015,,,,,sexta-feira,,Área 2 - Área Intermediária,Brasília Teimosa,Rua Comendador Morais,Feminino,12,até 14 anos,Ensino Médio,vendedor(a),até 1 salário mínimo,até 1 salário mínimo,,,,,até 10 minutos,10,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,3,5,,,,,Não, ,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,08882","-34,88169"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,14,até 14 anos,Ensino Médio,encarregado de almoxarife,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,até 10 minutos,10,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,7,6,,,,,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais arborização/sobreamento, ,"-8,04448","-34,87489"
2015,,,,,sexta-feira,,Área 1 - Área Central,Boa Vista,Praça Maciel Pinheiro,Masculino,15,de 15 a 24 anos,Ensino Médio,cozinheiro(a),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,até 10 minutos,10,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,5,6,,1,,,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,06263","-34,88528"
2015,,,,,quarta-feira,,Área 2 - Área Intermediária,Derby,Avenida Agamenon Magalhães,Feminino,15,de 15 a 24 anos,Ensino Médio,agente aeroportuario,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,até 10 minutos,10,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,5,6,0,0,2,0,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,06022","-34,89798"
2015,,,,,segunda-feira,,Área 2 - Área Intermediária,Encruzilhada,Rua Pedro Alves,Masculino,15,de 15 a 24 anos,Ensino Fundamental,costureiro(a),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,até 10 minutos,10,Privada,Entre 2 e 5 anos,Entre 2 e 5 anos,Não,,,7,4,0,0,0,0,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais barato,Mais segurança/educação no trânsito,Ônibus/Metrô/Trem/BRT,"-8,03620","-34,89234"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Carlos Gomes,Masculino,15,de 15 a 24 anos,Ensino Superior,tecnico(a) de informatica,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,até 10 minutos,10,Privada,Entre 2 e 5 anos,Entre 2 e 5 anos,Sim,,,5,2,0,0,2,0,Sim,Carro/Moto,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Carro/Moto,"-8,05897","-34,91198"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,15,de 15 a 24 anos,Ensino Superior,autonomo(a),de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,até 10 minutos,10,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,7,7,0,4,7,0,Não, ,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,04448","-34,87489"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,16,de 15 a 24 anos,Pós-Graduação,cenografo(a),de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,até 10 minutos,10,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,7,7,0,5,2,0,Não, ,,,,,,,,É mais saudável,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,04448","-34,87489"
2015,,,,,segunda-feira,,Área 2 - Área Intermediária,Encruzilhada,Rua Pedro Alves,Masculino,16,de 15 a 24 anos,Ensino Fundamental,bombeiro hidraulico,Não sabe/Não respondeu,Não sabe/Não respondeu,,,,,até 10 minutos,10,Privada,Mais de 5 anos,Mais de 5 anos,Sim,,,5,2,0,0,0,0,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,03620","-34,89234"
2015,,,,,sexta-feira,,Área 1 - Área Central,Boa Vista,Rua Manuel Pinheiro,Masculino,16,de 15 a 24 anos,Ensino Médio,cobrador(a) de onibus,Não sabe/Não respondeu,Não sabe/Não respondeu,,,,,até 10 minutos,10,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,5,5,0,1,0,0,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais arborização/sobreamento, ,"-8,05188","-34,88732"
2015,,,,,quarta-feira,,Área 2 - Área Intermediária,Derby,Praça do Derby,Masculino,16,de 15 a 24 anos,Ensino Superior,empresario(a),de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,12,Privada,Entre 2 e 5 anos,Entre 2 e 5 anos,Não,,,7,4,0,0,2,0,Não, ,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,05661","-34,89772"
2015,,,,,sexta-feira,,Área 1 - Área Central,Boa Vista,Praça Maciel Pinheiro,Masculino,17,de 15 a 24 anos,Ensino Fundamental,atendente,até 1 salário mínimo,até 1 salário mínimo,,,,,mais de 10 até 20 minutos,12,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,6,5,,1,1,,Não, ,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais rápido e prático,Mais arborização/sobreamento, ,"-8,06263","-34,88528"
2015,,,,,terça-feira,,Área 2 - Área Intermediária,Brasília Teimosa,Rua Jaul,Masculino,17,de 15 a 24 anos,Ensino Médio,mecanico,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,13,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,6,,,,,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais saudável,Falta de segurança no trânsito,É mais rápido e prático,Mais arborização/sobreamento,Ônibus/Metrô/Trem/BRT,"-8,08825","-34,88063"
2015,,,,,terça-feira,,Área 2 - Área Intermediária,Brasília Teimosa,Rua Francisco Valpassos,Masculino,18,de 15 a 24 anos,Ensino Médio,funcionario(a) publico(a),de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,5,,,,5,Não, ,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,08771","-34,88236"
2015,,,,,sexta-feira,,Área 1 - Área Central,Boa Vista,Rua de Santa Cruz,Feminino,18,de 15 a 24 anos,Pós-Graduação,estudante,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,2,2,,2,,Não, ,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,05442","-34,89136"
2015,,,,,sexta-feira,,Área 1 - Área Central,Boa Vista,Rua Gervásio Píres,Masculino,18,de 15 a 24 anos,Ensino Superior,monitor(a),de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,,,,2,2,Não, ,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,05737","-34,88502"
2015,,,,,quarta-feira,,Área 1 - Área Central,Boa Vista,Rua Oliveira Lima,Masculino,18,de 15 a 24 anos,Ensino Médio,garcom(garconete),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Pública,Menos de 6 meses,Menos de 6 meses,Não,,,5,5,,,,,Não, ,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,05624","-34,88988"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,18,de 15 a 24 anos,Ensino Médio,garcom(garconete),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,3,5,,,,,Não, ,,,,,,,,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais saudável,Mais segurança/educação no trânsito, ,"-8,04448","-34,87489"
2015,,,,,sexta-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Masculino,19,de 15 a 24 anos,Ensino Médio,dona de casa,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,4,,,3,3,1,Não, ,,,,,,,,Outros,Falta de respeito dos condutores dos motorizados,É mais barato,Mais arborização/sobreamento, ,"-8,01810","-34,92160"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,19,de 15 a 24 anos,Ensino Superior,diretor(a) de arte,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Entre 2 e 5 anos,Entre 2 e 5 anos,Não,,,7,5,0,2,1,0,Não, ,,,,,,,,É ambientalmente correto,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,04448","-34,87489"
2015,,,,,terça-feira,,Área 1 - Área Central,Santo Antônio,Rua Cleto Campelo,Masculino,19,de 15 a 24 anos,Ensino Superior,tecnico(a) de informatica,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,3,6,,,,6,Não, ,,,,,,,,É mais saudável,Falta de respeito dos condutores dos motorizados,É mais saudável,Mais segurança/educação no trânsito, ,"-8,06251","-34,87931"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Carlos Gomes,Masculino,20,de 15 a 24 anos,Ensino Superior,tatuador,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,5,5,3,2,0,Não, ,,,,,,,,É mais barato,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,05897","-34,91198"
2015,,,,,segunda-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Feminino,20,de 15 a 24 anos,Ensino Superior,designer,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,5,2,0,3,1,0,Não, ,,,,,,,,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais saudável,Mais segurança pública, ,"-8,01810","-34,92160"
2015,,,,,terça-feira,,Área 1 - Área Central,Santo Antônio,Rua Floriano Peixoto,Masculino,20,de 15 a 24 anos,Ensino Fundamental,pedreiro,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,6,5,0,1,0,0,Não, ,,,,,,,,Outros,Falta de respeito dos condutores dos motorizados,Outros,Mais segurança/educação no trânsito, ,"-8,06546","-34,88238"
2015,,,,,quinta-feira,,Área 1 - Área Central,Santo Antônio,Praça do Diário,Masculino,20,de 15 a 24 anos,Ensino Fundamental,seguranca,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Pública,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,1,6,,,,,Não, ,,,,,,,,É ambientalmente correto,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É ambientalmente correto,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,06404","-34,87796"
2015,,,,,segunda-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Feminino,20,de 15 a 24 anos,Ensino Médio,comerciario(a),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,5,5,,,1,,Não, ,,,,,,,,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais saudável,Mais segurança pública, ,"-8,01810","-34,92160"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,21,de 15 a 24 anos,Ensino Médio,vendedor(a),de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Entre 2 e 5 anos,Entre 2 e 5 anos,Não,,,5,6,,,,,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,04448","-34,87489"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Carlos Gomes,Masculino,21,de 15 a 24 anos,Ensino Fundamental,frentista,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Sim,,,7,6,0,0,0,0,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais barato,Mais segurança/educação no trânsito,Ônibus/Metrô/Trem/BRT,"-8,05897","-34,91198"
2015,,,,,segunda-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Masculino,21,de 15 a 24 anos,Ensino Superior,arquiteto(a) e urbanista,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,2,5,0,0,2,0,Não, ,,,,,,,,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É ambientalmente correto,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,01810","-34,92160"
2015,,,,,sexta-feira,,Área 1 - Área Central,Santo Antônio,Praça do Diário,Masculino,21,de 15 a 24 anos,Ensino Médio,estudante,Não sabe/Não respondeu,Não sabe/Não respondeu,,,,,mais de 10 até 20 minutos,15,Pública,Entre 1 e 2 anos,Entre 1 e 2 anos,Sem resposta,,,5,,5,,,,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito,Ônibus/Metrô/Trem/BRT,"-8,06404","-34,87796"
2015,,,,,segunda-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Masculino,21,de 15 a 24 anos,Ensino Fundamental,auxiliar de pedreiro,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,15,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,5,7,,3,,,Não, ,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,Mais segurança/educação no trânsito, ,"-8,01810","-34,92160"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Gomes Taborda,Masculino,22,de 15 a 24 anos,Ensino Médio,estoquista,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Sim,,,7,0,0,0,1,6,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais saudável,Mais segurança/educação no trânsito, ,"-8,05862","-34,91280"
2015,,,,,quinta-feira,,Área 3 - Área Periférica,Casa Amarela,Estrada do Arraial x Rua Padre Lemos,Masculino,22,de 15 a 24 anos,Ensino Médio,funcionario(a) publico(a),Não sabe/Não respondeu,Não sabe/Não respondeu,,,,,mais de 10 até 20 minutos,20,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,5,5,,,,5,Não, ,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,04448","-34,87489"
2015,,,,,terça-feira,,Área 2 - Área Intermediária,Derby,Rua Henrique Dias,Feminino,22,de 15 a 24 anos,Ensino Fundamental,empregado(a) domestico(a),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,4,6,,,,6,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais barato,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,05910","-34,89917"
2015,,,,,segunda-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Masculino,22,de 15 a 24 anos,Ensino Superior,publicitario(a),de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,5,4,0,0,0,0,Não, ,,,,,,,,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,Mais segurança pública, ,"-8,01810","-34,92160"
2015,,,,,terça-feira,,Área 1 - Área Central,Santo Antônio,Praça Visconde de Mauá,Masculino,23,de 15 a 24 anos,Ensino Superior,auditor(a),de 5 a 10 salários mínimos,acima de 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Pública,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,4,3,0,0,1,3,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito,Ônibus/Metrô/Trem/BRT,"-8,06730","-34,88297"
2015,,,,,quinta-feira,,Área 2 - Área Intermediária,Derby,Rua Jener de Souza,Masculino,23,de 15 a 24 anos,Ensino Médio,auxiliar de limpeza,Não sabe/Não respondeu,Não sabe/Não respondeu,,,,,mais de 10 até 20 minutos,20,Pública,Entre 2 e 5 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não, ,,,,,,,,É mais barato,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais barato,Mais arborização/sobreamento, ,"-8,05823","-34,90008"
2015,,,,,terça-feira,,Área 1 - Área Central,Boa Vista,Avenida Cruz Cabugá,Masculino,23,de 15 a 24 anos,Ensino Superior,estudante,até 1 salário mínimo,até 1 salário mínimo,,,,,mais de 10 até 20 minutos,20,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,5,0,0,0,2,2,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,Sem resposta,Mais arborização/sobreamento, ,"-8,04856","-34,87766"
2015,,,,,quarta-feira,,Área 2 - Área Intermediária,Derby,Avenida Agamenon Magalhães x Avenida Rui Barbosa,Feminino,23,de 15 a 24 anos,Ensino Superior,educadora,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Pública,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,3,2,0,0,0,0,Não, ,,,,,,,,É mais saudável,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,05239","-34,89582"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Carlos Gomes,Masculino,23,de 15 a 24 anos,Sem resposta,caixa de supermercado,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,6,,2,1,2,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de segurança no trânsito,É mais barato,Mais segurança/educação no trânsito,Ônibus/Metrô/Trem/BRT,"-8,05897","-34,91198"
2015,,,,,sexta-feira,,Área 2 - Área Intermediária,Brasília Teimosa,Rua Comendador Morais,Masculino,23,de 15 a 24 anos,Ensino Superior,operador(a) de telemarketing,até 1 salário mínimo,até 1 salário mínimo,,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Sim,,,7,5,0,,0,5,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,08882","-34,88169"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Gomes Taborda,Masculino,23,de 15 a 24 anos,Ensino Superior,designer grafico,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,5,7,,,,,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,05862","-34,91280"
2015,,,,,terça-feira,,Área 2 - Área Intermediária,Brasília Teimosa,Rua Comendador Morais,Masculino,24,de 15 a 24 anos,Ensino Médio,estoquista,Não sabe/Não respondeu,Não sabe/Não respondeu,,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,3,0,0,1,0,Sim,Combinado público privado,,,,,,,,É mais saudável,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Combinado público privado,"-8,08882","-34,88169"
2015,,,,,sexta-feira,,Área 1 - Área Central,Santo Antônio,Praça do Diário,Masculino,24,de 15 a 24 anos,Ensino Médio,frentista,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,,,,,mais de 10 até 20 minutos,20,Pública,Menos de 6 meses,Menos de 6 meses,Não,,,5,6,,,,,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,Mais segurança/educação no trânsito,Ônibus/Metrô/Trem/BRT,"-8,06404","-34,87796"
2015,,,,,sexta-feira,,Área 3 - Área Periférica,Vasco da Gama,Rua Vasco da Gama,Masculino,24,de 15 a 24 anos,Ensino Superior,estudante,de 5 a 10 salários mínimos,acima de 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,3,0,5,0,7,1,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais saudável,Mais arborização/sobreamento, ,"-8,01810","-34,92160"
2015,,,,,sexta-feira,,Área 1 - Área Central,Santo Antônio,Praça do Diário,Feminino,24,de 15 a 24 anos,Ensino Superior,musico(a),de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Entre 2 e 5 anos,Entre 2 e 5 anos,Não,,,5,3,,1,1,3,Não, ,,,,,,,,É mais rápido e prático,"Falta de infraestrutura adequada (ciclovias, bicicletários, etc)",É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,06404","-34,87796"
2015,,,,,terça-feira,,Área 2 - Área Intermediária,Derby,Rua Henrique Dias,Masculino,24,de 15 a 24 anos,Ensino Médio,vendedor(a),até 1 salário mínimo,até 1 salário mínimo,,,,,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Sim,,,7,7,0,7,7,0,Sim,Ônibus/Metrô/Trem/BRT,,,,,,,,É mais barato,Falta de respeito dos condutores dos motorizados,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,05910","-34,89917"
2015,,,,,quarta-feira,,Área 2 - Área Intermediária,Derby,Rua Henrique Dias,Masculino,24,de 15 a 24 anos,Ensino Superior,autonomo(a),de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,7,7,0,0,0,0,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,05910","-34,89917"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Gomes Taborda,Feminino,24,de 15 a 24 anos,Ensino Superior,gestor,acima de 10 salários mínimos,acima de 5 salários mínimos,,,,,mais de 10 até 20 minutos,20,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,7,5,0,1,1,0,Não, ,,,,,,,,É mais rápido e prático,Falta de respeito dos condutores dos motorizados,Outros,Mais segurança pública, ,"-8,05862","-34,91280"
2015,,,,,quarta-feira,,Área 3 - Área Periférica,Prado,Rua Gomes Taborda,Masculino,24,de 15 a 24 anos,Ensino Fundamental,servicos gerais,até 1 salário mínimo,até 1 salário mínimo,,,,,mais de 10 até 20 minutos,20,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,6,5,,,,,Não, ,,,,,,,,É mais saudável,Falta de respeito dos condutores dos motorizados,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)", ,"-8,05862","-34,91280"
