Ano da Pesquisa,Data_Hora,N_Quest,Cod_Pesq,Data,Dia_Semana,Horario,Zona,Bairro,Logradouro,Genero,Idade,Idade_Cat,Escolaridade,Ocupacao,Renda,Renda_2024,Raca,Bairro_Residencia,Qt_Domicilio,Covid19,Tempo_Cat,Tempo,Bike,Qt_Tempo,Qt_Tempo_2024,Ocorrencia,Ocorrencia_Furto,Ocorrencia_Assedio,Qt_Dia,Trabalho,Escola,Compras,Lazer,Estacao,Combina,Ql_Combina,Ou_Meio,Ql_Meio,Sistema,Bairro_Origem,Bairro_Destino,Pandemia,Frequencia,Ql_Motivo_Inicio,Ql_Problemas,Ql_Motivo,Oq_Frequencia,Ql_combina_cat,latitude,coordinates
2021,07/10/2021,86,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,39,de 35 a 44 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,San Martin,3,Não,até 10 minutos,1,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,7,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais barato,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,87,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,75,65 anos ou mais,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,Cordeiro,2,Não,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,4,4,0,4,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,Sem resposta,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,88,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,34,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Cordeiro,3,Não,mais de 10 até 20 minutos,15,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Sim,A pé ou outro modo ativo,Não,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,89,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,22,de 15 a 24 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,San Martin,4,Não,mais de 10 até 20 minutos,15,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,6,6,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,Outros,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,90,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,21,de 15 a 24 anos,Ensino Médio,,de 5 a 10 salários mínimos,acima de 5 salários mínimos,Branca,Camaragibe,7,Sim,mais de 30 minutos até 1 hora,45,Privada,Entre 4 e 5 anos,Entre 2 e 5 anos,Sim,,,4,4,0,0,4,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais rápido e prático,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,91,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,55,de 55 a 64 anos,Ensino Médio,,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,Branca,Cordeiro,3,Não,mais de 20 até 30 minutos,30,Privada,Menos de 6 meses,Menos de 6 meses,Não,,,2,0,0,0,2,0,Não,Sem resposta,Sim,Carro/Moto,Não,,,Não,Sem resposta,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,92,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,45,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Amarela,Cordeiro,4,Não,mais de 20 até 30 minutos,25,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,54,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Feminino,53,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Casa Amarela,3,Sim,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,6,0,2,1,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Sim,Passei a pedalar menos,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,93,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,29,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Amarela,Várzea,3,Não,mais de 10 até 20 minutos,15,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,94,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,57,de 55 a 64 anos,Sem instrução,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,,4,Sim,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais rápido e prático,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,95,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,47,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Amarela,Torre,3,Não,mais de 20 até 30 minutos,25,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Não,,,4,4,0,0,2,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Sim,Passei a pedalar mais,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,96,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Feminino,29,de 25 a 34 anos,Ensino Médio,,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,Parda,Cordeiro,3,Não,mais de 20 até 30 minutos,25,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,55,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,24,de 15 a 24 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,Casa Amarela,1,Não,mais de 30 minutos até 1 hora,60,Pública,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,,,7,2,0,0,2,3,Sim,Ônibus/Metrô/Trem/BRT,Sim,Ônibus/Metrô/Trem/BRT,Sim,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,04448","-34,87489"
2021,07/10/2021,97,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Feminino,27,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Torre,4,Não,mais de 10 até 20 minutos,20,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,3,3,0,3,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Sim,Passei a pedalar mais,,,É mais barato,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,98,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,30,de 25 a 34 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Amarela,Torre,1,Não,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,5,0,0,2,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,99,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,23,de 15 a 24 anos,Ensino Fundamental,,até 1 salário mínimo,até 1 salário mínimo,Preta,Camaragibe,4,Não,mais de 1 hora,100,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,7,0,5,5,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais saudável,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,100,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Feminino,31,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Torre,3,Sim,mais de 20 até 30 minutos,25,Pública,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,,,5,5,0,3,0,0,Não,Sem resposta,Sim,A pé ou outro modo ativo,Sim,,,Sim,Passei a pedalar mais,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,101,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,47,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Santa Luzia,4,Não,mais de 20 até 30 minutos,25,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,3,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais rápido e prático,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,102,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,42,de 35 a 44 anos,Ensino Médio,,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,Parda,Madalena,6,Não,mais de 20 até 30 minutos,25,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais barato,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,103,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,29,de 25 a 34 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Parda,Roda de Fogo,4,Não,mais de 20 até 30 minutos,25,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,104,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,29,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,Camaragibe,4,Não,mais de 30 minutos até 1 hora,40,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,56,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,67,65 anos ou mais,Ensino Fundamental,,até 1 salário mínimo,até 1 salário mínimo,Branca,Vasco da Gama,3,Não,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,6,0,0,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Sim,Passei a pedalar menos,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,105,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,32,de 25 a 34 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Cordeiro,3,Não,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,0,0,0,5,0,Não,Sem resposta,Não,Sem resposta,Não,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,Outros,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,106,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,55,de 55 a 64 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,Santa Luzia,5,Não,mais de 20 até 30 minutos,25,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,5,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,Sem resposta,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,107,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,20,de 15 a 24 anos,Ensino Superior,,de 5 a 10 salários mínimos,acima de 5 salários mínimos,Preta,Engenho do Meio,3,Sim,mais de 10 até 20 minutos,20,Privada,Entre 6 meses e 1 ano,Entre 6 meses e 1 ano,Não,,,7,5,5,0,2,0,Não,Sem resposta,Não,Sem resposta,Sem resposta,,,Sim,Passei a pedalar mais,,,É mais barato,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,108,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,44,de 35 a 44 anos,Ensino Médio,,Não sabe/Não respondeu,Não sabe/Não respondeu,Parda,Torre,5,Não,mais de 20 até 30 minutos,28,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,Mais segurança pública,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,109,RE268,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Avenida Caxangá x Avenida General San Martin,Masculino,41,de 35 a 44 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,Roda de Fogo,3,Não,mais de 20 até 30 minutos,25,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,6,6,0,0,1,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais barato,Mais segurança/educação no trânsito,Sem resposta,"-8,05045","-34,92105"
2021,07/10/2021,57,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,34,de 25 a 34 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Parda,Vasco da Gama,2,Não,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,5,0,5,3,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,58,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,19,de 15 a 24 anos,Ensino Médio,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,Nova Descoberta,3,Não,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,3,7,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais barato,Mais segurança/educação no trânsito,Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,59,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,62,de 55 a 64 anos,Sem instrução,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Parda,Macaxeira,4,Não,mais de 20 até 30 minutos,30,Privada,Entre 3 e 4 anos,Entre 2 e 5 anos,Sim,,,7,4,0,6,2,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais rápido e prático,Mais segurança/educação no trânsito,Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,60,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,58,de 55 a 64 anos,Ensino Fundamental,,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,Parda,Alto José do Pinho,2,Sim,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,3,0,1,7,0,Não,Sem resposta,Sim,Outro,Não,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,61,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,54,de 45 a 54 anos,Sem instrução,,até 1 salário mínimo,até 1 salário mínimo,Branca,Córrego do Euclides,1,Não,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,3,0,1,7,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,62,CR020,05/10/2021,terça-feira,,Área 2 - Área Intermediária,,Estrada do Arraial x Rua Padre Lemos,Masculino,69,65 anos ou mais,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Branca,Ilha do Joaneiro,5,Não,mais de 30 minutos até 1 hora,40,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,04448","-34,87489"
2021,07/10/2021,24,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,43,de 35 a 44 anos,Ensino Fundamental,,de 2 a 3 salários mínimos,de 2 a 5 salários mínimos,Branca,UR-7,2,Não,mais de 1 hora,80,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,7,0,1,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,25,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,38,de 35 a 44 anos,Sem instrução,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,Estados - Camaragibe,3,Não,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,5,0,1,1,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,22,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,22,de 15 a 24 anos,Ensino Médio,,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,Tejipió,2,Sim,mais de 10 até 20 minutos,15,Privada,Entre 1 e 2 anos,Entre 1 e 2 anos,Não,,,7,6,5,0,2,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Sim,Passei a pedalar mais,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,21,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,60,de 55 a 64 anos,Sem instrução,,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,Preta,Várzea,1,Não,mais de 10 até 20 minutos,20,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,0,0,0,Não,Sem resposta,Não,Sem resposta,Não,,,Não,Sem resposta,,,É mais saudável,Mais segurança/educação no trânsito,Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,1,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Feminino,29,de 25 a 34 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Branca,Várzea,3,Não,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,7,5,1,2,0,Não,Sem resposta,Sim,Carro/Moto,Não,,,Sim,Passei a pedalar mais,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,2,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,47,de 45 a 54 anos,Ensino Fundamental,,de 1 a 2 salários mínimos,de 1 a 2 salários mínimos,Preta,Dois Irmãos,4,Não,mais de 30 minutos até 1 hora,60,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,5,0,1,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Sim,,,Sim,Passei a pedalar menos,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,3,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,44,de 35 a 44 anos,Sem instrução,,até 1 salário mínimo,até 1 salário mínimo,Preta,Dois Irmãos,3,Sim,mais de 20 até 30 minutos,30,Privada,Entre 2 e 3 anos,Entre 2 e 5 anos,Não,,,7,3,0,3,2,1,Sim,Ônibus/Metrô/Trem/BRT,Sim,Carro/Moto,Não,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,03130","-34,95573"
2021,07/10/2021,4,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Feminino,35,de 35 a 44 anos,Ensino Médio,,de 3 a 5 salários mínimos,de 2 a 5 salários mínimos,Branca,Várzea,2,Não,mais de 10 até 20 minutos,20,Privada,Entre 4 e 5 anos,Entre 2 e 5 anos,Sim,,,5,5,0,0,2,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais saudável,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,9,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,56,de 55 a 64 anos,Sem instrução,,até 1 salário mínimo,até 1 salário mínimo,Branca,Camaragibe,2,Sim,mais de 30 minutos até 1 hora,60,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,5,6,0,2,0,5,Sim,Ônibus/Metrô/Trem/BRT,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Ônibus/Metrô/Trem/BRT,"-8,03130","-34,95573"
2021,07/10/2021,10,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,23,de 15 a 24 anos,Ensino Médio,,até 1 salário mínimo,até 1 salário mínimo,Parda,Nova Morada,2,Não,até 10 minutos,10,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,6,5,0,1,0,0,Não,Sem resposta,Não,Sem resposta,Sim,,,Sim,Passei a pedalar mais,,,É mais rápido e prático,Mais segurança/educação no trânsito,Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,25,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,69,65 anos ou mais,Ensino Fundamental,,até 1 salário mínimo,até 1 salário mínimo,Parda,Várzea,2,Não,mais de 20 até 30 minutos,30,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,2,0,0,1,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Não,,,Não,Sem resposta,,,É mais rápido e prático,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
2021,07/10/2021,5,AN136,17/09/2021,sexta-feira,,Área 3 - Área Periférica,,Avenida Caxangá x Avenida Afonso Olindense,Masculino,42,de 35 a 44 anos,Sem instrução,,até 1 salário mínimo,até 1 salário mínimo,Indígena,Várzea,4,Não,até 10 minutos,10,Privada,Mais de 5 anos,Mais de 5 anos,Não,,,7,7,0,1,0,0,Não,Sem resposta,Sim,Ônibus/Metrô/Trem/BRT,Sim,,,Não,Sem resposta,,,É mais barato,"Mais e melhores infraestruturas adequadas (ciclovias, bicicletários, sinalização etc.)",Sem resposta,"-8,03130","-34,95573"
