type,geometry.type,geometry.coordinates,properties.id,properties.status_type,properties.status_value,properties.length,properties.city_id,properties.osm_id,properties.name,properties.pdc_typology,properties.cycleway_typology
Feature,LineString,"-35.00888,-8.5096,-35.00873,-8.509,-35.00836,-8.50756,-35.00834,-8.50733,-35.00836,-8.50711,-35.00843,-8.50692",460,pdc_realizado_designado,0.30678268649624946,0.30678268649624946,2607208,way/578927420,Ciclovia de Maracaípe,Ciclovia,Ciclovia
Feature,LineString,"-35.00843,-8.50692,-35.00836,-8.50681,-35.0083,-8.50674,-35.00822,-8.5067,-35.00817,-8.50668,-35.00813,-8.50648,-35.0078,-8.50506,-35.00789,-8.50494,-35.00797,-8.50478",461,pdc_realizado_designado,0.26166886256037064,0.26166886256037064,2607208,way/578927422,Ciclovia de Maracaípe,Ciclovia,Ciclovia
Feature,LineString,"-35.00547,-8.49924,-35.0055,-8.4999,-35.0055,-8.50051,-35.0055,-8.5006,-35.00549,-8.50069,-35.00544,-8.5013,-35.00542,-8.50155,-35.00541,-8.50166,-35.00537,-8.502,-35.0053,-8.5027,-35.00529,-8.5028,-35.00529,-8.50286,-35.00525,-8.50339,-35.00517,-8.50409,-35.00515,-8.50444,-35.00514,-8.50466",462,pdc_nao_realizado,0.6039577031351521,0.6039577031351521,2607208,way/23392865,Rua Pitangueira,Ciclovia,none
Feature,LineString,"-35.00542,-8.49905,-35.00522,-8.49827,-35.00511,-8.4978,-35.00499,-8.49727,-35.0049,-8.49687,-35.00485,-8.49668,-35.00485,-8.49658,-35.00485,-8.49646,-35.00481,-8.49628,-35.00472,-8.49613,-35.00459,-8.49558,-35.00448,-8.49508,-35.00432,-8.49444,-35.00423,-8.49404,-35.00408,-8.49344,-35.00391,-8.49269,-35.00376,-8.49207,-35.00359,-8.49134,-35.00351,-8.491,-35.0035,-8.49076,-35.00345,-8.49056,-35.00338,-8.49042,-35.00322,-8.48974,-35.00312,-8.48931,-35.00306,-8.48906,-35.00301,-8.48878,-35.00299,-8.48843,-35.00294,-8.48766,-35.0029,-8.48724,-35.00285,-8.48702,-35.00276,-8.48661,-35.00271,-8.48641,-35.00271,-8.48626,-35.00264,-8.48599,-35.00257,-8.48586,-35.00248,-8.48541,-35.00237,-8.48493,-35.00219,-8.48419,-35.00206,-8.48362,-35.00196,-8.48317,-35.00196,-8.48298,-35.00193,-8.48276,-35.00183,-8.48261,-35.0018,-8.48245,-35.00172,-8.48214,-35.00156,-8.48174,-35.00136,-8.48128,-35.00134,-8.48123,-35.00108,-8.48062,-35.00068,-8.4797,-35.00012,-8.47838,-34.99992,-8.4779,-34.99991,-8.4778,-34.99982,-8.47761,-34.99974,-8.4775,-34.99958,-8.4771,-34.99943,-8.47667,-34.99927,-8.47603,-34.99917,-8.47553,-34.99901,-8.47475,-34.999,-8.47461,-34.99899,-8.47454,-34.99894,-8.47382,-34.99888,-8.47303,-34.99883,-8.47269,-34.99872,-8.47218,-34.99853,-8.47158,-34.99832,-8.47088,-34.99832,-8.47069,-34.99824,-8.47048,-34.99816,-8.47031,-34.99778,-8.46897,-34.99766,-8.46872,-34.99745,-8.46838,-34.99722,-8.46796,-34.99706,-8.46767,-34.99692,-8.46732,-34.99685,-8.46697,-34.99674,-8.46631,-34.99676,-8.46616,-34.99673,-8.46595,-34.99667,-8.4658,-34.9966,-8.4655,-34.9964,-8.46515,-34.99617,-8.46487,-34.99598,-8.46463,-34.99588,-8.46443,-34.99581,-8.46425,-34.99574,-8.4638,-34.9957,-8.4631,-34.99564,-8.46229,-34.99556,-8.46083,-34.99556,-8.46046,-34.99557,-8.45998,-34.99559,-8.45945,-34.99554,-8.459,-34.99545,-8.45858,-34.99529,-8.4581,-34.99518,-8.45774,-34.99513,-8.45747,-34.99514,-8.45722,-34.99523,-8.45693,-34.9954,-8.45658,-34.99548,-8.45644,-34.99555,-8.45623,-34.99558,-8.45608,-34.9958,-8.45558,-34.9959,-8.45529,-34.99594,-8.455,-34.99594,-8.45479,-34.99592,-8.45458,-34.99569,-8.45365,-34.99548,-8.45277,-34.99531,-8.45203,-34.99516,-8.45134,-34.99492,-8.45047,-34.9949,-8.45038,-34.99489,-8.45028,-34.99487,-8.45018,-34.99486,-8.45012,-34.99485,-8.44974,-34.99492,-8.44939,-34.99501,-8.44903,-34.9951,-8.44862,-34.99534,-8.44816,-34.99563,-8.44781,-34.99602,-8.44755,-34.99629,-8.44743,-34.9967,-8.44724,-34.99718,-8.44704,-34.99749,-8.44685,-34.99784,-8.44655,-34.99839,-8.44608,-34.99866,-8.44592,-34.99891,-8.44584,-34.99905,-8.4458,-34.99988,-8.44576",463,pdc_realizado_designado,6.4690597453324195,6.4690597453324195,2607208,way/337236701,Ciclovia de Porto de Galinhas,Ciclovia,Ciclovia
Feature,LineString,"-35.00054,-8.44573,-35.00098,-8.44569,-35.0012,-8.4456,-35.00151,-8.44546,-35.00306,-8.44468,-35.00345,-8.44447,-35.00369,-8.4444,-35.00395,-8.4444,-35.00496,-8.44463,-35.00524,-8.44466,-35.00578,-8.44465,-35.00634,-8.44462,-35.00656,-8.44463,-35.00704,-8.44469,-35.00733,-8.44473,-35.00765,-8.44474,-35.00808,-8.44463,-35.00879,-8.44429,-35.00918,-8.4441,-35.00932,-8.44401,-35.00938,-8.44397,-35.00949,-8.44388,-35.00962,-8.44373,-35.00971,-8.4436,-35.00981,-8.44343,-35.00986,-8.44333,-35.00994,-8.44314,-35.00996,-8.443,-35.00997,-8.44297,-35.01001,-8.44263,-35.01012,-8.44172,-35.01015,-8.44156,-35.01017,-8.4414,-35.01022,-8.44112,-35.01032,-8.44077,-35.01044,-8.44038,-35.01055,-8.44012,-35.01068,-8.43979,-35.01095,-8.4392,-35.01097,-8.43914,-35.01108,-8.43887,-35.01121,-8.43856,-35.01146,-8.438,-35.01163,-8.4376,-35.01173,-8.43736,-35.01187,-8.43721,-35.012,-8.43713,-35.01212,-8.43711,-35.01223,-8.43715,-35.0123,-8.43721,-35.01235,-8.43735,-35.01235,-8.43754,-35.01235,-8.43766,-35.01246,-8.43766",464,pdc_realizado_designado,1.9564687172685082,1.9564687172685082,2607208,way/337243583,Ciclovia de Porto de Galinhas,Ciclovia,Ciclovia
Feature,LineString,"-34.99988,-8.44576,-35.00054,-8.44573",465,pdc_realizado_designado,0.07324970496750495,0.07324970496750495,2607208,way/337243584,Ciclovia de Porto de Galinhas,Ciclovia,Ciclovia
Feature,LineString,"-35.0029,-8.48867,-35.0028,-8.48828,-35.00265,-8.48773,-35.00271,-8.48776,-35.00279,-8.48775,-35.00285,-8.48771,-35.0029,-8.48867",466,pdc_nao_realizado,0.24001462372823143,0.24001462372823143,2607208,way/795964890,,Ciclovia,none
Feature,LineString,"-35.00542,-8.49905,-35.00544,-8.49912,-35.00547,-8.49924",467,pdc_nao_realizado,0.021811151630690247,0.021811151630690247,2607208,way/1363431141,Rua Pitangueira,Ciclovia,none
Feature,LineString,"-35.0026,-8.50484,-35.00301,-8.50548,-35.00317,-8.50612,-35.00319,-8.50621,-35.00334,-8.50669",468,pdc_nao_realizado,0.22442662526988608,0.22442662526988608,2607208,way/23390013,Rua Beijupirá,Ciclovia,none
Feature,LineString,"-35.0036,-8.50794,-35.00357,-8.50778,-35.00334,-8.50669",469,pdc_nao_realizado,0.14185507281360812,0.14185507281360812,2607208,way/287674404,Rua Beijupirá,Ciclovia,none
Feature,LineString,"-35.0036,-8.50794,-35.00362,-8.50803,-35.00392,-8.50934,-35.00407,-8.50996,-35.00418,-8.51043",470,pdc_nao_realizado,0.28373013023312627,0.28373013023312627,2607208,way/788158796,Rua Beijupirá,Ciclovia,none
Feature,LineString,"-35.00502,-8.50478,-35.00451,-8.50477,-35.00326,-8.5048,-35.00261,-8.50484",471,pdc_nao_realizado,0.2648829171550848,0.2648829171550848,2607208,way/77530402,Rua da Esperança,Ciclovia,none
Feature,LineString,"-35.00715,-8.50477,-35.00637,-8.50477,-35.00597,-8.50477,-35.00502,-8.50478",472,pdc_nao_realizado,0.23428074837237295,0.23428074837237295,2607208,way/298183031,Rua da Esperança,Ciclovia,none
Feature,LineString,"-35.00514,-8.50466,-35.00564,-8.50467,-35.00597,-8.50467,-35.00652,-8.50467,-35.00714,-8.50466,-35.00739,-8.50463",473,pdc_nao_realizado,0.24723947369334467,0.24723947369334467,2607208,way/298183034,Rua da Esperança,Ciclovia,none
Feature,LineString,"-35.00735,-8.50484,-35.00728,-8.50481,-35.00722,-8.50479,-35.00715,-8.50477",474,pdc_nao_realizado,0.024186747293156192,0.024186747293156192,2607208,way/298183037,,Ciclovia,none
Feature,LineString,"-35.00261,-8.50484,-35.0026,-8.50484",475,pdc_nao_realizado,0.0006606756492008464,0.0006606756492008464,2607208,way/1363348032,Rua da Esperança,Ciclovia,none
Feature,LineString,"-35.01232,-8.44098,-35.01238,-8.44141,-35.01239,-8.44144,-35.01239,-8.44147",476,pdc_nao_realizado,0.054587001494689806,0.054587001494689806,2607208,way/23393266,Rua do Colégio,Ciclovia,none
Feature,LineString,"-35.01246,-8.43743,-35.01244,-8.43735,-35.01243,-8.43729,-35.01241,-8.43725,-35.0124,-8.43721,-35.01238,-8.43716,-35.01235,-8.43713,-35.01233,-8.43709,-35.01228,-8.43703",477,pdc_nao_realizado,0.04885774779047986,0.04885774779047986,2607208,way/23393267,Rua Cristóvão Souza Leão,Ciclovia,none
Feature,LineString,"-35.01278,-8.43708,-35.01272,-8.4371,-35.01267,-8.43712,-35.01261,-8.43716,-35.01258,-8.43719,-35.01253,-8.43728,-35.0125,-8.43734,-35.01246,-8.43743",478,pdc_nao_realizado,0.05512868659287654,0.05512868659287654,2607208,way/23393268,Rua Cristóvão Souza Leão,Ciclovia,none
Feature,LineString,"-35.01311,-8.44127,-35.0131,-8.44128,-35.01301,-8.44137,-35.01268,-8.44173,-35.01268,-8.44173,-35.01267,-8.44174,-35.01267,-8.44174",479,pdc_nao_realizado,0.07133649643998619,0.07133649643998619,2607208,way/189139464,Rua Capitão Antônio Braz,Ciclovia,none
Feature,LineString,"-35.01239,-8.44147,-35.0124,-8.44149,-35.01242,-8.44151,-35.01244,-8.44153,-35.01265,-8.44173,-35.01266,-8.44173,-35.01266,-8.44174,-35.01267,-8.44174",480,pdc_nao_realizado,0.042804944848190196,0.042804944848190196,2607208,way/189139472,Rua da Matriz,Ciclovia,none
Feature,LineString,"-35.01245,-8.438,-35.01246,-8.43766,-35.01246,-8.43743",481,pdc_realizado_nao_designado,0.06334275748519436,0.06334275748519436,2607208,way/547542955,Rua Cristóvão Souza Leão,Ciclovia,Ciclofaixa
Feature,LineString,"-35.01238,-8.43911,-35.01245,-8.438",482,pdc_realizado_nao_designado,0.12409835035259204,0.12409835035259204,2607208,way/1302726895,Rua do Colégio,Ciclovia,Ciclofaixa
Feature,LineString,"-35.01232,-8.44098,-35.01234,-8.43968,-35.01238,-8.43911",483,pdc_nao_realizado,0.208545071689705,0.208545071689705,2607208,way/1389032264,Rua do Colégio,Ciclovia,none
Feature,LineString,"-35.02167,-8.44012,-35.02163,-8.44014,-35.02159,-8.44016,-35.02115,-8.44039,-35.02106,-8.44043,-35.021,-8.44045,-35.0205,-8.44068,-35.01999,-8.44093,-35.01976,-8.44103,-35.0195,-8.44115,-35.01899,-8.44138,-35.01864,-8.44157",484,pdc_nao_realizado,0.36994012381320146,0.36994012381320146,2607208,way/189139466,Rua Dezessete,Ciclovia,none
Feature,LineString,"-35.01864,-8.44157,-35.01714,-8.44271,-35.01669,-8.44302,-35.01626,-8.44336,-35.01578,-8.44375",485,pdc_nao_realizado,0.39696369801342624,0.39696369801342624,2607208,way/189139468,Rua São Miguel,Ciclovia,none
Feature,LineString,"-35.01463,-8.44269,-35.01393,-8.44206,-35.01373,-8.44186,-35.0136,-8.44171",486,pdc_nao_realizado,0.15690058331616358,0.15690058331616358,2607208,way/189139475,Rua do Mercado,Ciclovia,none
Feature,LineString,"-35.01471,-8.44265,-35.01474,-8.44266,-35.01477,-8.44268,-35.01479,-8.44271,-35.0148,-8.44273,-35.0148,-8.44277,-35.01479,-8.44279,-35.01478,-8.4428,-35.01476,-8.44282,-35.01474,-8.44283,-35.01471,-8.44284,-35.01468,-8.44284,-35.01465,-8.44282,-35.01463,-8.4428,-35.01461,-8.44278,-35.01461,-8.44275,-35.01461,-8.44272,-35.01463,-8.44269,-35.01465,-8.44267,-35.01468,-8.44266,-35.01471,-8.44265",487,pdc_realizado_nao_designado,0.06518364867259206,0.06518364867259206,2607208,way/189139487,,Ciclovia,Ciclofaixa
Feature,LineString,"-35.01511,-8.4431,-35.01479,-8.44279",488,pdc_nao_realizado,0.04881171207402218,0.04881171207402218,2607208,way/792545228,Rua do Comércio,Ciclovia,none
Feature,LineString,"-35.0136,-8.44171,-35.01311,-8.44127",489,pdc_nao_realizado,0.07286641374615217,0.07286641374615217,2607208,way/817449621,Rua Pedro Serafim de Souza Leão,Ciclovia,none
Feature,LineString,"-35.01578,-8.44375,-35.01511,-8.4431",490,pdc_nao_realizado,0.10394826726252875,0.10394826726252875,2607208,way/1182155327,Rua da Macaiba,Ciclovia,none
Feature,LineString,"-35.00651,-8.25198,-35.0063,-8.25199,-35.00609,-8.25195,-35.00594,-8.25187,-35.00584,-8.25179,-35.00575,-8.2517,-35.00564,-8.25152,-35.00558,-8.25128,-35.0056,-8.25103",491,pdc_nao_realizado,0.08669256496068019,0.08669256496068019,2602902,way/30805314,,Ciclovia,none
Feature,LineString,"-35.00768,-8.2525,-35.00774,-8.25259,-35.00782,-8.25269,-35.00848,-8.25349,-35.00892,-8.25402,-35.00909,-8.2542,-35.0093,-8.25444,-35.00934,-8.25451,-35.0096,-8.2548,-35.00998,-8.25525",492,pdc_nao_realizado,0.19824891159611485,0.19824891159611485,2602902,way/30805400,,Ciclovia,none
Feature,LineString,"-35.01306,-8.25891,-35.01334,-8.25931,-35.0137,-8.25975",493,pdc_nao_realizado,0.05870135037165397,0.05870135037165397,2602902,way/30805491,,Ciclovia,none
Feature,LineString,"-34.94269,-8.17491,-34.94431,-8.17658",494,pdc_nao_realizado,0.12865806431968696,0.12865806431968696,2607901,way/128408706,Rodovia Governador Mário Covas,Ciclovia,none
Feature,LineString,"-34.94419,-8.1767,-34.94386,-8.17635,-34.94376,-8.17625,-34.94258,-8.17502",495,pdc_nao_realizado,0.12887523600817044,0.12887523600817044,2607901,way/128408708,Rodovia Governador Mário Covas,Ciclovia,none
Feature,LineString,"-34.94258,-8.17502,-34.94227,-8.17471,-34.9421,-8.17456,-34.94197,-8.17445,-34.94171,-8.17426,-34.94152,-8.17413,-34.94127,-8.17398,-34.94114,-8.17392",496,pdc_nao_realizado,0.10048151885244791,0.10048151885244791,2607901,way/128408709,Rodovia Governador Mário Covas,Ciclovia,none
Feature,LineString,"-35.0056,-8.25103,-35.00559,-8.25095,-35.00558,-8.25089,-35.00557,-8.25083,-35.00555,-8.25077,-35.00552,-8.2507,-35.00548,-8.25063,-35.00543,-8.25057,-35.00539,-8.25052,-35.00532,-8.25045,-35.00524,-8.25039,-35.00518,-8.25033,-35.0051,-8.25028,-35.00503,-8.25023",497,pdc_nao_realizado,0.05672172773937231,0.05672172773937231,2602902,way/182621993,,Ciclovia,none
Feature,LineString,"-34.94431,-8.17658,-34.94439,-8.17666,-34.94445,-8.17672,-34.94456,-8.17683,-34.94472,-8.17699,-34.94489,-8.17716,-34.94497,-8.17722,-34.94498,-8.17722,-34.94512,-8.17732,-34.94514,-8.17734,-34.94517,-8.17736,-34.94525,-8.17742,-34.94529,-8.17744,-34.94533,-8.17746,-34.94539,-8.1775,-34.94542,-8.17751,-34.94569,-8.17764,-34.94571,-8.17765,-34.94578,-8.17768,-34.94584,-8.1777,-34.94602,-8.17775,-34.94611,-8.17778,-34.94624,-8.17781,-34.94625,-8.17781,-34.94638,-8.17784,-34.94646,-8.17785,-34.94655,-8.17786,-34.94671,-8.17787,-34.94676,-8.17788,-34.94687,-8.17788,-34.94726,-8.17786,-34.94749,-8.17785",498,pdc_nao_realizado,0.19746791376503156,0.19746791376503156,2607901,way/221891104,Rodovia Governador Mário Covas,Ciclovia,none
Feature,LineString,"-34.94861,-8.17776,-34.94868,-8.17787,-34.9487,-8.17793,-34.9487,-8.17801,-34.94869,-8.17806,-34.94868,-8.17806,-34.94867,-8.17809,-34.94864,-8.17812,-34.94862,-8.17814,-34.94852,-8.17821",499,pdc_nao_realizado,0.030435392141927208,0.030435392141927208,2607901,way/222068900,,Ciclovia,none
Feature,LineString,"-34.94574,-8.17825,-34.94567,-8.17823,-34.94561,-8.17821,-34.94554,-8.17819,-34.94545,-8.17816,-34.94537,-8.17811,-34.94528,-8.17806,-34.94485,-8.17763,-34.94461,-8.17737,-34.94455,-8.17731,-34.94443,-8.17719,-34.94384,-8.17657,-34.94375,-8.17644,-34.94373,-8.17639,-34.94372,-8.17634,-34.94373,-8.1763,-34.94375,-8.17626,-34.94388,-8.17614,-34.94393,-8.1761,-34.94397,-8.17609,-34.94402,-8.17608,-34.94407,-8.17609,-34.94412,-8.1761,-34.94423,-8.17619,-34.94436,-8.17633,-34.94474,-8.17674,-34.94506,-8.17707,-34.9451,-8.1771,-34.94528,-8.17728,-34.94543,-8.17742,-34.94552,-8.17748,-34.9458,-8.17767,-34.94583,-8.17769,-34.94584,-8.1777",500,pdc_nao_realizado,0.31565499575514383,0.31565499575514383,2607901,way/222069375,Rua Luís Rigueira,Ciclovia,none
Feature,LineString,"-34.94669,-8.17832,-34.94664,-8.17834,-34.9466,-8.17835,-34.94655,-8.17838,-34.94652,-8.17839,-34.9465,-8.17842,-34.94647,-8.17844,-34.94643,-8.1785",501,pdc_nao_realizado,0.01822982148914869,0.01822982148914869,2607901,way/222184456,Avenida Conde da Boa Vista,Ciclovia,none
Feature,LineString,"-34.94663,-8.17919,-34.94614,-8.17869,-34.94574,-8.17825",502,pdc_nao_realizado,0.07172044296116273,0.07172044296116273,2607901,way/222184457,Avenida Conde da Boa Vista,Ciclovia,none
Feature,LineString,"-34.94643,-8.1785,-34.9464,-8.17854,-34.94637,-8.17862,-34.94636,-8.17864,-34.94635,-8.17865,-34.94634,-8.17867,-34.94632,-8.17868,-34.94631,-8.17869,-34.94629,-8.17869,-34.94627,-8.1787,-34.94625,-8.1787,-34.94623,-8.1787,-34.94621,-8.17871,-34.94619,-8.1787,-34.94614,-8.17869",503,pdc_nao_realizado,0.02173764894618531,0.02173764894618531,2607901,way/222184458,,Ciclovia,none
Feature,LineString,"-34.94642,-8.17876,-34.94643,-8.17881,-34.94644,-8.17884,-34.94644,-8.17886,-34.94645,-8.17887,-34.94646,-8.17889,-34.94647,-8.17892,-34.9465,-8.17897,-34.94654,-8.17905,-34.94655,-8.17907,-34.94663,-8.17919",504,pdc_nao_realizado,0.026614120173015152,0.026614120173015152,2607901,way/222184459,Avenida Conde da Boa Vista,Ciclovia,none
Feature,LineString,"-34.97243,-8.22913,-34.97161,-8.22847",505,pdc_nao_realizado,0.11682704394612048,0.11682704394612048,2602902,way/222694907,Antiga BR-101,Ciclovia,none
Feature,LineString,"-34.97161,-8.22847,-34.97087,-8.2279,-34.97035,-8.22749,-34.97033,-8.22747,-34.96976,-8.22703,-34.96965,-8.22694,-34.96946,-8.2268,-34.96904,-8.22649,-34.96895,-8.22641,-34.96877,-8.22627,-34.96846,-8.22603,-34.96831,-8.2259,-34.968,-8.22565,-34.96775,-8.22543,-34.96734,-8.22498,-34.96723,-8.22481,-34.96719,-8.22476,-34.96715,-8.2247,-34.967,-8.2245,-34.96696,-8.22441,-34.96689,-8.22427,-34.96684,-8.22418,-34.96681,-8.22411,-34.96678,-8.22405,-34.96666,-8.22378,-34.96656,-8.22347,-34.96637,-8.22288",506,pdc_nao_realizado,0.868677008414958,0.868677008414958,2602902,way/222694910,Avenida Conde da Boa Vista,Ciclovia,none
Feature,LineString,"-34.98444,-8.23877,-34.98438,-8.23877,-34.98435,-8.23877,-34.98421,-8.23873,-34.98402,-8.23866,-34.98386,-8.23858,-34.98372,-8.23848,-34.98369,-8.23846,-34.98362,-8.23839,-34.98346,-8.23821,-34.9833,-8.23805,-34.98329,-8.23804,-34.9831,-8.23785,-34.98295,-8.23771,-34.98277,-8.23756,-34.9826,-8.2374",507,pdc_nao_realizado,0.12925584001779952,0.12925584001779952,2602902,way/336009719,Antiga Rodovia BR-101 Sul,Ciclovia,none
Feature,LineString,"-34.97718,-8.23282,-34.97798,-8.2334,-34.97823,-8.2336,-34.97833,-8.23367,-34.97863,-8.23391,-34.97907,-8.23426,-34.97956,-8.23465,-34.97975,-8.23481,-34.97991,-8.23494,-34.97997,-8.23499,-34.98012,-8.23512,-34.9804,-8.23535,-34.98068,-8.23559,-34.98088,-8.23575",508,pdc_nao_realizado,0.26071086321288256,0.26071086321288256,2602902,way/336009720,Avenida Nossa Senhora do Bom Conselho,Ciclovia,none
Feature,LineString,"-35.00481,-8.25001,-35.00491,-8.25007,-35.00497,-8.2501,-35.00505,-8.25015,-35.00508,-8.25017",509,pdc_nao_realizado,0.01758352333099901,0.01758352333099901,2602902,way/336009725,,Ciclovia,none
Feature,LineString,"-35.00503,-8.25023,-35.005,-8.25022,-35.00498,-8.25019,-35.00493,-8.25015,-35.00487,-8.25009,-35.00484,-8.25006,-35.00481,-8.25001",510,pdc_nao_realizado,0.017494760082778803,0.017494760082778803,2602902,way/336009726,,Ciclovia,none
Feature,LineString,"-34.97718,-8.23282,-34.97677,-8.2325,-34.97657,-8.23234,-34.9765,-8.23229,-34.97434,-8.23062,-34.97408,-8.23041,-34.97397,-8.23033,-34.97243,-8.22913",511,pdc_nao_realizado,0.6640305261091148,0.6640305261091148,2602902,way/336009732,Rua Bom Conselho,Ciclovia,none
Feature,LineString,"-34.99277,-8.24485,-34.99261,-8.24478,-34.99255,-8.24476,-34.99172,-8.24439,-34.99168,-8.24437,-34.99127,-8.24421,-34.99125,-8.24419,-34.99101,-8.24407,-34.9908,-8.24396,-34.99072,-8.24392,-34.99049,-8.24379,-34.9902,-8.24359,-34.9898,-8.24328,-34.98917,-8.24276,-34.98879,-8.24244,-34.98848,-8.24221,-34.98842,-8.24215,-34.98827,-8.24203,-34.98807,-8.24184,-34.98784,-8.24163,-34.98779,-8.24158,-34.98742,-8.24129,-34.98733,-8.24122,-34.98709,-8.241,-34.98692,-8.24086,-34.98658,-8.24057,-34.98654,-8.24053,-34.98635,-8.24038",512,pdc_nao_realizado,0.8700956695108818,0.8700956695108818,2602902,way/336009744,Avenida Nossa Senhora do Bom Conselho,Ciclovia,none
Feature,LineString,"-35.00711,-8.25145,-35.00713,-8.25157,-35.00714,-8.25161,-35.00715,-8.25164,-35.00717,-8.2517,-35.0072,-8.25176,-35.00723,-8.25182,-35.00732,-8.25199,-35.00742,-8.25217,-35.0075,-8.25228,-35.00758,-8.2524,-35.00768,-8.2525",513,pdc_nao_realizado,0.06743875223200332,0.06743875223200332,2602902,way/336009772,,Ciclovia,none
Feature,LineString,"-34.9826,-8.2374,-34.98236,-8.23722,-34.98211,-8.23704,-34.982,-8.23695,-34.98192,-8.23688,-34.98157,-8.23658,-34.98143,-8.23646,-34.98089,-8.23602,-34.98086,-8.23599,-34.98073,-8.23589,-34.98047,-8.23567,-34.98007,-8.23533,-34.97965,-8.23497,-34.97927,-8.23464",514,pdc_nao_realizado,0.23922247544437786,0.23922247544437786,2602902,way/336009784,,Ciclovia,none
Feature,LineString,"-35.00758,-8.25253,-35.00749,-8.25243,-35.00734,-8.25224,-35.00727,-8.25214,-35.00721,-8.25207,-35.00715,-8.25201,-35.0071,-8.25195,-35.00704,-8.25191,-35.00698,-8.25189,-35.00691,-8.25188,-35.00684,-8.25189,-35.00671,-8.25191",515,pdc_nao_realizado,0.06379137365050151,0.06379137365050151,2602902,way/336009787,,Ciclovia,none
Feature,LineString,"-35.00508,-8.25017,-35.00511,-8.25019,-35.00514,-8.25022,-35.00523,-8.25029,-35.00529,-8.25033,-35.00537,-8.25039,-35.00545,-8.25046,-35.00552,-8.25051,-35.00556,-8.25053,-35.00559,-8.25056,-35.00564,-8.25058,-35.00567,-8.25059,-35.0057,-8.2506,-35.00572,-8.2506,-35.00575,-8.25061,-35.0058,-8.25061,-35.00584,-8.25061,-35.00588,-8.25061",516,pdc_nao_realizado,0.05177882740485421,0.05177882740485421,2602902,way/336009791,,Ciclovia,none
Feature,LineString,"-35.0202,-8.26735,-35.02051,-8.26764,-35.02068,-8.2678,-35.02142,-8.26869,-35.02178,-8.2691,-35.02203,-8.2694,-35.02215,-8.26957,-35.02234,-8.26986",517,pdc_nao_realizado,0.18265062035986668,0.18265062035986668,2602902,way/526804443,,Ciclovia,none
Feature,LineString,"-35.02861,-8.2768,-35.02862,-8.27676,-35.02863,-8.27669,-35.02866,-8.27665,-35.02869,-8.27662,-35.02872,-8.2766,-35.02879,-8.27658,-35.02884,-8.27658,-35.02889,-8.27658",518,pdc_nao_realizado,0.022807577393270134,0.022807577393270134,2602902,way/543326758,,Ciclovia,none
Feature,LineString,"-34.98444,-8.23877,-34.98448,-8.2388,-34.98475,-8.23901",519,pdc_nao_realizado,0.04413361854153674,0.04413361854153674,2602902,way/656134743,Avenida Nossa Senhora do Bom Conselho,Ciclovia,none
Feature,LineString,"-34.94723,-8.17833,-34.94704,-8.17834,-34.94691,-8.17833,-34.94669,-8.17832",520,pdc_nao_realizado,0.029647609858251624,0.029647609858251624,2607901,way/662336659,Rodovia Governador Mário Covas,Ciclovia,none
Feature,LineString,"-35.02668,-8.27449,-35.02658,-8.27445,-35.02652,-8.27442,-35.02643,-8.27436,-35.02623,-8.27421,-35.02612,-8.2741,-35.02587,-8.27385,-35.02539,-8.27335,-35.02527,-8.27322,-35.02515,-8.2731,-35.02504,-8.27298,-35.02455,-8.27249,-35.0241,-8.27202,-35.0235,-8.2714,-35.02266,-8.27053,-35.02206,-8.26987,-35.02187,-8.26966,-35.02168,-8.26946,-35.02147,-8.26921,-35.02119,-8.26887",521,pdc_nao_realizado,0.43596535405630743,0.43596535405630743,2602902,way/663373161,,Ciclovia,none
Feature,LineString,"-35.00481,-8.25001,-35.00445,-8.24981,-35.00413,-8.24965,-35.00306,-8.24916,-35.00303,-8.24914,-35.00296,-8.24911,-35.00288,-8.24908,-35.00241,-8.24887,-35.00209,-8.24873,-35.00189,-8.24864,-35.00176,-8.24859,-35.00096,-8.24826,-35.00055,-8.24809,-35.00019,-8.24795,-34.99964,-8.24772,-34.99957,-8.24769,-34.99937,-8.24761,-34.9993,-8.24758,-34.99888,-8.24741,-34.99816,-8.2471,-34.99705,-8.24662,-34.99655,-8.24643,-34.9963,-8.24632,-34.99613,-8.24626,-34.99605,-8.24622,-34.99601,-8.2462,-34.99593,-8.24617,-34.99573,-8.24608,-34.99509,-8.24583,-34.99489,-8.24575,-34.99452,-8.24559,-34.99451,-8.24558,-34.99412,-8.24541,-34.9939,-8.24532,-34.99364,-8.24521,-34.99319,-8.24502,-34.99303,-8.24495,-34.99299,-8.24493,-34.99277,-8.24485",522,pdc_nao_realizado,1.4436960004878954,1.4436960004878954,2602902,way/696983738,Avenida Nossa Senhora do Bom Conselho,Ciclovia,none
Feature,LineString,"-34.98088,-8.23575,-34.98124,-8.23606,-34.98161,-8.23637,-34.98169,-8.23644,-34.98213,-8.2368,-34.98242,-8.23704,-34.98264,-8.23723,-34.98331,-8.2378,-34.98388,-8.23827,-34.98408,-8.23844,-34.98422,-8.23855,-34.9844,-8.23871,-34.98444,-8.23877",523,pdc_nao_realizado,0.25822943009741645,0.25822943009741645,2602902,way/696983740,Avenida Nossa Senhora do Bom Conselho,Ciclovia,none
