id,name,capacity,covered,access,operator,bicycle_parking
898,,5,no,,,stands
899,,,yes,,,
900,,6,no,,,stands
901,Ressacada,200,,,Avaí Futebol Clube,
902,Bicicletário Kebab Paris,,,,,
903,,10,no,,Bradesco Seguros,stands
904,,10,no,,,wall_loops
905,,8,no,,,stands
906,,8,no,,,stands
907,,14,no,,,stands
908,,2,no,,,stands
909,,9,,,Iracema Pães e Doces,wall_hoops
910,,5,,,,wall_loops
911,,,,,,
912,,10,no,,,stands
913,,20,no,,,wall_loops
914,,10,no,,,stands
915,,,,,,ground_slots
916,,10,no,yes,,stands
917,,6,no,yes,,stands
918,,6,no,yes,,stands
919,,17,no,public,,anchors
920,,5,no,yes,,rack
921,,,no,yes,,informal
922,,,,,,
923,,4,no,yes,,stands
924,,4,no,yes,,stands
925,,6,no,yes,,rack
926,,6,no,yes,,stands
927,,12,no,yes,,stands
928,,6,no,yes,,stands
929,,7,no,yes,,wall_loops
930,,8,no,yes,,wall_loops
931,,20,,yes,,wall_loops
932,,,no,yes,,rack
933,,,,private,,wall_loops
934,,5,,customers,,wall_loops
935,,8,no,,,wall_loops
936,,10,no,,,wall_loops
937,,8,no,,,wall_loops
938,,10,,,,wall_loops
939,,10,no,,,wall_loops
940,,,,,,
941,,4,,,,wall_loops
942,,9,,,,ground_slots
943,,8,no,,,
944,Paraciclo SGI,14,no,yes,Superintendência de Gestão da Informação,handlebar_holder
945,,5,no,,,wall_loops
946,,5,no,yes,,rack
947,,10,yes,yes,,stands
948,,10,no,,,wall_loops
949,,10,no,yes,,rack
950,,10,no,yes,,rack
951,,8,no,yes,,stands
952,,5,no,,,rack
953,,5,no,,,wall_loops
954,,5,no,,,wall_loops
955,,20,no,yes,,stands
956,,6,no,yes,,stands
957,,6,no,,,stands
958,,,,,,
959,,,,,,
960,,6,no,public,,stands
961,,6,no,yes,,stands
962,,6,no,yes,,stands
963,,6,no,yes,,stands
964,,6,no,yes,,stands
965,,6,no,yes,,stands
966,,6,no,public,,stands
967,,6,no,yes,,stands
968,,6,no,public,,stands
969,,6,no,yes,,stands
970,,6,no,yes,,stands
971,,6,no,yes,,stands
972,,6,no,yes,,stands
973,,6,no,yes,,stands
974,,6,no,yes,,stands
975,,6,no,yes,,stands
976,,6,no,yes,,stands
977,,6,no,yes,,stands
978,,6,no,,,stands
979,,6,no,,,stands
980,,15,no,,,stands
981,,,,,,wall_loops
982,,,,,,
983,,,,,,wall_loops
984,,5,no,,,wall_loops
985,,2,no,,,ground_slots
986,,2,no,,,ground_slots
987,,2,no,,,ground_slots
988,,5,no,,,wall_loops
989,,40,no,yes,,stands
990,,14,no,customers,,stands
991,,8,no,customers,,rack
992,,12,no,customers,,stands
993,,6,,yes,,stands
994,,5,no,yes,,wall_loops
995,,10,no,public,,wall_loops
996,,10,no,public,,wall_loops
997,,10,no,public,,wall_loops
998,,5,no,public,,wall_loops
999,,5,no,public,,wall_loops
1000,,10,no,public,,wall_loops
1001,,10,no,yes,,wall_loops
1002,,5,no,,,wall_loops
1003,,10,no,yes,,wall_loops
1004,,10,no,yes,,wall_loops
1005,,5,no,yes,,wall_loops
1006,,10,no,public,,wall_loops
1007,,10,no,public,,wall_loops
1008,,10,no,public,,wall_loops
1009,,10,no,yes,,wall_loops
1010,,5,no,yes,,wall_loops
1011,,10,no,public,,wall_loops
1012,,10,no,public,,wall_loops
1013,,5,no,yes,,wall_loops
1014,,10,no,yes,,wall_loops
1015,,10,no,yes,,wall_loops
1016,,5,no,yes,,wall_loops
1017,,5,no,public,,wall_loops
1018,,10,no,yes,,wall_loops
1019,,5,no,yes,,wall_loops
1020,,5,no,yes,,wall_loops
1021,,10,no,,,wall_loops
1022,,5,no,yes,,wall_loops
1023,,5,no,yes,,wall_loops
1024,,10,no,yes,,wall_loops
1025,,5,no,yes,,wall_loops
1026,,,no,,,rack
1027,,,no,,,rack
1028,,,no,,,rack
1029,,,no,,,rack
1030,,,no,,,rack
1031,,,no,,,rack
1032,,,no,,,rack
1033,,3,no,,,wall_loops
1034,,5,no,,,wall_loops
1035,,7,no,,,ground_slots
1036,,5,no,,,wall_loops
1037,,5,no,,,wall_loops
1038,,128,no,yes,,stands
1039,,20,no,,,wall_loops
1040,,20,no,public,PUC-Rio,rack
1041,,20,yes,yes,,shed
1042,,5,no,yes,,
1043,,7,,,,
1044,,5,no,,,wall_loops
1045,,5,no,,,wall_loops
1046,Bicicletário da LifeFit,10,no,customers,,wall_loops
1047,,4,no,yes,,wall_loops
1048,,10,no,yes,,wall_loops
1049,,14,no,customers,Conspiração,wall_loops
1050,,4,no,,,ground_slots
1051,Faculdade Ruy Barbosa,5,yes,private,,stands
1052,Fonte do Boi,7,no,yes,,wall_loops
1053,Turma da Bike,15,no,,,stands
1054,,8,,,,stands
1055,Estacionamento UFBA Ondina,,no,permissive,,
1056,Estacionamento Shopping Barra,15,yes,,,stands
1057,Faculdade de Arquitetura - UFBA,8,no,permissive,,stands
1058,,10,no,yes,,stands
1059,Academia Tony Granjo,08,no,private,,informal
1060,Faculdade Ruy Barbosa - Campus Rio Vermelho,5,,private,,stands
1061,Bicicletário do Costa Verde Tênis Clube,5 -7,no,private,,
1062,Shopping Itaigara,,yes,permissive,,informal
1063,,6,no,permissive,Faculdade Ruy Barbosa - Campus Rio Vermelho,wall_loops
1064,BICICLETARIO - SUPERMERCADO ATACADÃO,,no,permissive,,wall_loops
1065,Bicicletário da Praça de Stela Maris,,no,yes,,
1066,Bicicletário do Salvador Norte Shopping,,,permissive,,
1067,,16,yes,private,,stands
1068,Espaço Glauber Rocha,,,permissive,,informal
1069,,12,,,,stands
1070,,6,no,public,,wall_loops
1071,,8,no,yes,,stands
1072,,6,no,yes,,stands
1073,,10,,,,wall_loops
1074,Bicicletário do Pão Prosa,5,,,,stands
1075,,6,no,public,,stands
1076,,4,,,,stands
1077,,4,,,,stands
1078,,2,,,,stands
1079,,2,,,,stands
1080,,4,,,,stands
1081,,,no,yes,,stands
1082,Biblioteca Parque Estadual,40,,,,
1083,,6,no,,,rack
1084,,5,no,,,rack
1085,,10,no,,,stands
1086,,,,,,
1087,,,,,,
1088,,4,no,,,stands
1089,,8,no,,,stands
1090,,18,yes,,,stands
1091,,20,yes,,Shopping Tijuca,stands
1092,,5,no,,,rack
1093,,,,,,
1094,,8,no,,,wall_loops
1095,,2,,,,stands
1096,,26,no,customers,Clube Monte Líbano,rack
1097,,18,no,customers,Clube Monte Líbano,rack
1098,,4,no,,,stands
1099,,8,no,,,stands
1100,,4,no,,,stands
1101,,8,no,,,stands
1102,,8,no,,,stands
1103,,12,no,,,stands
1104,,8,no,,,stands
1105,,8,no,,,stands
1106,,4,no,,,stands
1107,,4,no,,,stands
1108,,4,no,,,stands
1109,,4,no,,,stands
1110,,4,no,,,stands
1111,,4,no,,,stands
1112,,4,no,,,stands
1113,,4,no,,,stands
1114,,4,no,,,stands
1115,,4,no,,,stands
1116,,4,no,,,stands
1117,,4,no,,,stands
1118,,4,no,,,stands
1119,,4,no,,,stands
1120,,4,no,,,stands
1121,,4,no,,,stands
1122,,4,no,,,stands
1123,,4,no,,,stands
1124,,4,no,,,stands
1125,,4,no,,,stands
1126,,4,no,,,stands
1127,,4,no,,,stands
1128,,4,no,,,stands
1129,,4,no,,,stands
1130,,8,no,,,stands
1131,,4,no,,,stands
1132,,4,no,,,stands
1133,,4,no,,,stands
1134,,4,no,,,stands
1135,,4,no,,,stands
1136,,4,no,,,stands
1137,,4,no,,,stands
1138,,8,no,,,stands
1139,,8,no,,,stands
1140,,4,no,,,stands
1141,,4,no,,,stands
1142,,4,no,,,stands
1143,Boni's Gourmet Copacabana,4,no,,,stands
1144,,4,no,,,stands
1145,,8,no,,,stands
1146,,8,no,,,stands
1147,,8,no,,,stands
1148,,8,no,,,stands
1149,,4,no,,,stands
1150,,4,no,,,stands
1151,,4,no,,,stands
1152,,4,no,,,stands
1153,,4,no,,,stands
1154,,4,no,,,stands
1155,,4,no,,,stands
1156,,4,no,,,stands
1157,,8,no,,,stands
1158,,4,no,,,stands
1159,,4,no,,,stands
1160,,4,no,,,stands
1161,,4,no,,,stands
1162,,4,no,,,stands
1163,,4,no,,,stands
1164,,8,no,,,stands
1165,,10,yes,,,wall_loops
1166,,10,yes,,,wall_loops
1167,,,no,,,wall_loops
1168,,,yes,,,rack
1169,,8,no,,,stands
1170,,21,no,,,stands
1171,,10,yes,,,stands
1172,,12,no,,,stands
1173,,12,no,,,stands
1174,,10,no,yes,Sociedade dos Engenheiros e Arquitetos do Estado do Rio de Janeiro,rack
1175,,13,yes,,,rack
1176,,225,yes,,Instituto Parada Vital,ground_slots
1177,,8,,,Run Way,stands
1178,,6,,,,stands
1179,,10,no,,Banco do Brasil,stands
1180,,6,no,,Banco do Brasil,rack
1181,,16,no,,,stands
1182,,,,,,wall_loops
1183,,14,no,,,stands
1184,,12,no,,Extra,stands
1185,,5,yes,,Mundial,rack
1186,,4,,,,stands
1187,,2,,,,stands
1188,,2,,,,stands
1189,,2,,,,stands
1190,,4,,,,stands
1191,,6,,,,stands
1192,,10,,,,stands
1193,,16,no,,,rack
1194,,4,,,,stands
1195,,4,,,,stands
1196,,4,no,,,rack
1197,,22,,customers,Centro Educacional Alzira Bittencourt,shed
1198,,20,,,,stands
1199,,10,,,Caminho Niemayer,stands
1200,,30,,,,pórtico
1201,,6,no,,,wall_loops
1202,,6,no,,,wall_loops
1203,,7,no,,,wall_loops
1204,,4,no,,Midtown,wall_loops
1205,,10,no,,,stands
1206,,24,no,,,wall_loops
1207,,8,no,,,wall_loops
1208,,8,no,,,wall_loops
1209,,8,no,,,wall_loops
1210,,8,no,,,wall_loops
1211,,8,no,,,wall_loops
1212,,20,no,,,stands
1213,,24,no,,,wall_loops
1214,,2,no,,,stands
1215,,4,no,,,stands
1216,,3,no,,,stands
1217,,52,yes,,,stands
1218,,25,no,,,rack
1219,,4,no,yes,,stands
1220,,6,no,,,stands
1221,,6,no,yes,,anchors
1222,,5,no,yes,,anchors
1223,,6,no,,,stands
1224,,30,no,,,stands
1225,,30,no,,,stands
1226,,30,no,,,stands
1227,,20,no,,,stands
1228,,40,no,,,stands
1229,,20,no,,,stands
1230,,20,no,,,stands
1231,,20,no,,,stands
1232,,20,no,,,stands
1233,,20,no,,,stands
1234,,20,no,,,stands
1235,,20,no,,,stands
1236,,20,no,,,stands
1237,,20,no,,,stands
1238,,20,no,,,stands
1239,,7,,,,wall_loops
1240,,8,,,,stands
1241,Metrô - Estação Central,40,no,yes,Metrô DF,stands
1242,,40,no,yes,,stands
1243,,12,yes,,,wall_loops
1244,,15,no,,ExpressoDF,stands
1245,,10,no,,,rack
1246,,10,no,,,rack
1247,,10,no,,,rack
1248,,10,,,,stands
1249,,15,no,,,stands
1250,,15,no,,ExpressoDF,stands
1251,,15,no,,ExpressoDF,stands
1252,,15,no,,ExpressoDF,stands
1253,,15,no,,ExpressoDF,stands
1254,,12,no,,,wall_loops
1255,,,,,,
1256,,,,,,
1257,,10,,,Caminho Niemayer,stands
1258,,,,,,
1259,,10,,,,stands
1260,,10,,,,stands
1261,,,,,,
1262,,,,,,
1263,,10,,,,stands
1264,,10,no,,,stands
1265,,10,no,,,stands
1266,,10,,,,stands
1267,,10,no,,,stands
1268,,10,,,,stands
1269,,14,no,,,stands
1270,,5,no,,Pão de Açúcar,anchors
1271,,4,no,,,rack
1272,,164,no,,,stands
1273,,10,,,,stands
1274,,12,no,,,stands
1275,,5,no,,,anchors
1276,,20,no,,,stands
1277,,33,no,,,stands
1278,,9,no,,,stands
1279,,60,no,,,stands
1280,,56,no,,,stands
1281,,80,no,,,stands
1282,,9,no,,,stands
1283,,17,no,,,stands
1284,,34,no,,,stands
1285,,20,no,,,rack
1286,,12,yes,,,anchors
1287,,12,,,,wall_loops
1288,Parque Olhos d'Água,,no,,,stands
1289,,5,,,,wall_loops
1290,,,no,permissive,Recreio Shopping,ground_slots
1291,,,yes,yes,,building
1292,,18,no,,,stands
1293,,40,no,,Shopping Jardim Guadalupe,stands
1294,,8,no,,,wall_loops
1295,,12,no,,,wall_loops
1296,,8,no,,,stands
1297,,8,no,,,stands
1298,,4,no,,,stands
1299,,5,no,,,stands
1300,,5,no,,,stands
1301,,5,no,,,stands
1302,,10,no,,,stands
1303,,5,no,,,stands
1304,,5,no,,,stands
1305,,5,no,,,stands
1306,,5,no,,,stands
1307,,5,no,,,stands
1308,,5,no,,,stands
1309,,5,no,,,stands
1310,,5,no,,,stands
1311,,5,no,,,stands
1312,,5,no,,,stands
1313,,5,no,,,stands
1314,,5,no,,,stands
1315,,5,no,,,stands
1316,,5,no,,,stands
1317,,5,no,,,stands
1318,,10,no,,,stands
1319,,5,no,,,stands
1320,,5,no,,,stands
1321,,5,no,,,stands
1322,,5,no,,,stands
1323,,5,no,,,stands
1324,,5,no,,,stands
1325,,5,no,,,stands
1326,,10,no,,,stands
1327,,5,no,,,stands
1328,,5,no,,,stands
1329,,5,no,,,stands
1330,,5,no,,,stands
1331,,5,no,,,stands
1332,,5,no,,,stands
1333,,5,no,,,stands
1334,,5,no,,,stands
1335,,5,no,,,stands
1336,,5,no,,,stands
1337,,5,no,,,stands
1338,,5,no,,,stands
1339,,5,no,,,stands
1340,,5,no,,,stands
1341,,5,no,,,stands
1342,,5,no,,,stands
1343,,5,no,,,stands
1344,,5,no,,,stands
1345,,5,no,,,stands
1346,,5,no,,,stands
1347,,5,no,,,stands
1348,,5,no,,,stands
1349,,5,no,,,stands
1350,,5,no,,,stands
1351,,5,no,,,stands
1352,,5,no,,,stands
1353,,5,no,,,stands
1354,,5,yes,,,stands
1355,,5,no,,,stands
1356,,5,no,,,stands
1357,,5,no,,,stands
1358,,5,no,,,stands
1359,,5,no,,,stands
1360,,5,no,,,stands
1361,,5,no,,,stands
1362,,5,no,,,stands
1363,,5,no,,,stands
1364,,5,no,,,stands
1365,,5,no,,,stands
1366,,5,no,,,stands
1367,,10,no,,,stands
1368,,5,no,,,stands
1369,,5,no,,,stands
1370,,5,no,,,stands
1371,,5,no,,,stands
1372,,5,no,,,stands
1373,,13,no,,,stands
1374,,13,no,,,stands
1375,,5,no,,,stands
1376,,5,no,,,stands
1377,,5,no,,,stands
1378,,5,no,,,stands
1379,,5,no,,,stands
1380,,5,no,,,stands
1381,,5,no,,,stands
1382,,3,no,,,stands
1383,,5,no,,,stands
1384,,10,no,,,stands
1385,,5,no,,,stands
1386,,5,no,,,stands
1387,,5,no,,,stands
1388,,5,no,,,stands
1389,,5,no,,,stands
1390,,5,no,,,stands
1391,,5,no,,,wall_loops
1392,,10,no,,,stands
1393,,10,no,,,stands
1394,,5,no,,,stands
1395,,5,no,,,stands
1396,,6,yes,,,wall_loops
1397,,14,yes,,,rack
1398,,4,no,,,stands
1399,,84,yes,,,stands
1400,,43,no,,,stands
1401,,,yes,,,
1402,,10,no,,,stands
1403,,10,no,,,
1404,,6,no,,,wall_loops
1405,,5,no,,,stands
1406,,3,no,,,stands
1407,,5,no,,,stands
1408,,5,no,,,stands
1409,,5,no,,,stands
1410,,5,no,,,stands
1411,,5,no,,,stands
1412,,5,no,,,stands
1413,,5,no,,,stands
1414,,5,no,,,stands
1415,,5,no,,,stands
1416,,5,no,,,stands
1417,,5,no,,,stands
1418,,5,no,,,stands
1419,,5,no,,,stands
1420,,5,no,,,stands
1421,,5,no,,,stands
1422,,5,no,,,stands
1423,,5,no,,,stands
1424,,5,no,,,stands
1425,,10,no,,,stands
1426,,5,no,,,stands
1427,,5,no,,,stands
1428,,5,no,,,stands
1429,,5,no,,,stands
1430,,5,no,,,stands
1431,,5,no,,,stands
1432,,5,no,,,stands
1433,,5,no,,,stands
1434,,5,no,,,stands
1435,,5,no,,,stands
1436,,5,no,,,stands
1437,,5,no,,,stands
1438,,5,no,,,stands
1439,,5,no,,,stands
1440,,5,no,,,stands
1441,,5,no,,,stands
1442,,5,no,,,stands
1443,,5,no,,,stands
1444,,5,no,,,stands
1445,,5,no,,,stands
1446,,10,no,,,stands
1447,,5,no,,,stands
1448,,5,no,,,stands
1449,,5,no,,,stands
1450,,5,no,,,stands
1451,,5,no,,,stands
1452,,5,no,,,stands
1453,,5,no,,,stands
1454,,5,no,,,stands
1455,,5,no,,,stands
1456,,5,no,,,stands
1457,,5,no,,,stands
1458,,5,no,,,stands
1459,,5,no,,,stands
1460,,5,no,,,stands
1461,,5,no,,,stands
1462,,5,no,,,stands
1463,,5,no,,,stands
1464,,5,no,,,stands
1465,,5,no,,,stands
1466,,5,no,,,stands
1467,,10,no,,,stands
1468,,5,no,,,stands
1469,,10,no,,,stands
1470,,24,no,,,stands
1471,,20,no,,,stands
1472,,10,no,,,stands
1473,,36,no,,,stands
1474,,5,yes,,,wall_loops
1475,,,,,,wall_loops
1476,,5,,,,wall_loops
1477,,12,yes,,,wall_loops
1478,,,,,,
1479,,4,,,,
1480,,4,no,,,rack
1481,,4,no,,,rack
1482,,9,no,,,rack
1483,,5,,,,wall_loops
1484,,95,no,,,wall_loops
1485,,20,no,,,rack
1486,,112,yes,,,stands
1487,,72,yes,,,stands
1488,,10,,,,rack
1489,,60,no,,,wall_loops
1490,,16,no,,,rack
1491,,12,no,,,rack
1492,,12,no,,,rack
1493,,20,no,,,wall_loops
1494,,10,no,,,stands
1495,,12,no,,,wall_loops
1496,,5,,,,wall_loops
1497,,10,no,,Universidade Católica de Brasília,wall_loops
1498,,15,no,,,stands
1499,,10,no,,Brasília Shopping,stands
1500,,5,,,,
1501,SENAI,12,,yes,Bike Sampa,
1502,,20,no,,,stands
1503,,15,no,,,rack
1504,,8,yes,,,rack
1505,,6,no,,,stands
1506,,20,no,,,stands
1507,,5,no,,,stands
1508,,52,no,,,stands
1509,,20,no,,,stands
1510,,36,no,,,stands
1511,,10,no,,,stands
1512,,32,no,,,stands
1513,,,no,permissive,Recreio Shopping,ground_slots
1514,,10,no,,,stands
1515,,6,no,,,stands
1516,,58,no,,,stands
1517,,42,no,,,stands
1518,,42,no,,,stands
1519,,4,no,,,stands
1520,,24,,,,wall_loops
1521,,9,no,customers,Terminal Hidroviário de Porto Alegre,wall_loops
1522,,5,no,,,wall_loops
1523,,18,no,,Prezunic,wall_loops
1524,,5,no,,,wall_loops
1525,,4,no,,,wall_loops
1526,Bicicletário SuperVia,500,yes,,SuperVia,shed
1527,,24,no,,,stands
1528,,20,no,,,stands
2095,,20,no,,,
1529,Bike Park,,yes,,,
1530,,20,yes,,Terminal Garagem Menezes Côrtes,stands
1531,,6,no,,,stands
1532,,16,no,,,wall_loops
1533,,8,no,,,stands
1534,,30,no,,Santa Cruz Shopping,stands
1535,,2,yes,,,wall_loops
1536,Espaço Contraponto,,,,,informal
1537,,,,,,
1538,,6,yes,,MetrôRio,stands
1539,,7,no,,Academia Evolution Fitness,rack
1540,,10,no,,,stands
1541,,10,yes,customers,ACRJ,wall_loops
1542,,10,no,,,rack
1543,,12,no,,Itaú,stands
1544,,8,no,,O2 Corporate & Offices,stands
1545,,8,no,,O2 Corporate & Offices,stands
1546,,8,no,,O2 Corporate & Offices,stands
1547,,10,no,,Redeconomia,rack
1548,,10,no,,,rack
1549,,14,no,,,rack
1550,,3,yes,,,rack
1551,,40,no,,,rack
1552,,,,,,
1553,Bicicletário do CIC/EST,,,,,wall_loops
1554,,24,no,,,wall_loops
1555,,,,,,
1556,,,,,,
1557,,,no,,,
1558,,24,no,,,stands
1559,,,,,,
1560,,24,no,,,stands
1561,,20,no,,,stands
1562,,4,no,,,stands
1563,,4,no,,,stands
1564,,6,no,,,stands
1565,,20,no,,,stands
1566,,8,no,,O2 Corporate & Offices,stands
1567,,8,no,,O2 Corporate & Offices,stands
1568,,8,no,,O2 Corporate & Offices,stands
1569,,8,no,,O2 Corporate & Offices,stands
1570,Rodoviária Interestadual,,,,,stands
1571,,,,,,wall_loops
1572,,,,,,
1573,,,,,,
1574,,20,no,yes,,rack
1575,,3,no,,,stands
1576,,12,no,,,rack
1577,,15,no,,Cultura Inglesa,rack
1578,,20,no,,Bodytech,rack
1579,,6,no,,,rack
1580,,10,no,,,stands
1581,,3,no,,,stands
1582,,3,no,,,stands
1583,,5,no,,,rack
1584,,10,no,,,stands
1585,,2,no,yes,,stands
1586,,10,yes,,,stands
1587,,10,no,,,stands
1588,,20,no,,,
1589,,20,no,,,stands
1590,,10,yes,,Casa de Espinho,anchors
1591,,10,no,,,rack
1592,,10,no,,Prezunic,rack
1593,,15,no,,Terminal de Integração Rodoviária José Ferreira da Silva,rack
1594,,3,no,,,rack
1595,,4,no,,BR,rack
1596,,104,no,,Associação Educacional Dom Bosco,
1597,,11,no,,Igreja do Cristo Ressuscitado,
1598,,150,no,,,stands
1599,,8,no,yes,,stands
1600,,,,,,
1601,,,,,,
1602,,,,,,
1603,,7,no,,,stands
1604,,,,,,
1605,,5,no,,,wall_loops
1606,,,,,,
1607,,,,,,wall_loops
1608,,6,no,,Sebinho,wall_loops
1609,,,,,,wall_loops
1610,,,,customers,UniCEUB,wall_loops
1611,,,,customers,UniCEUB,wall_loops
1612,,,,customers,UniCEUB,wall_loops
1613,,5,no,,,stands
1614,,8,no,,,stands
1615,,8,no,,,stands
1616,,8,no,,,stands
1617,,6,no,,,stands
1618,,2,no,,,stands
1619,,4,yes,,,wall_loops
1620,,,,,,wall_loops
1621,,10,no,,,wall_loops
1622,,,,,,
1623,,,,,,
1624,,10,no,,Coisa de Carioca,stands
1625,,10,no,,Coisa de Carioca,stands
1626,,10,no,,Coisa de Carioca,stands
1627,Posto Praia Skol 360,14,no,,,stands
1628,,14,yes,customers,Botafogo Praia Shopping,shed
1629,,10,no,,Rota 33,stands
1630,,22,no,,,stands
1631,,4,no,,Quiosque Chopp Brahma,stands
1632,,2,no,,Quiosque Chopp Brahma,stands
1633,,4,no,,Botequim Carioca,stands
1634,,4,no,,Botequim Carioca,stands
1635,,4,no,,Botequim Carioca,stands
1636,,12,yes,,TopShopping,wall_loops
1637,,6,no,,,stands
1638,,2,no,,,stands
1639,,20,no,,,stands
1640,,8,no,,,stands
1641,,8,no,,,stands
1642,,14,no,,,stands
1643,,7,no,,,rack
1644,,8,no,,,stands
1645,,8,no,,,stands
1646,,6,no,,,stands
1647,,2,no,,,stands
1648,,3,no,,,stands
1649,,10,no,,,stands
1650,,10,no,,,stands
1651,,40,yes,,,stands
1652,,10,yes,,SESC Copacabana,rack
1653,,8,no,,,stands
1654,,12,no,customers,,rack
1655,,7,no,permissive,Edifício General Caldwell,rack
1656,,8,no,,,stands
1657,,5,no,,Hospital Lourenço Jorge,rack
1658,,5,no,,,rack
1659,,6,no,yes,,rack
1660,,8,no,,,rack
1661,,20,no,customers,Country Clube Quintas do Rio,rack
1662,,30,no,customers,Escola Britânica,stands
1663,,10,no,,,wall_loops
1664,,5,no,,,wall_loops
1665,,10,no,,Senai,rack
1666,,7,no,,Academia Physical,rack
1667,,8,no,,,stands
1668,,6,no,,,stands
1669,,8,no,,,stands
1670,,8,no,,,stands
1671,,5,no,,Refúgio Hostel & Bistrô,rack
1672,,6,no,,,stands
1673,,6,no,,,stands
1674,,4,no,,,stands
1675,,8,no,,,stands
1676,,8,no,,,stands
1677,,5,no,,,stands
1678,,6,no,,,stands
1679,,10,no,,,stands
1680,,10,no,,,stands
1681,,3,no,yes,,
1682,Bicicletário do SESC,8,no,permissive,,
1683,,10,no,,,wall_loops
1684,,6,no,,,stands
1685,,4,no,,,stands
1686,,6,no,,,stands
1687,,4,no,yes,,stands
1688,Bicicletário da Geografia,,yes,,,wall_loops
1689,,10,no,,,stands
1690,,,,,Club Fitness,stands
1691,,,yes,,,
1692,,7,no,,,wall_loops
1693,,10,no,,,stands
1694,,10,no,,,stands
1695,,,,customers,,wall_loops
1696,,20,yes,,,stands
1697,,18,no,,,rack
1698,,8,no,,,stands
1699,,29,no,,,rack
1700,,5,yes,,,rack
1701,,,,,,
1702,,5,no,,,rack
1703,,,,,,stands
1704,,2,,,,
1705,,,,,,
1706,,4,no,,,stands
1707,,2,no,,,stands
1708,,2,,,,
1709,,3,no,yes,,stands
1710,,,,,,
1711,,,,,,
1712,,,,,,
1713,,2,,,,
1714,,2,,,,
1715,,,,,,
1716,,,,,,
1717,,,no,,,
1718,,4,no,,,stands
1719,,,,,,stands
1720,,,,,,stands
1721,,,,,,stands
1722,,,,,,stands
1723,,,,,,stands
1724,,,,,,stands
1725,,,,,,
1726,,,,,,
1727,,,,,,
1728,,16,no,,,stands
1729,,14,,,,stands
1730,,20,,,,stands
1731,Academia Chesf,10,,,,
1732,,5,,,,
1733,,11,no,,,rack
1734,,10,no,,Banco do Brasil,stands
1735,Paraciclo Centro de Cidadania,,no,,,
1736,,8,no,,,stands
1737,Turma da Bike,10,no,yes,,stands
1738,Cais do Sertão,,no,permissive,,wall_loops
1739,,,,,,wall_loops
1740,,14,no,,,stands
1741,,4,yes,,Laboratório Sabin,stands
1742,,,yes,,,
1743,,,no,,,
1744,,,no,,,
1745,,14,no,,,stands
1746,,14,no,,,stands
1747,,,,customers,,wall_loops
1748,Bicicletário do Edf. Parnamirim,8,no,permissive,,stands
1749,Bicicletário Alepe,8,,yes,,wall_loops
1750,Bicicletário Fundarpe,10,,permissive,,wall_loops
1751,Bicicletário Parque 13 de Maio,10,,yes,,stands
1809,,6,no,,,stands
1752,Bicicletário Prefeitura,20,,yes,,stands
1753,Bicicletário TRT,14,no,permissive,,stands
1754,,,no,,,wall_loops
1755,Rio Bike Shop,,yes,,,rack
1756,,10,no,,,stands
1757,,10,no,,,stands
1758,,6,no,,,stands
1759,,6,no,,,stands
1760,,10,no,,,stands
1761,,10,no,,,stands
1762,,4,no,,,stands
1763,,8,no,,,stands
1764,,12,no,,,stands
1765,,6,no,,,stands
1766,,6,no,,,stands
1767,,14,no,,,stands
1768,,40,no,,,stands
1769,,4,no,,,stands
1770,,8,no,,,stands
1771,,4,no,,,stands
1772,,4,no,,,stands
1773,,6,no,,,rack
1774,,8,no,,,rack
1775,,10,,,,stands
1776,,10,no,,,stands
1777,,10,no,,,stands
1778,,6,no,,,stands
1779,,6,no,,,stands
1780,,10,no,,,stands
1781,,10,no,,,stands
1782,,10,no,,,stands
1783,,10,no,,,stands
1784,,10,no,,,stands
1785,,10,no,,,stands
1786,,10,no,,,stands
1787,,10,no,,,stands
1788,,10,yes,,,stands
1789,,10,no,,,stands
1790,,10,no,,,stands
1791,,10,no,,,stands
1792,,§0,no,,,stands
1793,,10,no,,,stands
1794,,10,no,,,stands
1795,,10,no,,,stands
1796,,10,no,,,stands
1797,,10,no,,,stands
1798,,10,no,,,stands
1799,,10,,,,stands
1800,,10,no,,,stands
1801,,10,no,,,stands
1802,,10,no,,,stands
1803,,10,no,,,stands
1804,,10,no,,,stands
1805,,10,no,,,stands
1806,,10,no,,,stands
1807,,12,no,,,stands
1808,,6,no,,,stands
1810,,10,no,,,stands
1811,,10,no,,,stands
1812,,8,no,,,stands
1813,,10,no,,,stands
1814,,10,no,,,stands
1815,,10,no,,,stands
1816,,10,no,,,stands
1817,,10,no,,,stands
1818,,10,no,,,stands
1819,,10,no,,,stands
1820,,6,no,,,stands
1821,,10,no,,,stands
1822,,10,no,,,stands
1823,,10,no,,,stands
1824,,10,no,,,stands
1825,,6,no,,,stands
1826,,10,no,,,stands
1827,,6,no,,,stands
1828,,10,no,,,stands
1829,,7,no,,,rack
1830,,6,no,,,stands
1831,,6,no,,,stands
1832,,10,no,,,stands
1833,,10,no,,,stands
1834,,10,no,,,stands
1835,,6,no,,,stands
1836,,6,no,,,stands
1837,,6,no,,,stands
1838,,3,no,,,stands
1839,,6,no,,,stands
1840,,6,no,,,stands
1841,,2,no,,,stands
1842,,6,no,,,stands
1843,,10,no,,,stands
1844,,6,no,,,stands
1845,,72,yes,,,stands
