id,name,capacity,covered,access,operator,bicycle_parking
1846,,10,yes,private,,rack
1847,,10,no,,,stands
1848,,20,no,,,stands
1849,,6,no,,,stands
1850,,12,no,,,rack
1851,,6,no,,,stands
1852,,6,no,,,stands
1853,,30,yes,,Prefeitura do Rio de Janeiro,wall_loops
1854,,,no,,,rack
1855,,,,,,
1856,,30,no,,,
1857,,30,no,,,
1858,Praça do Ferreira,10,no,,,stands
1859,,,,,,
1860,,9,no,,,wall_loops
1861,,,,,,
1862,,,no,,,
1863,,10,,,,stands
1864,,10,,,Banco do Brasil,stands
1865,,,,,,
1866,,14,no,,,stands
2094,,34,no,,,
1867,,33,no,,Extra,rack
1868,,6,no,,,stands
1869,,4,no,,,stands
1870,,4,no,,,stands
1871,,4,no,,,stands
1872,,4,no,,,stands
1873,,4,no,,,stands
1874,,4,no,,,stands
1875,,4,no,,,stands
1876,,4,no,,,stands
1877,,4,no,,,stands
1878,,6,no,,,stands
1879,,12,,,,stands
1880,,12,no,,,stands
1881,,12,,,,stands
1882,,12,,,,stands
1883,,50,no,,,stands
1884,,56,no,,,stands
1885,Bicicletário Skina Center,8,no,,,stands
1886,,8,no,,Pátio Dom Luís,stands
1887,,8,no,,Le Pain Le Cafe,stands
1888,,,,,,
1889,,1,no,yes,,stands
1890,,4,no,,,stands
1891,,4,no,,,stands
1892,,2,no,,,stands
1893,,4,no,,,stands
1894,,4,no,,,stands
1895,,4,no,,,stands
1896,,4,no,,,stands
1897,,4,no,,,stands
1898,,4,no,,,stands
1899,,4,no,,,stands
1900,,4,no,yes,,stands
1901,,4,no,yes,,stands
1902,,4,no,,,stands
1903,,4,no,,,stands
1904,,4,no,yes,,stands
1905,,4,no,,,stands
1906,,4,no,,,stands
1907,,4,no,,,stands
1908,,4,no,yes,,stands
1909,,6,no,,,stands
1910,,6,no,,,stands
1911,,4,no,,,stands
1912,,4,no,,,stands
1913,,4,no,,,stands
1914,,4,no,,,stands
1915,,4,no,,,stands
1916,,4,no,,,stands
1917,,4,no,,,stands
1918,,4,no,,,stands
1919,,4,no,,,stands
1920,,4,no,,,stands
1921,,4,no,,,stands
1922,,4,no,,,stands
1923,,4,no,,,stands
1924,,4,no,,,stands
1925,,6,no,,,stands
1926,,6,no,,,stands
1927,,6,,,,stands
1928,,14,no,,,stands
1929,,10,no,customers,Centro Administrativo Sicredi,wall_loops
1930,,3,,,,
1931,,,,,,
1932,,14,no,yes,,stands
1933,,,,,,stands
1934,,6,,,,
1935,,6,,,,
1936,,10,,,,stands
1937,,8,no,,,stands
1938,,6,,,Escola Municipal Altivo César,stands
1939,,8,,,Escola Municipal Francisco Portugal Neves,stands
1940,,10,,,Escola Municipal João Brazil,stands
1941,,10,,,Escola Municipal Rachide da Gloria Salim Sacker,stands
1942,,6,no,,Quiosque Coco Verde,stands
1943,,8,no,,,stands
1944,,8,no,,,stands
1945,,8,no,,,stands
1946,,8,no,,,stands
1947,,8,no,,,stands
1948,,8,no,,,stands
1949,,8,no,,,stands
1950,,8,no,,,stands
1951,,8,no,,,stands
1952,,8,no,,,stands
1953,,4,no,,,stands
1954,,8,no,,,stands
1955,,8,no,,,stands
1956,,8,no,,,stands
1957,,8,no,,,stands
1958,,8,no,,,stands
1959,,8,no,,,stands
1960,,5,no,,,stands
1961,,4,no,,,stands
1962,,8,no,,,stands
1963,,8,no,,,stands
1964,,8,no,,,stands
1965,,8,no,,,stands
1966,,8,no,,,stands
1967,,8,no,,,stands
1968,Engenharia Civil,14,yes,,,stands
1969,Mercadinho São Luiz,12,no,permissive,,rack
1970,Parque Pajeú,14,no,yes,,stands
1971,,16,no,,,stands
1972,,16,no,,,stands
1973,,8,no,,,stands
1974,,16,no,,,stands
1975,,16,no,,,stands
1976,,8,no,,,stands
1977,,16,no,,,stands
1978,,16,no,,,stands
1979,,16,no,,,stands
1980,,8,no,,,stands
1981,,8,no,,,stands
1982,,16,no,,,stands
1983,,8,no,,,stands
1984,,8,no,,,stands
1985,,4,no,,,stands
1986,,8,no,,,stands
1987,,4,no,,,stands
1988,,8,no,,,stands
1989,,4,no,,,stands
1990,,400,yes,,,stands
1991,,4,no,,,stands
1992,,32,no,,,wall_loops
1993,,,no,,,wall_loops
1994,Leroy Merlin,32,yes,permissive,,stands
1995,Shopping Iguatemi,,yes,permissive,,
1996,Canteiro Central,4,no,,,stands
1997,Ayo Fitness Club,12,no,permissive,,stands
1998,,,yes,yes,,
1999,,,no,,,
2000,,,,,,stands
2001,Casa de Moá,4,no,customers,,stands
2002,,,,,,
2003,,,,,,stands
2004,,2,no,,,stands
2005,,12,yes,,Reserva Open Mall,stands
2006,,12,no,,Mercadinhos São Luiz,stands
2007,,6,no,,,stands
2008,,6,no,,,stands
2009,,5,,,,wall_loops
2010,,20,no,,,stands
2011,,30,no,,,stands
2012,,,,,,stands
2013,,9,no,,,stands
2014,,9,no,,,stands
2015,,9,no,,,stands
2016,,9,no,,,stands
2017,,9,no,,,stands
2018,,9,no,,,stands
2019,,10,no,,,stands
2020,,8,no,,,stands
2021,,10,no,,,stands
2022,,10,no,,,stands
2023,,20,no,,,stands
2024,,12,no,permissive,,stands
2025,,12,no,permissive,,stands
2026,,12,no,permissive,,stands
2027,,,,,,
2028,,10,no,,,stands
2029,,20,no,,,stands
2030,,20,no,,,stands
2031,,16,no,,,stands
2032,,16,no,,,stands
2033,,18,no,,,stands
2034,,4,no,,,stands
2035,,4,no,,,stands
2036,,22,no,,,stands
2037,,6,no,,,stands
2038,,4,no,,,stands
2039,,20,no,,,stands
2040,,16,yes,,,stands
2041,,40,no,,,stands
2042,,6,no,,,stands
2043,,8,no,,Galeria R1,rack
2044,,6,no,,Centro de Operações Rio,stands
2045,,4,no,,,stands
2046,,52,no,yes,,stands
2047,,,no,,,wall_loops
2048,,2,no,yes,Boulevard Strip Center Assis Brasil,stands
2049,,4,no,,,stands
2050,,4,no,,,stands
2051,,5,no,,,stands
2052,,9,no,,,stands
2053,,28,yes,,,stands
2054,,28,yes,,,stands
2055,,7,no,,,stands
2056,,6,no,,,stands
2057,,20,no,,,stands
2058,,10,no,,,stands
2059,,10,no,,,stands
2060,,10,no,,,rack
2061,,4,no,,,stands
2062,,20,no,,,stands
2063,,8,no,,,stands
2064,,26,no,,,stands
2065,,16,no,,,stands
2066,,5,no,,,wall_loops
2067,,,,,,
2068,Bicicletário Del Paseo,30,no,permissive,,stands
2069,Terminal Conjunto Ceará,40,yes,yes,Prefeitura Municipal de Fortaleza,shed
2070,,10,no,,,stands
2071,,24,no,,,stands
2072,,20,no,,,stands
2073,,4,no,,,stands
2074,,4,no,,,stands
2075,,4,no,,,stands
2076,,4,no,,,stands
2077,,4,no,,,stands
2078,,6,no,,,stands
2079,,4,no,,,stands
2080,,6,no,,,stands
2081,,4,no,,,stands
2082,,6,no,,,stands
2083,,6,no,,,stands
2084,,4,no,,,stands
2085,,10,no,,,stands
2086,,6,no,,,stands
2087,,,,,,
2088,,5,,yes,,stands
2089,,,,,,
2090,,,,,,
2091,,6,,,,wall_loops
2092,,50,no,,,
2093,,46,no,,,
2096,Espaço Meireles,8,no,,,stands
2097,,,,,,
2098,Praça Portugal,6,no,yes,Prefeitura Municipal de Fortaleza,stands
2099,,8,yes,customers,Colégio Mallet Soares,rack
2100,Centro Empresarial Consorte,10,no,permissive,,stands
2101,,12,no,,,wall_loops
2102,,6,no,,,stands
2103,,8,no,,,stands
2104,,8,no,,,stands
2105,,24,no,,,stands
2106,,24,no,,,stands
2107,,24,no,,,stands
2108,,14,no,,,stands
2109,,14,no,,,stands
2110,,6,no,,,stands
2111,,6,no,,Golden Center,rack
2112,,38,no,,,stands
2113,,26,no,,,stands
2114,,8,no,,,stands
2115,,10,no,,,stands
2116,,12,no,,,stands
2117,,6,no,,,stands
2118,,2,no,,,stands
2119,,8,no,,,stands
2120,,4,no,,,stands
2121,,9,no,,,stands
2122,,4,no,,,stands
2123,,4,no,,,stands
2124,,4,no,,,stands
2125,,4,no,,,stands
2126,,4,no,,,stands
2127,,4,no,,,stands
2128,,6,no,customers,Hortifruti,rack
2129,,4,no,,,stands
2130,,4,no,,,stands
2131,,2,no,,,stands
2132,,2,no,,,stands
2133,,4,no,,,stands
2134,,4,no,,,stands
2135,,4,no,,,stands
2136,,4,no,,,stands
2137,,4,no,,,stands
2138,,2,no,,,stands
2139,,4,no,,,stands
2140,,4,no,,,stands
2141,,4,no,,,stands
2142,,4,no,,,stands
2143,,4,no,,,stands
2144,,,no,,,wall_loops
2145,,,,,,
2146,,,,,,
2147,,10,no,yes,,stands
2148,,10,no,yes,,stands
2149,,6,no,,,stands
2150,,12,,,,
2151,,10,no,,,stands
2152,,20,no,,,stands
2153,,6,no,,,stands
2154,,10,no,,,stands
2155,,4,no,,,stands
2156,,4,no,,,stands
2157,,10,no,,,stands
2158,,8,no,,,stands
2159,,8,no,,,stands
2160,,8,no,,,stands
2161,,4,no,,,stands
2162,Nova Acrópole,6,no,yes,,stands
2163,,8,no,,,stands
2164,,4,no,,,stands
2165,,12,no,,http://www.itaucinemas.com.br/pag/rio-de-janeiro-botafogo,stands
2166,,4,no,,,stands
2167,,14,no,,Bossa Nova Mall,stands
2168,,20,no,,,stands
2169,,4,no,,,stands
2170,,4,no,,,stands
2171,,4,no,,,stands
2172,,4,no,,,stands
2173,,4,no,,,stands
2174,,3,no,,,stands
2175,,4,no,,,stands
2176,,4,no,,,stands
2177,,4,no,,,stands
2178,,4,no,,,stands
2179,,2,no,,,stands
2180,,4,no,,,stands
2181,,2,no,,,stands
2182,,4,no,,,stands
2183,,4,no,,,stands
2184,,6,no,,,stands
2185,,4,no,,,stands
2186,,4,no,,,stands
2187,,4,no,,,stands
2188,,4,no,,,stands
2189,,4,no,,,stands
2190,,4,no,,,stands
2191,,4,no,,,stands
2192,,4,no,,,stands
2193,,4,no,,,stands
2194,,8,no,,,stands
2195,,4,no,,,stands
2196,,8,no,,,stands
2197,,6,no,customers,,
2198,,8,no,,Blue Atlantic Center,rack
2199,,5,no,,,rack
2200,,11,no,,Supermercado Atlântico,rack
2201,,6,no,,,stands
2202,,6,no,,,stands
2203,,6,no,,,stands
2204,,6,no,,,stands
2205,,6,no,,,stands
2206,,4,no,,,stands
2207,,4,no,,,stands
2208,,4,no,,,stands
2209,,4,no,,,stands
2210,,4,no,,,stands
2211,,4,no,,,stands
2212,,6,no,,,stands
2213,,4,no,,,stands
2214,,2,no,,,stands
2215,,4,no,,,stands
2216,,6,no,,,stands
2217,,6,no,,,stands
2218,,4,no,,,stands
2219,Pista de Ciclismo,,,,,
2220,,,,,,
2221,,10,,,,rack
2222,,8,no,,,stands
2223,,4,no,,,stands
2224,,6,no,,,stands
2225,,4,no,,,stands
2226,,4,no,,,stands
2227,,2,no,,,stands
2228,,4,no,,,stands
2229,,2,no,,,stands
2230,,10,no,,,stands
2231,,4,no,,,stands
2232,,4,no,,,stands
2233,,16,no,,,stands
2234,,18,no,,,stands
2235,,20,no,,,stands
2236,,8,no,,,stands
2237,,4,,destination,,
2238,,,,,,wall_loops
2239,,6,no,,,wall_loops
2240,,6,no,,,stands
2241,,20,no,,,stands
2242,,8,no,,,stands
2243,,12,no,,,stands
2244,,4,no,,,stands
2245,,2,no,,,stands
2246,,4,no,,,stands
2247,,4,no,,,stands
2248,,4,no,yes,,stands
2249,,20,no,,,stands
2250,,6,no,yes,,stands
2251,,10,no,customers,Santa Casa de Misericórdia,wall_loops
2252,,,,,,
2253,,16,no,,,stands
2254,,8,no,,,stands
2255,,8,no,,,stands
2256,Bicicletario,,,,,
2257,,,,,,
2258,Bicicletário Vale Sul Shopping,45,no,customers,Vale Sul Shopping,rack
2259,,5,no,,DeRose Method Vila Mariana,wall_loops
2260,,,,,,wall_loops
2261,,,,,,wall_loops
2262,,,,,,
2263,,,,,,
2264,,6,no,,,stands
2265,,4,no,,,stands
2266,,4,no,,,stands
2267,,4,no,,,stands
2268,,4,no,,,stands
2269,,20,no,,,stands
2270,,20,yes,,,stands
2271,,4,no,,,stands
2272,,4,no,,,stands
2273,,4,,,,stands
2274,Paraciclo - BB,5,no,,,stands
2275,,16,no,yes,,stands
2276,,,,,,floor
2277,,,,,,
2278,Bandeira Cabeleireiros,2,no,permissive,,stands
2279,,10,no,permissive,,
2280,,10,,,,
2281,,10,,,,
2282,,20,,,,
2283,,20,no,,,
2284,,,,,Entrada Cachoeira,
2285,,20,no,,,stands
2286,,6,,,,stands
2287,,5,no,,Plaza D'España,rack
2288,,4,no,,,stands
2289,,4,no,,,stands
2290,,6,no,,,stands
2291,,40,no,,UFF,rack
2292,,10,no,,,stands
2293,,6,yes,,,rack
2294,,6,no,,,stands
2295,,5,yes,customers,,rack
2296,,5,yes,customers,,rack
2297,,5,yes,customers,,rack
2298,,5,yes,customers,,rack
2299,,5,yes,customers,,rack
2300,,5,yes,customers,,rack
2301,,5,yes,customers,,rack
2302,,8,no,,,stands
2303,,4,no,,,stands
2304,,4,no,,,stands
2305,,4,no,,,stands
2306,,4,no,,,stands
2307,,4,no,,,stands
2308,,2,no,,,stands
2309,,,,,,
2310,,,,,,rack
2311,,,no,private,Up Life,rack
2312,,,,,,
2313,,,,,,
2314,,,,,,
2315,Estação Bike Café,50,yes,customers,,stands
2316,,10,no,,,
2317,,10,no,,,stands
2318,,10,no,,,
2319,,10,,,,
2320,,44,no,yes,Universidade Federal da Fronteira Sul,rack
2321,,,no,,,wall_loops
2322,,,yes,,,wall_loops
2323,,,no,,,
2324,,,,,,
2325,,5,no,,,stands
2326,,,no,,,
2327,,8,no,,,
2328,,,no,,,
2329,Bicicletário Grupo Manga,6,no,,,stands
2330,,5,no,yes,,wall_loops
2331,,,,,,
2332,,,,,,
2333,,,no,yes,,wall_loops
2334,,,yes,yes,,wall_loops
2335,,,yes,yes,,wall_loops
2336,,,,,,
2337,,,no,yes,,ground_slots
2338,,26,no,,,stands
2339,,5,no,yes,,ground_slots
2340,,3,no,customers,Paseo Zona Sul,stands
2341,,5,no,,,stands
2342,,,no,,,wall_loops
2343,,,,,ASBAC,
2344,,12,,,,
2345,,6,no,customers,Lojas Colombo,wall_loops
2346,,7,yes,customers,Foro Regional do 4º Distrito,wall_loops
2347,,6,no,customers,Boulevard Deville,wall_loops
2348,,35,no,customers,Bourbon Shopping Assis Brasil,wall_loops
2349,,5,no,customers,Bourbon Shopping Assis Brasil,stands
2350,,2,no,yes,Nacional,stands
2351,,1,no,yes,Colégio Salesiano Dom Bosco,stands
2352,,4,no,customers,UniSuper São Geraldo,wall_loops
2353,,1,no,yes,Centro de Ensino Pastor Dohms Higienópolis,stands
2354,,1,no,yes,,stands
2355,,1,no,customers,Escola Técnica Irmão Pedro,stands
2356,,1,no,customers,Panvel,stands
2357,,1,no,yes,Studio Q,stands
2358,,5,no,customers,Vila Velô,stands
2359,,1,no,yes,Lav & Lev,stands
2360,,4,no,customers,Panvel,wall_loops
2361,,5,no,customers,Zaffari Cristóvão,stands
2362,,5,no,customers,Porto Alegre Hostel Boutique,wall_loops
2363,,1,no,yes,Panvel,stands
2364,,3,no,customers,Zaffari Bordini,stands
2365,,10,yes,customers,Estação Rodoviária,wall_loops
2366,,1,no,yes,Colégio Estadual Piratini,stands
2367,,1,no,yes,,stands
2368,,1,no,yes,Panvel,stands
2369,,4,no,customers,Panvel,stands
2370,,1,no,yes,Sindiatacadistas,stands
2371,,1,no,yes,,stands
2372,,1,no,yes,Centro Profissional Padre Chagas,stands
2373,,12,no,customers,Shopping Total,stands
2374,,4,no,customers,Panvel,wall_loops
2375,,2,no,yes,Departamento Municipal de Água e Esgotos,stands
2376,,4,no,customers,Kevingston House,rack
2377,,1,no,yes,Unisinos,stands
2378,,4,no,customers,Viva Open Mall,bollard
2379,,3,no,yes,Hospital Presidente Vargas,stands
2380,,5,no,customers,Lola Bar,wall_loops
2381,,3,no,customers,Lato Sensu,wall_loops
2382,,1,no,yes,Mini Shopping Bom Fim,stands
2383,,1,no,yes,Palavraria,stands
2384,,5,no,customers,CAF Fisioterapia,wall_loops
2385,,12,no,customers,Multipalco Theatro São Pedro,rack
2386,,1,no,yes,Cartório de Registro Civil 4ª Zona,stands
2387,,9,no,customers,Condomínio Centro Profissional Chanceler Osvaldo Aranha,wall_loops
2388,,1,no,yes,Pastel com Borda Bom Fim,stands
2389,,1,no,yes,Panvel,stands
2390,,1,no,yes,,stands
2391,,5,no,customers,Centro Profissional Arthur Rubinstein,wall_loops
2392,,1,no,yes,Centro Profissional Arthur Rubinstein,stands
2393,,2,no,yes,Condomínio Edifício Telmo,bollard
2394,,3,no,customers,Tribunal Regional Eleitoral,wall_loops
2395,,2,no,customers,Edel Trade Center,stands
2396,,6,no,yes,Confeitaria Dá Gosto,wall_loops
2397,,4,no,yes,PMPA,stands
2398,,1,no,yes,Fome de Bolo,stands
2399,,1,no,yes,Chocolates Prawer Bom Fim,stands
2400,,1,no,yes,Maria Bolaria,stands
2401,,2,no,yes,PMPA,stands
2402,,10,no,yes,PMPA,stands
2403,,1,no,yes,,stands
2404,,3,no,customers,Café República,wall_loops
2405,,3,no,yes,Via Sapiens,stands
2406,,1,no,yes,,stands
2407,,1,no,yes,,stands
2408,,1,no,yes,Panvel,stands
2409,,8,no,yes,PMPA,wall_loops
2410,,10,no,yes,Colégio ACM Centro,wall_loops
2411,,29,no,customers,Câmara Municipal,stands
2412,,1,no,yes,Gaúcha Bike,stands
2413,,5,no,customers,Preventiva,wall_loops
2414,,2,no,yes,Casa Perky,stands
2415,,6,no,yes,Sirius,wall_loops
2416,,5,no,customers,Zaffari Lima e Silva,stands
2417,,3,no,yes,Unidade Básica de Saúde Santa Cecília,stands
2418,,2,no,yes,Condomínio Edifício Salomão Ioschpe,stands
2419,,4,yes,customers,Farmácia Quíron Cidade Baixa,wall_loops
2420,,1,no,yes,,stands
2421,,1,no,yes,Aquavit,stands
2422,,3,no,customers,Justiça Federal,stands
2423,,4,no,yes,Casa Azul,wall_loops
2424,,7,no,customers,Centro Profissional Farroupilha,wall_loops
2425,,5,no,customers,Caixa Econômica Federal,wall_loops
2426,,1,no,yes,Dirty Old Man,stands
2427,,6,no,yes,MEME Santo de Casa Estação Cultural,wall_loops
2428,,10,no,customers,UFRGS Campus Saúde,wall_loops
2429,,7,no,customers,Boteco Imperial,wall_loops
2430,,5,no,yes,Espaço 900,tree
2431,,15,no,customers,UFRGS Campus Saúde,wall_loops
2432,,7,yes,customers,Moinhos Fitness Venâncio,wall_loops
2433,,5,no,customers,UFRGS Campus Saúde,bollard
2434,,10,no,customers,UFRGS Campus Saúde,wall_loops
2435,,6,no,customers,UFRGS Campus Saúde,wall_loops
2436,,2,no,yes,Centro de Saúde Modelo,stands
2437,,4,no,customers,Panvel,wall_loops
2438,,4,no,customers,Premium Office,wall_loops
2439,,3,no,yes,PMPA,stands
2440,,4,yes,private,Borges 2233,wall_loops
2441,,2,no,customers,Secretaria Municipal de Obras e Viação,stands
2442,,6,no,private,Coordenação de Educação para Mobilidade,wall_loops
2443,,5,no,customers,Pro Gym Fitness,wall_loops
2444,,5,no,customers,Trend City Center,stands
2445,,4,no,yes,Centro Municipal de Cultura,stands
2446,,4,no,customers,Time Villeroy,stands
2447,,4,no,yes,PMPA,stands
2448,,20,no,private,Tribunal Regional do Trabalho,wall_loops
2449,,5,no,private,Tribunal Regional do Trabalho,wall_loops
2450,,1,no,yes,Sindicado Médico do Rio Grande do Sul,stands
2451,,3,no,customers,Radicom,wall_loops
2491,,,,,Greens,
2452,,5,no,customers,Studio K,wall_loops
2453,,18,yes,customers,Zaffari Menino Deus,wall_loops
2454,,36,no,customers,Jardim Botânico,wall_loops
2455,,3,no,yes,PMPA,stands
2456,,2,no,customers,Maestro Carnes e Complementos,bollard
2457,,4,no,customers,Panvel,wall_loops
2458,,5,no,customers,Master Fitness Center,wall_loops
2459,,5,no,customers,SafePark ESPM,wall_loops
2460,,6,no,customers,Z Bikes,wall_loops
2461,,3,no,customers,Oficina do Açaí Menino Deus,wall_loops
2462,,8,no,private,Grêmio Náutico Gaúcho,tree
2463,,4,no,customers,Farmácia Quíron Menino Deus,wall_loops
2464,,4,no,customers,Farmácias São João,wall_loops
2465,,5,no,customers,Hospital Mãe de Deus,wall_loops
2466,,4,no,yes,Centro Profissional Genebra,wall_loops
2467,,7,no,yes,PMPA,stands
2468,,9,no,customers,Smart Fit Menino Deus,stands
2469,,5,no,customers,Caixa Econômica Federal,wall_loops
2470,,3,no,customers,CCAA Menino Deus,wall_loops
2471,,5,yes,customers,Studio Posturale Menino Deus,wall_loops
2472,,5,no,customers,Minds Menino Deus,wall_loops
2473,,4,no,yes,PMPA,bollard
2474,,5,no,customers,Banco do Brasil,stands
2475,,4,no,customers,Panvel,wall_loops
2476,,5,no,customers,Shopping Granville,wall_loops
2477,,6,no,customers,Shopping Jardins da Praça,stands
2478,,2,no,yes,Unidade Básica de Saúde Tristeza,stands
2479,,10,no,customers,Clube do Professor Gaúcho,wall_loops
2480,,4,no,customers,Companhia Riograndense de Mineração,wall_loops
2481,,2,no,yes,Unidade Básica de Saúde Morro Santana,stands
2482,,15,no,private,Justiça do Trabalho,wall_loops
2483,,4,no,yes,Edifício San Sebastian,stands
2484,,1,no,yes,Condomínio Edifício Île de France,stands
2485,,4,no,yes,Centro Integrado de Passagem Escolar e Lotação,stands
2486,,2,no,yes,Terminal Antônio de Carvalho,stands
2487,,16,no,yes,Prato Verde,wall_loops
2488,,2,no,customers,Mercado Ki Preço,wall_loops
2489,,10,no,customers,Kiko Quiosque e Fruteira,wall_loops
2490,,2,yes,yes,PMPA,stands
2492,,2,yes,customers,Jardim Verde Shopping,bollard
2493,,9,,,,wall_loops
2494,Bicicletário da Drogaria Fortaleza,4,no,,,stands
2495,,,,,,
2496,,24,no,customers,Sport Club Internacional,stands
2497,,12,no,customers,Sport Club Internacional,stands
2498,,64,no,customers,Sport Club Internacional,stands
2499,Bicicletário Patrícia Silva de Figueiredo,10,no,customers,UFRGS Campus Centro,bollard
2500,Park Bike Indigo Center,14,no,customers,Indigo Center,stands
2501,,5,no,customers,Pátio Ivo Rizzo,wall_loops
2502,,4,no,customers,Panvel,wall_loops
2503,,9,yes,yes,PMPA,stands
2504,,8,no,yes,PMPA,wall_loops
2505,,4,no,customers,5ª Avenida Center,stands
2506,,3,no,yes,PMPA,stands
2507,,4,no,yes,Santander Cultural,stands
2508,,12,no,yes,Caixa Econômica Federal 7 de Setembro,stands
2509,,12,no,customers,Universidade Federal de Ciências da Saúde,stands
2510,,1,no,customers,Fundação de Economia e Estatística Siegfried Emanuel Heuser,stands
2511,,4,no,customers,Bio Academia Ramiro,wall_loops
2512,,14,no,customers,UFRGS Campus Centro,wall_loops
2513,,10,no,customers,UFRGS Campus Centro,bollard
2514,,5,no,customers,UFRGS Campus Centro,bollard
2515,,9,no,customers,UFRGS Campus Centro,bollard
2516,,5,no,customers,UFRGS Campus Centro,bollard
2517,,1,no,yes,Usina do Gasômetro,stands
2518,,7,no,yes,PMPA,stands
2519,,2,no,customers,Graph Ideia,wall_loops
2520,,1,no,yes,Academia DK1,stands
2521,,7,no,yes,PMPA,stands
2522,,3,no,customers,Zaffari Fernando Machado,stands
2523,,10,yes,customers,Faculdade SENAC Campus I,wall_loops
2524,,6,no,yes,PMPA,wall_loops
2525,,4,no,customers,Panvel,wall_loops
2526,,4,no,yes,PMPA,wall_loops
2527,,8,no,customers,UFRGS Escola de Administração,wall_loops
2528,,10,no,customers,Escola Técnica Estadual Parobé,wall_loops
2529,,11,no,customers,Chocólatras Anônimos Cidade Baixa,wall_loops
2530,,7,no,yes,PMPA,wall_loops
2531,,9,no,customers,Hospital de Clínicas,stands
2532,,10,no,customers,Companhia de Processamento Dados do Estado Rio Grande Sul,wall_loops
2533,,2,no,customers,Shopping Nova Olaria,stands
2857,,,,,,
2534,,13,no,customers,Centro Administrativo Fernando Ferrari,wall_loops
2535,,5,no,customers,Centro Administrativo Fernando Ferrari,wall_loops
2536,,6,no,customers,Centro Administrativo Fernando Ferrari,wall_loops
2537,,15,no,customers,Centro Administrativo Fernando Ferrari,wall_loops
2538,,10,no,customers,UFRGS Campus Saúde,wall_loops
2539,,10,no,customers,UFRGS Campus Saúde,wall_loops
2540,,2,no,customers,Condomínio Edifício Atlântida,bollard
2541,,21,no,customers,Foro Central Prédio II,wall_loops
2542,,10,no,private,Companhia de Processamento de Dados do Município de Porto Alegre,wall_loops
2543,,2,no,yes,Empresa Pública de Transporte e Circulação,stands
2544,,17,no,customers,Centro Municipal de Cultura Lupicínio Rodrigues,stands
2545,,13,no,customers,Empresa Pública de Transporte e Circulação,wall_loops
2546,,4,no,yes,PMPA,stands
2547,,12,no,private,PUCRS,wall_loops
2548,,10,no,customers,PUCRS,wall_loops
2549,,10,no,yes,CETE,wall_loops
2550,,10,no,customers,PUCRS,wall_loops
2551,,7,no,customers,PUCRS,wall_loops
2552,,23,no,private,TecnoPUC,stands
2553,,5,no,customers,UFRGS Campus do Vale,bollard
2554,,5,no,customers,UFRGS Campus do Vale,wall_loops
2555,,5,no,customers,UFRGS Campus do Vale,bollard
2556,,5,no,customers,UFRGS Campus do Vale,wall_loops
2557,,5,no,customers,UFRGS Campus do Vale,wall_loops
2558,,5,no,customers,UFRGS Campus do Vale,wall_loops
2559,,8,yes,customers,Nacional,wall_loops
2560,,13,yes,customers,BarraShoppingSul,stands
2561,,4,no,customers,Cristal Shop,wall_loops
2562,,4,no,customers,Biológika,wall_loops
2563,,5,yes,customers,Zaffari Otto Niemeyer,stands
2564,,,,,,
2565,,,,,,
2566,,,,,,informal
2567,,,,,,
2568,,,,,,
2569,,10,no,permissive,,
2570,,1,no,yes,,stands
2571,,2,no,yes,PMPA,stands
2572,,12,,,,
2573,,5,,customers,,
2574,,10,no,yes,Prefeitura de Sorocaba,stands
2575,,12,,,,
2576,,10,,yes,,
2577,,12,,,,
2578,,,,,,wall_loops
2579,,3,no,yes,,
2580,,6,,yes,,
2581,,10,no,yes,,
2582,,11,no,yes,,
2583,,,,,,stands
2584,,4,no,yes,,wall_loops
2585,,,,,,rack
2586,,,,,,
2587,,10,,,,wall_loops
2588,,24,yes,customers,Grêmio Náutico União Moinhos de Vento,wall_loops
2589,,,,,,
2590,,6,yes,customers,Museu Joaquim José Felizardo,stands
2591,,6,no,customers,Escola Infante Dom Henrique,wall_loops
2592,,,,,,
2593,,,,,,
2594,,6,yes,customers,Fundação Iberê Camargo,stands
2595,,5,no,private,Fundação Iberê Camargo,wall_loops
2596,,10,no,customers,Arena do Grêmio,wall_loops
2597,,10,no,customers,Arena do Grêmio,wall_loops
2598,,25,no,customers,Arena do Grêmio,wall_loops
2599,,10,no,customers,Arena do Grêmio,wall_loops
2600,,10,no,customers,Arena do Grêmio,wall_loops
2601,,10,no,customers,Arena do Grêmio,wall_loops
2602,,10,no,customers,Arena do Grêmio,wall_loops
2603,,6,no,customers,DC Shopping,stands
2604,,4,yes,yes,PMPA,stands
2605,,1,no,yes,Serviço Social do Comércio Unidade Navegantes,stands
2606,,20,no,customers,Supper Rissul,wall_loops
2607,,6,no,yes,Terreira da Tribo de Atuadores Ói Nóis Aqui Traveiz,bollard
2608,,9,no,customers,Bourbon Shopping Wallig,stands
2609,,7,no,customers,Instituto Porto Alegre Unidade Central,wall_loops
2610,,3,yes,customers,Zaffari Cabral,stands
2611,,4,no,yes,,wall_loops
2612,,25,no,private,Tribunal Regional do Trabalho,wall_loops
2613,,10,no,private,Justiça do Trabalho,wall_loops
2614,,1,no,yes,Colégio Farroupilha,stands
2615,,1,no,yes,Supermercado Bampi,stands
2616,,8,no,customers,Bourbon Shopping Country,stands
2617,,64,no,customers,Shopping Iguatemi,stands
2618,,3,,,,wall_loops
2619,,20,yes,customers,Ministério da Fazenda,wall_loops
