tema,servico,endpoint,parametros,arquivo,formato,numero_registros,status,observacao
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=ITAQUITINGA,chamados_emergencia/profiles_ITAQUITINGA.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/outcomes,city=VERTENTE DO LERIO,chamados_emergencia/outcomes_VERTENTE_DO_LERIO.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=VERTENTE DO LERIO,chamados_emergencia/profiles_VERTENTE_DO_LERIO.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/outcomes,city=FERREIROS,chamados_emergencia/outcomes_FERREIROS.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=FERREIROS,chamados_emergencia/profiles_FERREIROS.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/outcomes,city=MACHADOS,chamados_emergencia/outcomes_MACHADOS.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=MACHADOS,chamados_emergencia/profiles_MACHADOS.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/outcomes,city=MARAIAL,chamados_emergencia/outcomes_MARAIAL.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=MARAIAL,chamados_emergencia/profiles_MARAIAL.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/outcomes,city=UNKNOWN,chamados_emergencia/outcomes_UNKNOWN.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=UNKNOWN,chamados_emergencia/profiles_UNKNOWN.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/outcomes,city=SALGADINHO,chamados_emergencia/outcomes_SALGADINHO.json,JSON,1,completo,
chamados_emergencia,emergency-calls,/v1/calls/profiles,city=SALGADINHO,chamados_emergencia/profiles_SALGADINHO.json,JSON,1,completo,
