_id	mes	equipamento	faixa	data	hora	minutos_intervalo	qtd_0a10km	qtd_11a20km	qtd_21a30km	qtd_31a40km	qtd_41a50km	qtd_51a60km	qtd_61a70km	qtd_71a80km	qtd_81a90km	qtd_91a100km	qtd_acimade100km
3728	8	FC004REC	2	2025-08-10T00:00:00	5	31-45	0	16	8	0	4	7	0	0	0	0	0
3729	8	FC004REC	2	2025-08-10T00:00:00	5	46-59	1	20	10	0	5	2	1	0	0	0	0
3730	8	FC004REC	2	2025-08-10T00:00:00	6	0-15	0	14	6	6	15	5	1	0	0	0	0
3731	8	FC004REC	2	2025-08-10T00:00:00	6	16-30	0	10	1	3	30	10	0	0	0	0	0
3732	8	FC004REC	2	2025-08-10T00:00:00	6	31-45	0	10	6	9	44	7	0	0	0	0	0
3733	8	FC004REC	2	2025-08-10T00:00:00	6	46-59	1	8	1	8	25	5	0	0	0	0	0
3734	8	FC004REC	2	2025-08-10T00:00:00	7	0-15	2	8	24	22	23	6	1	0	0	0	0
3735	8	FC004REC	2	2025-08-10T00:00:00	7	16-30	2	7	22	22	14	3	0	0	0	0	0
3736	8	FC004REC	2	2025-08-10T00:00:00	7	31-45	0	11	16	12	14	2	0	0	0	0	0
3737	8	FC004REC	2	2025-08-10T00:00:00	7	46-59	0	8	19	16	16	2	0	0	0	0	0
3738	8	FC004REC	2	2025-08-10T00:00:00	8	0-15	0	7	13	25	12	1	0	0	0	0	0
3739	8	FC004REC	2	2025-08-10T00:00:00	8	16-30	1	9	18	25	14	0	0	0	0	0	0
3740	8	FC004REC	2	2025-08-10T00:00:00	8	31-45	0	8	15	21	11	2	0	0	0	0	0
3741	8	FC004REC	2	2025-08-10T00:00:00	8	46-59	1	7	13	34	11	3	0	0	0	0	0
3742	8	FC004REC	2	2025-08-10T00:00:00	9	0-15	0	7	37	41	12	0	0	0	0	0	0
3743	8	FC004REC	2	2025-08-10T00:00:00	9	16-30	1	14	38	36	15	7	0	0	0	0	0
3744	8	FC004REC	2	2025-08-10T00:00:00	9	31-45	0	10	31	37	17	3	0	0	0	0	0
3745	8	FC004REC	2	2025-08-10T00:00:00	9	46-59	1	12	30	45	14	0	1	0	0	0	0
3746	8	FC004REC	2	2025-08-10T00:00:00	10	0-15	0	19	60	24	19	0	0	0	0	0	0
3747	8	FC004REC	2	2025-08-10T00:00:00	10	16-30	0	13	76	38	16	0	0	0	0	0	0
3748	8	FC004REC	2	2025-08-10T00:00:00	10	31-45	0	15	62	45	10	3	0	0	0	0	0
3749	8	FC004REC	2	2025-08-10T00:00:00	10	46-59	0	11	64	59	12	2	0	0	0	0	0
3750	8	FC004REC	2	2025-08-10T00:00:00	11	0-15	2	19	88	53	5	1	0	0	0	0	0
3751	8	FC004REC	2	2025-08-10T00:00:00	11	16-30	0	12	76	55	11	0	1	0	0	0	0
3752	8	FC004REC	2	2025-08-10T00:00:00	11	31-45	0	11	65	84	9	0	0	0	0	0	0
3753	8	FC004REC	2	2025-08-10T00:00:00	11	46-59	1	14	86	47	9	0	0	0	0	0	0
3754	8	FC004REC	2	2025-08-10T00:00:00	12	0-15	0	10	96	67	13	3	0	0	0	0	0
3755	8	FC004REC	2	2025-08-10T00:00:00	12	16-30	1	10	101	43	9	5	0	0	0	0	0
3756	8	FC004REC	2	2025-08-10T00:00:00	12	31-45	1	11	89	73	15	1	0	0	0	0	0
3757	8	FC004REC	2	2025-08-10T00:00:00	12	46-59	0	19	79	45	6	0	0	0	0	0	0
3758	8	FC004REC	2	2025-08-10T00:00:00	13	0-15	2	15	79	65	14	3	0	0	0	0	0
3759	8	FC004REC	2	2025-08-10T00:00:00	13	16-30	2	23	77	33	18	4	0	0	0	0	0
3760	8	FC004REC	2	2025-08-10T00:00:00	13	31-45	0	10	65	40	14	1	0	0	0	0	0
3761	8	FC004REC	2	2025-08-10T00:00:00	13	46-59	1	11	48	39	21	4	0	0	0	0	0
3762	8	FC004REC	2	2025-08-10T00:00:00	14	0-15	0	12	49	41	18	3	0	0	0	0	0
3763	8	FC004REC	2	2025-08-10T00:00:00	14	16-30	0	12	70	33	10	5	0	0	0	0	0
3764	8	FC004REC	2	2025-08-10T00:00:00	14	31-45	0	12	36	53	24	2	1	0	0	0	0
3765	8	FC004REC	2	2025-08-10T00:00:00	14	46-59	0	18	35	33	21	4	0	0	0	0	0
3766	8	FC004REC	2	2025-08-10T00:00:00	15	0-15	2	17	63	36	18	2	0	0	0	0	0
3767	8	FC004REC	2	2025-08-10T00:00:00	15	16-30	0	12	76	46	12	1	0	0	0	0	0
3768	8	FC004REC	2	2025-08-10T00:00:00	15	31-45	0	12	52	43	14	3	0	0	0	0	0
3769	8	FC004REC	2	2025-08-10T00:00:00	15	46-59	0	15	39	50	18	8	0	0	0	0	0
3770	8	FC004REC	2	2025-08-10T00:00:00	16	0-15	0	15	65	47	15	1	0	0	0	0	0
3771	8	FC004REC	2	2025-08-10T00:00:00	16	16-30	0	22	55	61	12	0	0	0	0	0	0
3772	8	FC004REC	2	2025-08-10T00:00:00	16	31-45	1	16	63	44	21	4	0	0	0	0	0
3773	8	FC004REC	2	2025-08-10T00:00:00	16	46-59	1	13	79	38	11	1	0	0	0	0	0
3774	8	FC004REC	2	2025-08-10T00:00:00	17	0-15	0	25	81	45	10	0	0	0	0	0	0
3775	8	FC004REC	2	2025-08-10T00:00:00	17	16-30	0	11	92	51	5	0	0	0	0	0	0
3776	8	FC004REC	2	2025-08-10T00:00:00	17	31-45	1	13	99	45	11	0	0	0	0	0	0
3777	8	FC004REC	2	2025-08-10T00:00:00	17	46-59	2	15	62	51	4	1	0	0	0	0	0
3778	8	FC004REC	2	2025-08-10T00:00:00	18	0-15	0	20	51	65	12	1	0	0	0	0	0
3779	8	FC004REC	2	2025-08-10T00:00:00	18	16-30	0	21	71	35	8	2	0	0	0	0	0
3780	8	FC004REC	2	2025-08-10T00:00:00	18	31-45	0	16	74	40	9	1	0	0	0	0	0
3781	8	FC004REC	2	2025-08-10T00:00:00	18	46-59	1	17	66	53	5	0	0	0	0	0	0
3782	8	FC004REC	2	2025-08-10T00:00:00	19	0-15	1	13	58	55	15	1	0	0	0	0	0
3783	8	FC004REC	2	2025-08-10T00:00:00	19	16-30	2	13	59	51	10	1	0	0	0	0	0
3784	8	FC004REC	2	2025-08-10T00:00:00	19	31-45	1	14	60	62	4	1	0	0	0	0	0
3785	8	FC004REC	2	2025-08-10T00:00:00	19	46-59	0	11	52	50	9	2	0	0	0	0	0
3786	8	FC004REC	2	2025-08-10T00:00:00	20	0-15	0	13	47	49	14	1	0	0	0	0	0
3787	8	FC004REC	2	2025-08-10T00:00:00	20	16-30	1	18	42	41	18	3	0	0	0	0	0
3788	8	FC004REC	2	2025-08-10T00:00:00	20	31-45	0	5	45	39	11	1	0	0	0	0	0
3789	8	FC004REC	2	2025-08-10T00:00:00	20	46-59	0	6	31	53	14	3	0	0	0	0	0
3790	8	FC004REC	2	2025-08-10T00:00:00	21	0-15	1	12	43	34	14	0	0	0	0	0	0
3791	8	FC004REC	2	2025-08-10T00:00:00	21	16-30	1	11	34	37	12	1	0	0	0	0	0
3792	8	FC004REC	2	2025-08-10T00:00:00	21	31-45	0	7	32	34	12	1	0	0	0	0	0
3793	8	FC004REC	2	2025-08-10T00:00:00	21	46-59	0	8	28	28	13	2	0	0	0	0	0
3794	8	FC004REC	2	2025-08-10T00:00:00	22	0-15	1	10	21	30	8	3	0	0	0	0	0
3795	8	FC004REC	2	2025-08-10T00:00:00	22	16-30	1	7	18	21	17	5	1	0	0	0	0
3796	8	FC004REC	2	2025-08-10T00:00:00	22	31-45	0	8	17	14	9	2	0	1	0	0	0
3797	8	FC004REC	2	2025-08-10T00:00:00	22	46-59	0	6	10	10	14	0	0	0	0	0	0
3798	8	FC004REC	2	2025-08-10T00:00:00	23	0-15	1	11	9	13	10	1	0	0	0	0	0
3799	8	FC004REC	2	2025-08-10T00:00:00	23	16-30	0	10	9	15	8	2	0	0	0	0	0
3800	8	FC004REC	2	2025-08-10T00:00:00	23	31-45	1	5	3	9	6	2	0	0	0	0	0
3801	8	FC004REC	2	2025-08-10T00:00:00	23	46-59	0	5	3	5	9	2	0	0	0	0	0
3802	8	FC004REC	2	2025-08-11T00:00:00	0	0-15	0	2	1	5	12	4	1	0	0	0	0
3803	8	FC004REC	2	2025-08-11T00:00:00	0	16-30	0	0	0	3	11	4	1	0	0	0	0
3804	8	FC004REC	2	2025-08-11T00:00:00	0	31-45	0	0	0	6	11	0	1	0	0	0	0
3805	8	FC004REC	2	2025-08-11T00:00:00	0	46-59	0	0	1	5	2	2	0	0	0	0	0
3806	8	FC004REC	2	2025-08-11T00:00:00	1	0-15	0	0	0	3	1	3	0	0	0	0	0
3807	8	FC004REC	2	2025-08-11T00:00:00	1	16-30	0	0	1	0	3	1	0	0	0	0	0
3808	8	FC004REC	2	2025-08-11T00:00:00	1	31-45	0	0	0	1	2	3	0	0	0	0	0
3809	8	FC004REC	2	2025-08-11T00:00:00	1	46-59	0	0	1	2	5	2	0	0	0	0	0
3810	8	FC004REC	2	2025-08-11T00:00:00	2	0-15	0	0	1	1	1	1	0	0	0	0	0
3811	8	FC004REC	2	2025-08-11T00:00:00	2	16-30	0	0	2	0	6	0	0	1	0	0	0
3812	8	FC004REC	2	2025-08-11T00:00:00	2	31-45	0	0	0	2	3	2	0	1	0	0	0
3813	8	FC004REC	2	2025-08-11T00:00:00	2	46-59	0	0	0	1	2	1	0	0	0	0	0
3814	8	FC004REC	2	2025-08-11T00:00:00	3	0-15	0	0	0	3	2	2	0	0	0	0	0
3815	8	FC004REC	2	2025-08-11T00:00:00	3	16-30	0	0	0	0	2	1	0	0	0	0	0
3816	8	FC004REC	2	2025-08-11T00:00:00	3	31-45	0	0	0	1	0	0	0	0	0	0	0
3817	8	FC004REC	2	2025-08-11T00:00:00	3	46-59	0	0	0	2	5	1	0	1	0	0	0
3818	8	FC004REC	2	2025-08-11T00:00:00	4	0-15	0	2	0	0	2	2	0	0	0	0	0
3819	8	FC004REC	2	2025-08-11T00:00:00	4	16-30	0	0	1	1	1	0	0	0	0	0	0
3820	8	FC004REC	2	2025-08-11T00:00:00	4	31-45	0	2	2	2	3	4	1	0	0	0	0
3821	8	FC004REC	2	2025-08-11T00:00:00	4	46-59	1	4	4	1	4	3	1	0	0	0	0
3822	8	FC004REC	2	2025-08-11T00:00:00	5	0-15	0	10	3	0	3	4	1	0	0	0	0
3823	8	FC004REC	2	2025-08-11T00:00:00	5	16-30	1	10	5	2	5	2	1	1	0	0	0
3824	8	FC004REC	2	2025-08-11T00:00:00	5	31-45	0	21	5	1	5	1	0	0	0	0	0
3825	8	FC004REC	2	2025-08-11T00:00:00	5	46-59	1	34	21	0	4	4	1	0	0	0	0
3826	8	FC004REC	2	2025-08-11T00:00:00	6	0-15	0	7	5	32	66	7	0	0	1	0	0
3827	8	FC004REC	2	2025-08-11T00:00:00	6	16-30	1	8	2	55	66	12	0	0	0	0	0
3828	8	FC004REC	2	2025-08-11T00:00:00	6	31-45	1	11	7	69	66	5	0	0	0	0	0
3829	8	FC004REC	2	2025-08-11T00:00:00	6	46-59	0	14	14	55	68	7	0	0	0	0	0
3830	8	FC004REC	2	2025-08-11T00:00:00	7	0-15	1	13	11	87	64	6	0	0	0	0	0
3831	8	FC004REC	2	2025-08-11T00:00:00	7	16-30	20	33	16	41	16	0	0	0	0	0	0
3832	8	FC004REC	2	2025-08-11T00:00:00	7	31-45	1	29	63	93	28	1	0	0	0	0	0
3833	8	FC004REC	2	2025-08-11T00:00:00	7	46-59	1	40	53	83	25	1	0	0	0	0	0
3834	8	FC004REC	2	2025-08-11T00:00:00	8	0-15	0	19	63	127	21	1	0	0	0	0	0
3835	8	FC004REC	2	2025-08-11T00:00:00	8	16-30	0	13	55	85	45	2	1	0	0	0	0
3836	8	FC004REC	2	2025-08-11T00:00:00	8	31-45	2	16	69	103	27	1	0	0	0	0	0
3837	8	FC004REC	2	2025-08-11T00:00:00	8	46-59	0	26	61	80	23	0	0	0	0	0	0
3838	8	FC004REC	2	2025-08-11T00:00:00	9	0-15	0	16	67	107	22	1	0	0	0	0	0
3839	8	FC004REC	2	2025-08-11T00:00:00	9	16-30	1	9	28	102	51	4	0	0	0	0	0
3840	8	FC004REC	2	2025-08-11T00:00:00	9	31-45	0	12	69	116	33	2	0	0	0	0	0
3841	8	FC004REC	2	2025-08-11T00:00:00	9	46-59	1	16	28	111	36	0	0	0	0	0	0
3842	8	FC004REC	2	2025-08-11T00:00:00	10	0-15	0	15	43	100	58	2	0	0	0	0	0
3843	8	FC004REC	2	2025-08-11T00:00:00	10	16-30	1	18	25	94	35	6	0	0	0	0	0
3844	8	FC004REC	2	2025-08-11T00:00:00	10	31-45	0	22	54	80	32	3	0	0	0	0	0
3845	8	FC004REC	2	2025-08-11T00:00:00	10	46-59	0	20	52	87	26	2	0	0	0	0	0
3846	8	FC004REC	2	2025-08-11T00:00:00	11	0-15	0	21	99	52	18	1	0	0	0	0	0
3847	8	FC004REC	2	2025-08-11T00:00:00	11	16-30	0	32	118	34	6	1	0	0	0	0	0
3848	8	FC004REC	2	2025-08-11T00:00:00	11	31-45	0	30	115	32	7	0	0	0	0	0	0
3849	8	FC004REC	2	2025-08-11T00:00:00	11	46-59	0	25	79	34	15	0	0	0	0	0	0
3850	8	FC004REC	2	2025-08-11T00:00:00	12	0-15	1	24	124	46	12	1	0	0	0	0	0
3851	8	FC004REC	2	2025-08-11T00:00:00	12	16-30	3	12	135	31	5	1	0	0	0	0	0
3852	8	FC004REC	2	2025-08-11T00:00:00	12	31-45	0	20	105	43	9	0	0	0	0	0	0
3853	8	FC004REC	2	2025-08-11T00:00:00	12	46-59	0	16	85	48	11	0	0	0	0	0	0
3854	8	FC004REC	2	2025-08-11T00:00:00	13	0-15	0	21	126	55	5	0	0	0	0	0	0
3855	8	FC004REC	2	2025-08-11T00:00:00	13	16-30	0	21	98	77	8	0	0	0	0	0	0
3856	8	FC004REC	2	2025-08-11T00:00:00	13	31-45	0	21	100	43	13	3	0	0	0	0	0
3857	8	FC004REC	2	2025-08-11T00:00:00	13	46-59	0	12	99	35	12	0	1	0	0	0	0
3858	8	FC004REC	2	2025-08-11T00:00:00	14	0-15	1	25	92	67	9	3	0	0	0	0	0
3859	8	FC004REC	2	2025-08-11T00:00:00	14	16-30	0	24	106	40	6	0	0	0	0	0	0
3860	8	FC004REC	2	2025-08-11T00:00:00	14	31-45	0	43	105	27	12	0	0	0	0	0	0
3861	8	FC004REC	2	2025-08-11T00:00:00	14	46-59	1	14	91	39	10	0	1	0	0	0	0
3862	8	FC004REC	2	2025-08-11T00:00:00	15	0-15	0	16	124	44	10	1	0	0	0	0	0
3863	8	FC004REC	2	2025-08-11T00:00:00	15	16-30	0	27	108	47	9	1	0	0	0	0	0
3864	8	FC004REC	2	2025-08-11T00:00:00	15	31-45	1	23	94	50	16	0	0	0	0	0	0
3865	8	FC004REC	2	2025-08-11T00:00:00	15	46-59	0	22	106	47	9	1	0	0	0	0	0
3866	8	FC004REC	2	2025-08-11T00:00:00	16	0-15	0	24	119	41	14	0	0	0	0	0	0
3867	8	FC004REC	2	2025-08-11T00:00:00	16	16-30	0	31	148	24	5	2	0	0	0	0	0
3868	8	FC004REC	2	2025-08-11T00:00:00	16	31-45	0	14	151	46	4	0	0	0	0	0	0
3869	8	FC004REC	2	2025-08-11T00:00:00	16	46-59	0	31	118	40	7	0	0	0	0	0	0
3870	8	FC004REC	2	2025-08-11T00:00:00	17	0-15	1	34	169	23	8	1	0	0	0	0	0
3871	8	FC004REC	2	2025-08-11T00:00:00	17	16-30	0	43	141	20	2	0	0	0	0	0	0
3872	8	FC004REC	2	2025-08-11T00:00:00	17	31-45	3	57	120	12	3	0	0	0	0	0	0
3873	8	FC004REC	2	2025-08-11T00:00:00	17	46-59	1	43	136	20	0	0	0	0	0	0	0
3874	8	FC004REC	2	2025-08-11T00:00:00	18	0-15	2	57	141	15	0	0	0	0	0	0	0
3875	8	FC004REC	2	2025-08-11T00:00:00	18	16-30	0	34	160	22	2	0	0	0	0	0	0
3876	8	FC004REC	2	2025-08-11T00:00:00	18	31-45	0	37	133	28	1	0	0	0	0	0	0
3877	8	FC004REC	2	2025-08-11T00:00:00	18	46-59	1	36	106	14	6	0	0	0	0	0	0
3878	8	FC004REC	2	2025-08-11T00:00:00	19	0-15	1	23	110	32	5	1	0	0	0	0	0
3879	8	FC004REC	2	2025-08-11T00:00:00	19	16-30	0	25	89	29	19	1	0	0	0	0	0
3880	8	FC004REC	2	2025-08-11T00:00:00	19	31-45	0	41	73	18	21	3	0	0	0	0	0
3881	8	FC004REC	2	2025-08-11T00:00:00	19	46-59	0	23	65	20	14	3	0	0	0	0	0
3882	8	FC004REC	2	2025-08-11T00:00:00	20	0-15	1	14	58	43	15	0	0	0	0	0	0
3883	8	FC004REC	2	2025-08-11T00:00:00	20	16-30	0	12	49	42	14	0	0	0	0	0	0
3884	8	FC004REC	2	2025-08-11T00:00:00	20	31-45	2	6	46	39	15	1	0	0	0	0	0
3885	8	FC004REC	2	2025-08-11T00:00:00	20	46-59	3	6	39	31	22	0	0	0	0	0	0
3886	8	FC004REC	2	2025-08-11T00:00:00	21	0-15	2	9	38	42	12	0	1	0	0	0	0
3887	8	FC004REC	2	2025-08-11T00:00:00	21	16-30	1	7	42	35	15	0	0	0	0	0	0
3888	8	FC004REC	2	2025-08-11T00:00:00	21	31-45	0	8	22	47	22	1	0	0	0	0	0
3889	8	FC004REC	2	2025-08-11T00:00:00	21	46-59	0	12	53	24	13	0	0	0	0	0	0
3890	8	FC004REC	2	2025-08-11T00:00:00	22	0-15	0	10	27	36	20	3	0	0	0	0	0
3891	8	FC004REC	2	2025-08-11T00:00:00	22	16-30	1	13	26	26	12	3	1	0	0	0	0
3892	8	FC004REC	2	2025-08-11T00:00:00	22	31-45	3	9	19	24	9	2	0	0	0	0	0
3893	8	FC004REC	2	2025-08-11T00:00:00	22	46-59	2	5	8	15	6	6	1	0	0	0	0
3894	8	FC004REC	2	2025-08-11T00:00:00	23	0-15	0	8	8	14	13	4	0	0	0	0	0
3895	8	FC004REC	2	2025-08-11T00:00:00	23	16-30	0	8	5	12	10	2	1	0	0	0	0
3896	8	FC004REC	2	2025-08-11T00:00:00	23	31-45	2	6	7	9	2	1	1	1	0	0	0
3897	8	FC004REC	2	2025-08-11T00:00:00	23	46-59	1	3	8	9	6	1	0	0	0	0	0
3898	8	FC004REC	2	2025-08-12T00:00:00	0	0-15	0	0	2	6	8	5	2	0	0	0	0
3899	8	FC004REC	2	2025-08-12T00:00:00	0	16-30	0	0	0	7	8	5	1	0	0	0	0
3900	8	FC004REC	2	2025-08-12T00:00:00	0	31-45	0	0	2	6	9	2	1	0	1	0	0
3901	8	FC004REC	2	2025-08-12T00:00:00	0	46-59	0	0	0	4	13	4	0	0	0	0	0
3902	8	FC004REC	2	2025-08-12T00:00:00	1	0-15	0	0	1	5	3	0	0	0	0	0	0
3903	8	FC004REC	2	2025-08-12T00:00:00	1	16-30	0	0	3	3	5	1	0	1	0	0	0
3904	8	FC004REC	2	2025-08-12T00:00:00	1	31-45	0	0	1	4	2	2	1	0	0	0	0
3905	8	FC004REC	2	2025-08-12T00:00:00	1	46-59	0	0	0	0	5	2	0	0	0	0	0
3906	8	FC004REC	2	2025-08-12T00:00:00	2	0-15	0	0	1	3	3	3	0	0	0	0	0
3907	8	FC004REC	2	2025-08-12T00:00:00	2	16-30	0	0	0	1	2	1	0	0	0	0	0
3908	8	FC004REC	2	2025-08-12T00:00:00	2	31-45	0	0	0	0	3	1	0	0	0	0	0
3909	8	FC004REC	2	2025-08-12T00:00:00	2	46-59	0	1	0	1	2	0	0	0	0	0	0
3910	8	FC004REC	2	2025-08-12T00:00:00	3	0-15	0	1	0	1	4	0	0	0	0	0	0
3911	8	FC004REC	2	2025-08-12T00:00:00	3	16-30	0	0	0	2	2	0	0	0	0	0	0
3912	8	FC004REC	2	2025-08-12T00:00:00	3	31-45	0	1	0	1	1	3	0	0	0	0	0
3913	8	FC004REC	2	2025-08-12T00:00:00	3	46-59	0	0	0	1	1	0	0	0	0	0	0
3914	8	FC004REC	2	2025-08-12T00:00:00	4	0-15	1	2	1	2	0	1	0	0	0	0	0
3915	8	FC004REC	2	2025-08-12T00:00:00	4	16-30	0	1	0	1	2	1	0	0	0	0	0
3916	8	FC004REC	2	2025-08-12T00:00:00	4	31-45	0	4	2	2	3	3	0	0	0	0	0
3917	8	FC004REC	2	2025-08-12T00:00:00	4	46-59	1	8	2	2	3	0	0	0	0	0	0
3918	8	FC004REC	2	2025-08-12T00:00:00	5	0-15	0	12	3	2	4	3	0	0	0	0	0
3919	8	FC004REC	2	2025-08-12T00:00:00	5	16-30	0	20	6	1	0	5	0	0	0	0	0
3920	8	FC004REC	2	2025-08-12T00:00:00	5	31-45	1	27	11	2	1	2	0	0	0	0	0
3921	8	FC004REC	2	2025-08-12T00:00:00	5	46-59	3	21	21	5	13	6	0	0	0	0	0
3922	8	FC004REC	2	2025-08-12T00:00:00	6	0-15	0	17	5	32	47	14	1	0	0	0	0
3923	8	FC004REC	2	2025-08-12T00:00:00	6	16-30	0	5	4	52	61	13	1	0	0	0	0
3924	8	FC004REC	2	2025-08-12T00:00:00	6	31-45	0	11	5	49	87	9	1	0	0	0	0
3925	8	FC004REC	2	2025-08-12T00:00:00	6	46-59	0	16	5	58	63	12	0	0	0	0	0
3926	8	FC004REC	2	2025-08-12T00:00:00	7	0-15	0	15	13	92	82	6	0	0	0	0	0
3927	8	FC004REC	2	2025-08-12T00:00:00	7	16-30	1	9	22	77	85	4	0	0	0	0	0
3928	8	FC004REC	2	2025-08-12T00:00:00	7	31-45	0	19	19	100	64	3	0	0	0	0	0
3929	8	FC004REC	2	2025-08-12T00:00:00	7	46-59	0	13	9	106	57	4	0	0	0	0	0
3930	8	FC004REC	2	2025-08-12T00:00:00	8	0-15	0	12	25	95	59	5	0	0	0	0	0
3931	8	FC004REC	2	2025-08-12T00:00:00	8	16-30	0	12	29	113	44	2	1	0	0	0	0
3932	8	FC004REC	2	2025-08-12T00:00:00	8	31-45	3	18	59	74	33	3	0	0	0	0	0
3933	8	FC004REC	2	2025-08-12T00:00:00	8	46-59	7	47	69	34	6	0	0	0	0	0	0
3934	8	FC004REC	2	2025-08-12T00:00:00	9	0-15	15	44	65	27	1	0	0	0	0	0	0
3935	8	FC004REC	2	2025-08-12T00:00:00	9	16-30	19	36	54	47	4	0	0	0	0	0	0
3936	8	FC004REC	2	2025-08-12T00:00:00	9	31-45	0	18	45	94	35	3	0	0	0	0	0
3937	8	FC004REC	2	2025-08-12T00:00:00	9	46-59	0	15	50	106	21	2	0	0	0	0	0
3938	8	FC004REC	2	2025-08-12T00:00:00	10	0-15	2	19	67	76	26	1	0	0	0	0	0
3939	8	FC004REC	2	2025-08-12T00:00:00	10	16-30	1	23	56	105	19	1	0	0	0	0	0
3940	8	FC004REC	2	2025-08-12T00:00:00	10	31-45	14	56	36	33	5	0	0	0	0	0	0
3941	8	FC004REC	2	2025-08-12T00:00:00	10	46-59	0	23	56	80	22	0	0	0	0	0	0
3942	8	FC004REC	2	2025-08-12T00:00:00	11	0-15	1	21	110	50	15	1	0	0	0	0	0
3943	8	FC004REC	2	2025-08-12T00:00:00	11	16-30	1	28	89	58	15	1	0	0	0	0	0
3944	8	FC004REC	2	2025-08-12T00:00:00	11	31-45	2	21	88	62	14	1	0	0	0	0	0
3945	8	FC004REC	2	2025-08-12T00:00:00	11	46-59	0	26	101	44	10	0	0	0	0	0	0
3946	8	FC004REC	2	2025-08-12T00:00:00	12	0-15	0	32	110	44	9	4	0	0	0	0	0
3947	8	FC004REC	2	2025-08-12T00:00:00	12	16-30	0	27	119	51	14	0	0	0	0	0	0
3948	8	FC004REC	2	2025-08-12T00:00:00	12	31-45	1	13	107	59	15	1	0	0	0	0	0
3949	8	FC004REC	2	2025-08-12T00:00:00	12	46-59	0	12	124	38	14	2	0	0	0	0	0
3950	8	FC004REC	2	2025-08-12T00:00:00	13	0-15	0	27	80	68	15	3	0	0	0	0	0
3951	8	FC004REC	2	2025-08-12T00:00:00	13	16-30	0	32	100	41	7	0	0	0	0	0	0
3952	8	FC004REC	2	2025-08-12T00:00:00	13	31-45	1	31	118	47	6	0	0	0	0	0	0
3953	8	FC004REC	2	2025-08-12T00:00:00	13	46-59	0	24	94	42	9	3	0	0	0	0	0
3954	8	FC004REC	2	2025-08-12T00:00:00	14	0-15	0	18	95	86	7	0	0	0	0	0	0
3955	8	FC004REC	2	2025-08-12T00:00:00	14	16-30	1	29	100	51	8	1	0	0	0	0	0
3956	8	FC004REC	2	2025-08-12T00:00:00	14	31-45	0	12	121	58	9	1	0	0	0	0	0
3957	8	FC004REC	2	2025-08-12T00:00:00	14	46-59	1	26	116	39	3	1	0	0	0	0	0
3958	8	FC004REC	2	2025-08-12T00:00:00	15	0-15	1	21	110	58	12	3	0	0	0	0	0
3959	8	FC004REC	2	2025-08-12T00:00:00	15	16-30	0	10	92	79	11	1	0	0	0	0	0
3960	8	FC004REC	2	2025-08-12T00:00:00	15	31-45	0	15	110	56	6	0	0	0	0	0	0
3961	8	FC004REC	2	2025-08-12T00:00:00	15	46-59	0	14	96	62	10	3	0	0	0	0	0
3962	8	FC004REC	2	2025-08-12T00:00:00	16	0-15	2	33	111	67	4	0	0	0	0	0	0
3963	8	FC004REC	2	2025-08-12T00:00:00	16	16-30	1	23	140	39	5	1	0	0	0	0	0
3964	8	FC004REC	2	2025-08-12T00:00:00	16	31-45	0	17	161	53	2	0	0	0	0	0	0
3965	8	FC004REC	2	2025-08-12T00:00:00	16	46-59	0	24	110	69	1	0	0	0	0	0	0
3966	8	FC004REC	2	2025-08-12T00:00:00	17	0-15	0	32	158	40	1	0	0	0	0	0	0
3967	8	FC004REC	2	2025-08-12T00:00:00	17	16-30	0	28	165	35	0	0	0	0	0	0	0
3968	8	FC004REC	2	2025-08-12T00:00:00	17	31-45	0	24	141	43	4	0	0	0	0	0	0
3969	8	FC004REC	2	2025-08-12T00:00:00	17	46-59	1	28	126	40	2	0	0	0	0	0	0
3970	8	FC004REC	2	2025-08-12T00:00:00	18	0-15	3	88	86	9	0	0	0	0	0	0	0
3971	8	FC004REC	2	2025-08-12T00:00:00	18	16-30	0	71	127	14	0	0	0	0	0	0	0
3972	8	FC004REC	2	2025-08-12T00:00:00	18	31-45	7	56	113	6	0	0	0	0	0	0	0
3973	8	FC004REC	2	2025-08-12T00:00:00	18	46-59	1	53	115	21	2	0	0	0	0	0	0
3974	8	FC004REC	2	2025-08-12T00:00:00	19	0-15	1	24	154	37	5	0	0	0	0	0	0
3975	8	FC004REC	2	2025-08-12T00:00:00	19	16-30	1	32	121	15	8	1	0	0	0	0	0
3976	8	FC004REC	2	2025-08-12T00:00:00	19	31-45	1	30	79	35	7	1	0	0	0	0	0
3977	8	FC004REC	2	2025-08-12T00:00:00	19	46-59	0	19	85	20	13	0	1	0	0	0	0
3978	8	FC004REC	2	2025-08-12T00:00:00	20	0-15	0	24	86	46	9	2	0	0	0	0	0
3979	8	FC004REC	2	2025-08-12T00:00:00	20	16-30	0	13	43	60	7	0	0	0	0	0	0
3980	8	FC004REC	2	2025-08-12T00:00:00	20	31-45	0	12	49	46	7	1	1	0	0	0	0
3981	8	FC004REC	2	2025-08-12T00:00:00	20	46-59	1	9	53	39	14	1	0	0	0	0	0
3982	8	FC004REC	2	2025-08-12T00:00:00	21	0-15	0	9	44	40	23	2	0	0	0	0	0
3983	8	FC004REC	2	2025-08-12T00:00:00	21	16-30	0	7	34	58	9	0	0	0	0	0	0
