id,code,name_concatenated,official_name,short_name,pavement_code,pavement_description
11442,119385,10T DOS PRAZERES,10ª Tavessa dos Prazeres,10Tr dos Prazeres,N,Via Não Pavimentada
9210,83275,10T CORREGO DA BICA,10ª Travessa Córrego da Bica,10ªTr  Córrego da Bica,N,Via Não Pavimentada
9218,83380,11T CORREGO DA BICA,11ª Travessa Córrego da Bica,11Tr Córrego da Bica,N,Via Não Pavimentada
9958,91928,1PR ANAJAS,1ª Paralela Anajás,1ª Pr. Anajás,S,Via Pavimentada
11408,119016,1PR CAMOCIM,1ª Paralela Camocim,1ª Paralela Camocim,N,Via Não Pavimentada
9970,92061,1SB BARAO DE CAMAQUA,1ª Subida Barão de Camaquã,1Sb Barão de Camaqua,S,Via Pavimentada
8911,79839,1SB CORREGO DO LEONCIO,1ª Subida Córrego do Leoncio,1Sb Corrego do Leoncio,S,Via Pavimentada
10164,95800,1SB CORREGO DO MARRECO,1ª Subida Córrego do Marreco,1ª Sb Córrego do Marreco,S,Via Pavimentada
10422,100544,1SB DA BRASILEIRA,1ª Subida da Brasileira,1Sb da Brasileira,S,Via Pavimentada
1040,4626,1SB DA IMBAUBA,1ª Subida da Imbaúba,1Sb da Imbauba,S,Via Pavimentada
8925,79960,1SB DA JOSELIA,1ª Subida da Josélia,1ª Sb. da Josélia,S,Via Pavimentada
8349,73156,1SB DO CORREGO DA LOURA,1ª Subida do Córrego da Loura,1ª Sb do  Córrego da Loura,S,Via Pavimentada
9280,84115,1SB DO COTO,1ª Subida do Cotó,1Sb do Coto,S,Via Pavimentada
9640,87793,1SB DO JOAQUIM,1ª Subida do Joaquim,1Sb do Joaquim,S,Via Pavimentada
7007,59420,1SB DO SARGENTO,1ª Subida do Sargento,1Sb do Sargento,X,Não definida
10461,100960,1SB DO TOINHO,1ª Subida do Toinho,1Sb do Toinho,S,Via Pavimentada
11175,116106,1SB GONCALVES,1ª Subida Gonçalves,1Sb Gonçalves,S,Via Pavimentada
11232,116858,1TR VERTENTES DO LERIO,1ª Tavessa Vertentes do  Lério,1ª Trv. Vertentes do  Lério,N,Via Não Pavimentada
9715,88684,1TR ADALBERTO ELIAS DA COSTA,1ª Travessa Adalberto Elias da Costa,1Tr Adalberto Elias da Costa,N,Via Não Pavimentada
9284,84166,1TR AFONSO OLINDENSE,1ª Travessa Afonso Olindense,1Tr Afonso Olindense,N,Via Não Pavimentada
8923,79944,1TR AGUIA BRANCA,1ª Travessa Águia Branca,1Tr Aguia Branca,S,Via Pavimentada
8217,71625,1TR ALEXANDRE DE GUSMAO,1ª Travessa Alexandre de Gusmão,1ª Tr.  Alexandre de Gusmão,S,Via Pavimentada
8318,72796,1TR ALFREDO GAMA,1ª Travessa Alfredo Gama,1Tr Alfredo Gama,S,Via Pavimentada
11579,124648,1TR ALICE GOMES,1ª Travessa Alice Gomes,1Tr. Alice Gomes,N,Via Não Pavimentada
11557,121436,1TR ALTO BOM JESUS,1ª Travessa Alto Bom Jesus,1Tr Alto Bom Jesus,X,Não definida
10318,98809,1TR ALTO BRASIL,1ª Travessa Alto Brasil,1Tr Alto Brasil,X,Não definida
9136,82376,1TR ALTO DA BELA VISTA,1ª Travessa Alto da Bela Vista,1Tr Alto da Bela Vista,S,Via Pavimentada
2217,15156,1TR ALTO DA BICA,1ª Travessa Alto da Bica,1Tr Alto da Bica,X,Não definida
8293,72524,1TR ALTO DA BOA ESPERANCA,1ª Travessa Alto da Boa Esperança,1Tr Alto da Boa Esperanca,S,Via Pavimentada
8637,76295,1TR ALTO DO EUCALIPTO,1ª Travessa Alto do Eucalipto,1Tr Alto do Eucalipto,S,Via Pavimentada
11181,116165,1TR ALTO JEQUIRI,1ª Travessa Alto Jequiri,1Tr Alto Jequiri,X,Não definida
8235,71803,1TR ALTO JOSE BONIFACIO,1ª Travessa Alto José Bonifácio,1Tr Alto José Bonifacio,P,Via Parcialmente Pavimentada
10335,98990,1TR ALTO NOSSA SENHORA DE FATIMA,1ª Travessa Alto N S de Fatima,1Tr Alto Nossa Senhora de Fatima,S,Via Pavimentada
11021,113980,1TR AMERICA CISNEIROS,1ª Travessa América Cisneiros,1Tr America Cisneiros,S,Via Pavimentada
10690,111066,1TR ANA LIMA BRANDAO,1ª Travessa Ana Lima Brandão,1Tr Ana Lima Brandao,N,Via Não Pavimentada
9352,85235,1TR ANTONIO ANTAO DE CARVALHO  REIS,1ª Travessa Antônio Antão de Carvalho Reis,1Tr Antônio Antão de Carvalho Reis,N,Via Não Pavimentada
294,114430,1TR ANTONIO CAMELO,1ª Travessa Antônio Camelo,1Tr Antônio Camelo,S,Via Pavimentada
10528,107034,1TR ANTONIO CARNEIRO,1ª Travessa Antônio Carneiro,1Tr Antônio Carneiro,S,Via Pavimentada
8930,80004,1TR ANTONIO CORREIA DE ARAUJO,1ª Travessa Antônio Correia de Araújo,1Tr Antônio Correia de Araujo,N,Via Não Pavimentada
10714,110086,1TR ANTONIO PAES BARRETO,1ª Travessa Antônio Paes Barreto,1Tr Antônio Paes Barreto,X,Não definida
10462,100978,1TR ARACAGI,1ª Travessa Aracagi,1Tr Aracagi,X,Não definida
10612,108928,1TR ARISTONICO DE OLIVEIRA,1ª Travessa Aristônico de Oliveira,1Tr Aristonico de Oliveira,X,Não definida
9440,86088,1TR ARLINDA PEREIRA DE SANTANA,1ª Travessa Arlinda Pereira de Santana,1Tr Arlinda Pereira de Santana,X,Não definida
9912,91391,1TR ARLINDO CISNEIRO,1ª Travessa Arlindo Cisneiro,1Tr Arlindo Cisneiro,S,Via Pavimentada
8282,72400,1TR ARNALDO PAES DE ANDRADE,1ª Travessa Arnaldo Paes de Andrade,1Tr Arnaldo Paes de Andrade,S,Via Pavimentada
6832,57800,1TR ARNOLDO MAGALHAES,1ª Travessa Arnoldo Magalhães,1Tr Arnoldo Magalhães,P,Via Parcialmente Pavimentada
10826,111490,1TR ARY PETER,1ª Travessa Ary Peter,1Tr Ary Peter,S,Via Pavimentada
11252,117048,1TR ASA BRANCA,1ª Travessa Asa Branca,1Tr Asa Branca,S,Via Pavimentada
11335,118079,1TR ASSIS BRASIL,1ª Travessa Assis Brasil,1TR. ASSIS BRASIL,N,Via Não Pavimentada
8505,74667,1TR AVENCA,1ª Travessa Avenca,1Tr Avenca,S,Via Pavimentada
11401,118923,1TR BAMBU,1ª Travessa Bambu,1Tr Bambu,S,Via Pavimentada
8297,72591,1TR BARAO DO CAPIBARIBE,1ª Travessa Barão do Capibaribe,1Tr Barão do Capibaribe,P,Via Parcialmente Pavimentada
11199,116491,1TR BELEM DE JUDA,1ª Travessa Belém de Judá,1Tr Belem de Juda,N,Via Não Pavimentada
11317,117862,1TR BELMINO CORREIA,1ª Travessa Belmino Correia,1Tr Belmino Correia,X,Não definida
11453,119504,1TR BENICIO DIAS,1ª Travessa Benício Dias,1ª Trv. Benício Dias,S,Via Pavimentada
9268,84026,1TR BERLIM,1ª Travessa Berlim,1Tr Berlim,N,Via Não Pavimentada
8874,79324,1TR BEZINHA,1ª Travessa Bezinha,1Tr Bezinha,N,Via Não Pavimentada
11120,115193,1TR BOANERGES PEREIRA,1ª Travessa Boanerges Pereira,1Tr Boanerges Pereira,X,Não definida
10538,107581,1TR BOM DESTINO,1ª Travessa Bom Destino,1Tr Bom Destino,X,Não definida
6974,59951,1TR BRASILANDIA,1ª Travessa Brasilândia,1Tr Brasilandia,S,Via Pavimentada
10848,111759,1TR BUENO,1ª Travessa Bueno,1Tr Bueno,X,Não definida
9451,86231,1TR BULHOES MARQUES,1ª Travessa Bulhões Marques,1Tr Bulhoes Marques,S,Via Pavimentada
11128,115541,1TR CABO EUTROPIO,1ª Travessa Cabo Eutrópio,1Tr Cabo Eutropio,N,Via Não Pavimentada
11831,700339,1TR CABO EUTROPIO,1ª Travessa Cabo Eutrópio,1Tr Cabo Eutropio,N,Via Não Pavimentada
11251,117030,1TR CABO JOSE DA CONCEICAO,1ª Travessa Cabo José da Conceição,1Tr Cabo José da Conceição,N,Via Não Pavimentada
9246,83801,1TR CAMBARATIBA,1ª Travessa Cambaratiba,1Tr Cambaratiba,S,Via Pavimentada
10593,108707,1TR CAMBORIU,1ª Travessa Camboriu,1Tr Camboriu,S,Via Pavimentada
11745,125830,1TR CAMETA,1ª Travessa Cameta,1ª Trv. Cameta,X,Não definida
11813,138142,1TR CAMOCIM,1ª Travessa Camocim,1Tr Camocim,N,Via Não Pavimentada
11533,120979,1TR CAMPO DO BANGU,1ª Travessa Campo do Bangu,1Tr Campo do Bangu,S,Via Pavimentada
11180,116157,1TR CAMPO DO ONZE,1ª Travessa Campo do Onze,1Tr Campo do Onze,N,Via Não Pavimentada
11287,117579,1TR CAMPOS TABAIARES,1ª Travessa Campos Tabaiares,1Tr Campos Tabaiares,N,Via Não Pavimentada
11140,115673,1TR CANDIDO MENDES,1ª Travessa Cândido Mendes,1Tr Cândido Mendes,N,Via Não Pavimentada
11397,119121,1TR CANTORA DOLORES DURAN,1ª Travessa Cantora Dolores Duran,1ª Trv. Cantora Dolores Duran,S,Via Pavimentada
11379,118672,1TR CAPANEMA,1ª Travessa Capanema,1Tr Capanema,X,Não definida
11000,113743,1TR CARAIBA,1ª Travessa Caraiba,Trv 1Traversa Caraiba,X,Não definida
10919,112712,1TR CARIJOS,1ª Travessa carijos,1Tr Carijos,S,Via Pavimentada
8312,72737,1TR CARLOPILOS,1ª Travessa Carlópolis,1Tr Carlopilos,P,Via Parcialmente Pavimentada
11042,114278,1TR CARLOS GOMES,1ª Travessa Carlos Gomes,1Tr Carlos Gomes,X,Não definida
10239,97195,1TR CHA DE ALEGRIA,1ª Travessa Chã de Alegria,1Tr Cha de Alegria,X,Não definida
10595,108723,1TR CHAGAS FERREIRA,1ª Travessa Chagas Ferreira,1Tr Chagas Ferreira,N,Via Não Pavimentada
11265,117277,1TR CHALE,1ª Travessa chalé,1tr. Chalé,N,Via Não Pavimentada
9088,81841,1TR CHAPADA DO ARARIPE,1ª Travessa Chapada do Araripe,1Tr Chapada do Araripe,N,Via Não Pavimentada
11328,117994,1TR CHIADOR,1ª Travessa Chiador,1Tr Chiador,N,Via Não Pavimentada
7996,69159,1TR COMPOSITOR VINICIUS DE MORAIS,1ª Travessa Compositor Vinícius de Morais,1Tr Comp Vinicius de Morais,N,Via Não Pavimentada
11298,117676,1TR CONEGO JOSE FERNANDES MACHADO,1ª Travessa Cônego José Fernandes Machado,1Tr Conego José Fernandes Machado,S,Via Pavimentada
10554,107280,1TR CONTINENTAL,1ª Travessa Continental,1Tr Continental,X,Não definida
9124,82244,1TR CORIPOS,1ª Travessa Coripos,1Tr Coripos,X,Não definida
10996,113700,1TR COROADO,1ª Travessa Coroado,Trv 1 Traversa Coroado,S,Via Pavimentada
11642,124451,1TR CORONEL FERNANDO MACHADO,1ª Travessa Coronel Fernando Machado,1Tr Cel. Fernando Machado,N,Via Não Pavimentada
10598,108766,1TR CORONEL MIZAEL DE MENDONCA,1ª Travessa Coronel Mizael de Mendonça,1Tr Cel Mizael de Mendonca,N,Via Não Pavimentada
293,100137,1TR CORREGO DA AREIA,1ª Travessa Córrego da Areia,1Tr Corrego da Areia,X,Não definida
8848,78913,1TR CORREGO DO CARROCEIRO,1ª Travessa Córrego do Carroceiro,1Tr Corrego do Carroceiro,X,Não definida
5412,44580,1TR CORREGO DO CURIO,1ª Travessa Córrego do Curio,1Tr Corrego do Curio,X,Não definida
11012,113875,1TR CORREGO DO DEODATO,1ª Travessa Córrego do Deodato,1Tr Corrego do Deodato,S,Via Pavimentada
10824,111473,1TR CORREGO DO EUCLIDES,1ª Travessa Córrego do Euclides,1Tr Corrego do Euclides,S,Via Pavimentada
10504,106020,1TR CORREGO NOVO,1ª Travessa Córrego Novo,1Tr Corrego Novo,N,Via Não Pavimentada
10090,94773,1TR CORREGO SAO JOSE,1ª Travessa Córrego São José,1Tr Corrego São José,S,Via Pavimentada
9129,82295,1TR CUSTODIA,1ª Travessa Custódia,1Tr Custodia,S,Via Pavimentada
4893,39748,1TR DA ALEGRIA,1ª Travessa da Alegria,1Tr da Alegria,S,Via Pavimentada
8255,72079,1TR DA APARECIDA,1ª Travessa da Aparecida,1Tr da Aparecida,N,Via Não Pavimentada
134,24635,1TR DA CAIXA D'AGUA,1ª Travessa da Caixa D`Água,1Tr da Caixa D`Água,N,Via Não Pavimentada
9443,86134,1TR DA CAMPINAS,1ª Travessa da Campinas,1Tr da Campinas,X,Não definida
2014,12963,1TR DA CORDILHEIRA,1ª Travessa da Cordilheira,1Tr da Cordilheira,S,Via Pavimentada
10717,110116,1TR DA ESTRADA DOS PINTOS,1ª Travessa da Estrada dos Pintos,1Tr da Estrada Dos Pintos,X,Não definida
6380,53295,1TR DA FASE,1ª Travessa da FASE,1Tr da Fase,N,Via Não Pavimentada
8420,74136,1TR DA HOLMES FONTES,1ª Travessa da Holmes Fontes,1Tr da Holmes Fontes,S,Via Pavimentada
4650,37559,1TR DA ITAPICURU,1ª Travessa da Itapicuru,1Tr da Itapicuru,X,Não definida
10665,109983,1TR DANIEL ANTONIO RODRIGUES,1ª Travessa Daniel Antônio Rodrigues,1Tr Daniel Antônio Rodrigues,X,Não definida
10489,101362,1TR DA PAZ,1ª Travessa da Paz,1Tr da Paz,N,Via Não Pavimentada
11504,120685,1TR DA PAZ,1ª Travessa da Paz,1Tr da Paz,X,Não definida
10509,101486,1TR DA RECUPERACAO,1ª Travessa da Recuperação,1Tr da Recuperacao,P,Via Parcialmente Pavimentada
6591,55182,1TR DAS PALMEIRAS,1ª Travessa das Palmeiras,1Tr das Palmeiras,S,Via Pavimentada
11656,124591,1TR DA UNIAO,1ª Travessa da União,1ª Trav. da União,S,Via Pavimentada
10813,111350,1TR DEODORO DA FONSECA,1ª Travessa Deodoro da Fonseca,1Tr Deodoro da Fonseca,S,Via Pavimentada
10429,100633,1TR DEPUTADO GOMES DE SA,1ª Travessa Deputado Gomes de Sá,1Tr Dep Gomes de Sa,X,Não definida
10782,110868,1TR DES PEDRO RIBEIRO MALTA,1ª Travessa Desembargador Pedro Ribeiro Malta,1Tr Des Pedro Ribeiro Malta,N,Via Não Pavimentada
2317,15954,1TR DES RODOLFO AURELIANO,1ª Travessa Desembargador Rodolfo Aureliano,1ª Tr Des Rodolfo Aureliano,N,Via Não Pavimentada
5296,43460,1TR DIADEMA,1ª Travessa Diadema,1Tr Diadema,X,Não definida
10490,101370,1TR DIAMANTE,1ª Travessa Diamante,1Tr Diamante,X,Não definida
5274,43354,1TR DINOPOLIS,1ª Travessa Dinópolis,1Tr Dinópolis,N,Via Não Pavimentada
521,72346,1TR DO ARANDU,1ª Travessa do Arandu,1Tr do Arandu,S,Via Pavimentada
11268,117315,1TR DO CAMPO,1ª Travessa do Campo,1Tr do Campo,N,Via Não Pavimentada
2054,13331,1TR DO CANAL,1ª Travessa do Canal,1Tr do Canal,X,Não definida
8206,71528,1TR DO CORREGO DA CALMA,1ª Travessa do Córrego da Calma,1Tr do Corrego da Calma,S,Via Pavimentada
11605,122009,1TR DO DENDE,1ª Travessa do Dende,1Tr do Dende,X,Não definida
11250,117021,1TR DOIS RIOS,1ª Travessa Dois Rios,1Tr Dois Rios,S,Via Pavimentada
11131,115584,1TR DO LIRIO,1ª Travessa do Lirio,1Tr do Lirio,N,Via Não Pavimentada
4128,32816,1TR DOM FELICIANO,1ª Travessa Dom Feliciano,1Tr Dom Feliciano,S,Via Pavimentada
9899,91235,1TR DO MUSSU,1ª Travessa do Mussu,1Tr do Mussu,N,Via Não Pavimentada
705,1481,1TR DONA BENVINDA DE FARIAS,1ª Travessa Dona Benvida de Farias,1ª Tr D. Benvinda de Farias,N,Via Não Pavimentada
11117,115169,1TR DONA CARENTINA,1ª Travessa Dona Carentina,1Tr Dona Carentina,S,Via Pavimentada
10933,114111,1TR DONA MARGARIDA,1ª Travessa Dona Margarida,Trv 1 Traversa Dona Margarida,N,Via Não Pavimentada
3537,27162,1TR DO OLIMPIO,1ª Travessa do Olímpio,1Tr do Olimpio,X,Não definida
11851,701211,1TR DO OLIVEIRA,1ª Travessa do Oliveira,1Tr do Oliveira,X,Não definida
10784,110884,1TR DOS MILAGRES,1ª Travessa Dos Milagres,1ª Tr Dos Milagres,N,Via Não Pavimentada
8300,72800,1TR DOS PRAZERES,1ª Travessa dos Prazeres,1ª Tr dos Prazeres,S,Via Pavimentada
10413,100358,1TR DOUTOR FELIX MENDONçA,1ª Travessa Doutor Felix Mendonça,1Tr Dr Felix Mendonça,X,Não definida
10687,111015,1TR DOZE DE JUNHO,1ª Travessa Doze de Junho,1ª Trv Doze de Junho,N,Via Não Pavimentada
9202,83151,1TR DR ADELINO FILHO,1ª Travessa Dr Adelino Filho,1Tr Dr Adelino Filho,N,Via Não Pavimentada
10942,112917,1TR DR ARSENIO TAVARES,1ª Travessa Dr. Arsênio Tavares,1ª Trv. Dr. Arsênio Tavares,S,Via Pavimentada
9410,85782,1TR DR LUIZ RAMOS LEAL,1ª Travessa Dr Luiz Ramos Leal,1Tr Dr Luiz Ramos Leal,N,Via Não Pavimentada
9079,81728,1TR DR TOME DIAS,1ª Travessa Dr Tomé Dias,1Tr Dr Tome Dias,S,Via Pavimentada
11322,117900,1TR EDEIA,1ª Travessa Edeia,1ª Trv. Edeia,S,Via Pavimentada
11357,118443,1TR EDVALDO DE OLIVEIRA,1ª Travessa Edvaldo de Oliveira,1Tr Edvaldo de Oliveira,X,Não definida
11144,115738,1TR EMILIO MONTEIRO FONSECA,1ª Travessa Emilio Monteiro Fonseca,1Tr Emilio Monteiro Fonseca,N,Via Não Pavimentada
9272,84050,1TR ENGENHEIRO ABDIAS DE CARVALHO,1ª Travessa Engenheiro Abdias de Carvalho,1Tr Eng Abdias de Carvalho,S,Via Pavimentada
11428,119237,1TR ERNESTO DE PAULA SANTOS,1ª Travessa Ernesto de Paula Santos,1tr.Ernesto de Paula Santos,X,Não definida
10907,112550,1TR ERUNDINA NEGREIROS DE ARAUJO,1ª Travessa Erundina Negreiros de Araujo,1Tr Erundina Negreiros de Araujo,S,Via Pavimentada
10950,113093,1TR ESTRADA DO CURADO,1ª Travessa Estrada do Curado,1Tr Estrada do Curado,X,Não definida
10182,96296,1TR FAGUNDES,1ª Travessa Fagundes,1Tr Fagundes,S,Via Pavimentada
11070,114561,1TR FAUSTO RABELO,1ª Travessa Fausto Rabelo,1Tr Fausto Rabelo,X,Não definida
6141,51110,1TR FEACA,1ª Travessa FEACA,1Tr Feaca,N,Via Não Pavimentada
3986,31321,1TR FELICIANO CASTILHO,1ª Travessa Feliciano Castilho,1Tr Feliciano Castilho,X,Não definida
8321,72834,1TR FERNANDINHO,1ª Travessa Fernandinho,1Tr Fernandinho,S,Via Pavimentada
10603,108855,1TR FERNANDO AECIO G SOUZA,1ª Travessa Fernando Aécio G Souza,1Tr Fernando Aecio G Souza,N,Via Não Pavimentada
8317,72788,1TR FERRAZ DE VASCONCELOS,1ª Travessa Ferraz de Vasconcelos,1Tr Ferraz de Vasconcelos,S,Via Pavimentada
11115,115134,1TR FLOR DO SERTAO,1ª Travessa Flor do Sertao,1Tr Flor do Sertao,N,Via Não Pavimentada
4841,39373,1TR FLORES DO ORIENTE,1ª Travessa Flores do Oriente,1Tr Flores do Oriente,S,Via Pavimentada
10492,101400,1TR FORMOSA,1ª Travessa Formosa,1Tr. Formosa,N,Via Não Pavimentada
11657,124613,1TR FRANCISCO PASSOS,1ª Travessa Francisco Passos,1Tr. Francisco Passos,N,Via Não Pavimentada
8635,76279,1TR FREDERICO OZANAN,1ª Travessa Frederico Ozanan,1Tr Frederico Ozanan,S,Via Pavimentada
8600,75809,1TR FREI CASSIMIRO,1ª Travessa Frei Cassimiro,1Tr Frei Cassimiro,S,Via Pavimentada
11494,120570,1TR FREI DAMIAO,1ª Travessa Frei Damiao,1Tr Frei Damiao,X,Não definida
11404,118966,1TR FRUTUOSO GOMES,1ª Travessa Frutuoso Gomes,1Tr Frutuoso Gomes,X,Não definida
10991,113654,1TR FRUTUOSO GOMES,1ª Travessa Frutuoso Gomes,1ª Trv Frutuoso Gomes,N,Via Não Pavimentada
332,126187,1TR GALILEIA,1ª Travessa Galiléia,1ª Tr. Galiléia,N,Via Não Pavimentada
11838,700592,1TR GENERAL MENA BARRETO,1ª Travessa General Mena Barreto,1Tr Gal Mena Barreto,X,Não definida
9055,81477,1TR GENERAL SOUZA GOMES,1ª Travessa General Souza Gomes,1Tr Gal Souza Gomes,N,Via Não Pavimentada
11350,118354,1TR GETULIO VARGAS,1ª Travessa Getulio Vargas,1Tr Getulio Vargas,S,Via Pavimentada
11164,115940,1TR GOIANIRA,1ª Travessa Goianira,1Tr Goianira,N,Via Não Pavimentada
11116,115150,1TR GOVERNADOR ROBERTO SILVEIRA,1ª Travessa Governador Roberto Silveira,1Tr Gov Roberto Silveira,X,Não definida
10988,113620,1TR GRAVATA,1ª Travessa Gravatá,Trv 1 Traversa Gravata,X,Não definida
10625,109673,1TR GREGORIO JUNIOR,1ª Travessa Gregório Júnior,1Tr Gregorio Junior,S,Via Pavimentada
10524,101656,1TR GUARULHOS,1ª Travessa Guarulhos,1Tr Guarulhos,X,Não definida
10069,94412,1TR HERMILIO GOMES,1ª Travessa Hermílio Gomes,1ª Trv. Hermílio Gomes,P,Via Parcialmente Pavimentada
10818,111392,1TR HIDROLANDIA,1ª Travessa Hidrolândia,1Tr Hidrolândia,N,Via Não Pavimentada
8140,70769,1TR INTERLANDIA,1ª Travessa Interlandia,1Tr Interlandia,N,Via Não Pavimentada
69,115290,1TR JAGUARE,1ª Travessa Jaguare,1Tr Jaguare,X,Não definida
11407,119008,1TR JOAO CABRAL DE MELO NETO,1ª Travessa João Cabral de Melo Neto,1Tr João Cabral de Melo Neto,P,Via Parcialmente Pavimentada
11601,121878,1TR JOAO CAVALCANTI PETRIBU,1ª Travessa João Cavalcanti Petribu,1Tr João Cavalcanti Petribu,N,Via Não Pavimentada
8009,69396,1TR JOAO CORREIA FILHO,1ª Travessa João Correia Filho,1Tr João Correia Filho,S,Via Pavimentada
10155,96059,1TR JOAQUIM DA SILVA CALDAS,1ª Travessa Joaquim da Silva Caldas,1Tr Joaquim da Silva Caldas,S,Via Pavimentada
11103,114979,1TR JOHN BISPO,1ª Travessa John Bispo,1Tr John Bispo,S,Via Pavimentada
315,119628,1TR JONHATHAS DE VASCONCELOS,1ª Travessa Jonhathas de Vasconcelos,1tr. Jonhathas de Vasconcelos,X,Não definida
11497,120618,1TR JORNALISTA COSTA PORTO,1ª Travessa Jornalista Costa Porto,1Tr Jorn Costa Porto,N,Via Não Pavimentada
10681,110051,1TR JOSE DA SILVA LUCENA,1ª Travessa José da Silva Lucena,1Tr José da Silva Lucena,X,Não definida
10706,115380,1TR JOSE FIRMO PIRES,1ª Travessa José Firmo Pires,1ª Trv. José Firmo Pires,X,Não definida
11111,115061,1TR JOSE MARTORANO,1ª Travessa José Martorano,1Tr José Martorano,X,Não definida
9165,82651,1TR JOSE MENEZES DE LYRA FILHO,1ª Travessa José Menezes de Lyra Filho,1ª Tr. José Menezes de Lyra Filho,N,Via Não Pavimentada
6095,50792,1TR JUSTICA E PAZ,1ª Travessa Justiça e Paz,1Tr Justica e Paz,N,Via Não Pavimentada
10917,112690,1TR LADEIRA DO BARTOLOMEU,1ª Travessa ladeira do bartolomeu,1Tr Ladeira do Bartolomeu,S,Via Pavimentada
8739,77712,1TR LAGE DE UNA,1ª Travessa Laje de Una,1Tr. Laje de Una,N,Via Não Pavimentada
11045,114308,1TR LAVRINHAS,1ª Travessa Lavrinhas,1Tr Lavrinhas,S,Via Pavimentada
11514,120944,1TR LEAL,1ª Travessa Leal,1Tr Leal,X,Não definida
11846,701025,1TR LEDINHA,1ª Travessa Ledinha,1Tr Ledinha,S,Via Pavimentada
10947,113069,1TR LEONCIO RODRIGUES,1ª Travessa Leoncio Rodrigues,1Tr Leoncio Rodrigues,S,Via Pavimentada
11275,117439,1TR LEOPOLDO BULHOES,1ª Travessa Leopoldo Bulhões,1Tr Leopoldo Bulhoes,X,Não definida
1303,6580,1TR LIBERDADE,1ª Travessa Liberdade,1Tr Liberdade,S,Via Pavimentada
10806,111279,1TR LISBOA,1ª Travessa Lisboa,1Tr Lisboa,S,Via Pavimentada
11650,124540,1TR LUIS EURICO TEJERA LISBOA,1ª Travessa Luiz Eurico Tejera Lisboa,1Tr.  Luiz Eurico Tejera Lisboa,S,Via Pavimentada
10751,110426,1TR LUIZ SOUTO DOURADO,1ª Travessa Luiz Souto Dourado,1Tr Luiz Souto Dourado,X,Não definida
10685,112895,1TR LUPERCIO,1ª Travessa  Lupércio,1ªTrv. Lupércio,N,Via Não Pavimentada
11067,114537,1TR MAJOR MARIO PORTELA,1ª Travessa Major Mario Portela,1Tr Major Mario Portela,S,Via Pavimentada
8944,80144,1TR MANDACARU,1ª Travessa Mandacaru,1Tr Mandacaru,S,Via Pavimentada
10641,109827,1TR MANOEL GONCALVES DA LUZ,1ª Travessa Manoel Gonçalves da Luz,1Tr Manoel Gonçalves da Luz,S,Via Pavimentada
558,280,1TR MANUEL SALVADOR,1ª Travessa Manuel Salvador,1Tr Manuel Salvador,N,Via Não Pavimentada
9660,87971,1TR MARAGOGIPE,1ª Travessa Maragogipe,1Tr Maragogipe,N,Via Não Pavimentada
2174,14745,1TR MARCIA MENDES,1ª Travessa Marcia Mendes,1Tr Marcia Mendes,N,Via Não Pavimentada
11730,125776,1TR MARECHAL BITTENCOUT,1ª Travessa Marechal Bittencout,1tr. Marechal Bittencout,X,Não definida
8135,70882,1TR MARQUES DE BAIPENDI,1ª Travessa Marquês de Baipendi,1Tr Marques de Baipendi,S,Via Pavimentada
10322,98868,1TR MERCURIO,1ª Travessa Mercurio,1Tr Mercurio,S,Via Pavimentada
10923,112755,1TR MONTEREY,1ª Travessa Monterey,1Tr Monterey,S,Via Pavimentada
11225,116769,1TR MORRO DO PILAR,1ª Travessa Morro do Pilar,1Tr Morro do Pilar,P,Via Parcialmente Pavimentada
10948,113077,1TR NELSON DE SENA,1ª Travessa Nelson de Sena,1Tr Nelson de Sena,N,Via Não Pavimentada
7983,68870,1TR N S DOS PRAZERES,1ª Travessa Nossa Senhora dos Prazeres,1ª Tr N. Srª dos Prazeres,N,Via Não Pavimentada
8880,79405,1TR N S DA PENHA,1ª Travessa N S da Penha,1Tr N S da Penha,X,Não definida
11530,121258,1TR OTAVIANO DE ALMEIDA ROSA,1ª Travessa Otaviano de Almeida Rosa,1Tr Otaviano de Almeida Rosa,S,Via Pavimentada
11197,116424,1TR PADRE MOSCA DE CARVALHO,1ª Travessa padre mosca de carvalho,1Tr padre mosca de carvalho,S,Via Pavimentada
11093,114855,1TR PADRE ANTONIO PRADO,1ª Travessa Padre Mosca de Carvalho,1Tr Padre Mosca de Carvalho,N,Via Não Pavimentada
1678,10103,1TR PAJUSSARA,1ª Travessa Pajussara,1ª Tr Pajussara,X,Não definida
11371,118583,1TR PARNAGUA,1ª Travessa Parnagua,1Tr Parnagua,X,Não definida
11565,121517,1TR PARQUE SANTA MARIA,1ª Travessa Parque Santa Maria,1Tr  Parque Stª Maria,N,Via Não Pavimentada
10802,111244,1TR PASTOR BENOBY CARVALHO DE SOUZA,1ª Travessa Pastor Benoby Carvalho de Souza,1Tr Pastor Benoby Carvalho de Souza,S,Via Pavimentada
10867,111902,1TR PEDRO BATISTA,1ª Travessa Pedro Batista,1Tr Pedro Batista,S,Via Pavimentada
11288,117587,1TR PELOPIDAS ARROUXELAS GALVAO,1ª Travessa Pelópidas Arrouxelas Galvão,1Tr Pelopidas Arrouxelas Galvao,X,Não definida
11519,120820,1TR PEREIRA BARRETO,1ª Travessa Pereira Barreto,1Tr Pereira Barreto,X,Não definida
