id,code,name_concatenated,official_name,short_name,pavement_code,pavement_description
1295,6513,RUA APINAGES,Rua Apinagés,R. Apinages,S,Via Pavimentada
1299,6548,RUA APIUNA,Rua Apiuna,R. Apiuna,S,Via Pavimentada
9464,86428,RUA APIXUNA,Rua Apixuna,R. Apixuna,N,Via Não Pavimentada
6084,50695,RUA APOCALIPSE,Rua Apocalípse,R. Apocalipse,S,Via Pavimentada
1304,6599,RUA APORE,Rua Apore,R. Apore,N,Via Não Pavimentada
1305,6602,RUA APOREMA,Rua Aporema,R. Aporema,S,Via Pavimentada
1306,6610,RUA APOTI,Rua Apoti,R. Apoti,S,Via Pavimentada
1307,6629,RUA APRIGIO ALVES,Rua Aprígio Alves,R. Aprigio Alves,S,Via Pavimentada
1308,6637,RUA APRIGIO GUIMARAES,Rua Aprígio Guimarães,R. Aprigio Guimaraes,S,Via Pavimentada
9998,92533,RUA PROFESSOR ARTUR COUTINHO,Ruaa Professor Artur Coutinho,R. Prof Artur Coutinho,P,Via Parcialmente Pavimentada
1311,6661,RUA APUCARANA,Rua Apucarana,R. Apucarana,S,Via Pavimentada
9821,90247,RUA APUIARES,Rua Apuiarés,R. Apuiares,N,Via Não Pavimentada
1313,6670,RUA APULCRO DE ASSUNCAO,Rua Apulcro de Assunção,R. Apulcro de Assuncao,S,Via Pavimentada
1315,6688,RUA APULEU VIEIRA,Rua Apuleu Vieira,R. Apuleu Vieira,S,Via Pavimentada
1316,6696,RUA APURA,Rua Apurá,R. Apura,S,Via Pavimentada
1317,6700,RUA APUREMA,Rua Apurema,R. Apurema,S,Via Pavimentada
1318,6718,RUA AQUARIUS,Rua Aquárius,R. Aquárius,S,Via Pavimentada
1324,6742,RUA AQUIDABA,Rua Aquidaba,R. Aquidaba,S,Via Pavimentada
1325,6750,RUA AQUIDAUANA,Rua Aquidauana,R. Aquidauana,P,Via Parcialmente Pavimentada
1322,6734,RUA AQUIRAZ,Rua Aquiraz,R. Aquiraz,S,Via Pavimentada
8862,79162,RUA ARA,Rua Ara,R. Ara,X,Não definida
1328,6785,RUA ARABAIANA,Rua Arabaiana,R. Arabaiana,S,Via Pavimentada
9906,91359,RUA ARABARY,Rua Arabary,R. Arabary,S,Via Pavimentada
1329,6807,RUA ARABELA,Rua Arabela,R. Arabela,S,Via Pavimentada
1330,6815,RUA ARABIDE,Rua Arabidé,R. Arabide,S,Via Pavimentada
1332,6823,RUA ARABUTA,Rua Arabutá,R. Arabutá,S,Via Pavimentada
9643,87823,RUA ARABUTA,Rua Arabutã,R. Arabutã,S,Via Pavimentada
9822,90255,RUA ARACACU,Rua Aracaçu,R. Aracacu,N,Via Não Pavimentada
1320,6912,RUA ARACAGI,Rua Aracagi,R. Aracagi,S,Via Pavimentada
9873,90794,RUA ARACAI,Rua Aracai,R. Aracai,X,Não definida
8973,80446,RUA ARACAI,Rua Aracai,R. Aracai,S,Via Pavimentada
1333,6831,RUA ARACAIBA,Rua Aracaiba,R. Aracaiba,S,Via Pavimentada
1337,6866,RUA ARACAJU,Rua Aracaju,R. Aracaju,S,Via Pavimentada
2929,21547,RUA ARACAJU,Rua Aracajú,R. Aracaju,N,Via Não Pavimentada
3853,30066,RUA ARACAJU,Rua Aracajú,R. Aracaju,N,Via Não Pavimentada
1340,6890,RUA ARACARI,Rua Aracari,R. Aracari,P,Via Parcialmente Pavimentada
1342,6904,RUA ARACATI,Rua Aracati,R. Aracati,N,Via Não Pavimentada
1334,6840,RUA ARACATIARA,Rua Aracatiara,R. Aracatiara,S,Via Pavimentada
1343,6920,RUA ARACATIBA,Rua Araçatiba,R. Aracatiba,X,Não definida
1335,6858,RUA ARACATU,Rua Aracatu,R. Aracatu,S,Via Pavimentada
1,6939,RUA ARACATUBA,Rua Araçatuba,R. Aracatuba,S,Via Pavimentada
2,6947,RUA ARACE,Rua Arace,R. Arace,S,Via Pavimentada
9159,82597,RUA ARACI,Rua Araci,R. Araci,S,Via Pavimentada
1345,6980,RUA ARACITABA,Rua Aracitaba,R. Aracitaba,S,Via Pavimentada
3,6955,RUA ARACOIABA,Rua Araçoiaba,R. Aracoiaba,X,Não definida
1346,6998,RUA ARACRUZ,Rua Aracruz,R. Aracruz,S,Via Pavimentada
10760,110558,RUA ARACUAN,Rua Aracuan,R. Aracuan,N,Via Não Pavimentada
434,7030,RUA ARAGARCAS,Rua Aragarcas,R. Aragarcas,S,Via Pavimentada
1350,7048,RUA ARAGOIANIA,Rua Aragoiânia,R. Aragoiania,S,Via Pavimentada
5313,43672,RUA ARAGOMINAS,Rua Aragominas,R. Aragominas,N,Via Não Pavimentada
1351,7056,RUA ARAGUACEMA,Rua Araguacema,R. Araguacema,N,Via Não Pavimentada
7995,69140,RUA ARAGUACI,Rua Araguaci,R. Araguaci,S,Via Pavimentada
5973,49603,RUA ARAGUACU,Rua Araguacu,R. Araguacu,N,Via Não Pavimentada
9823,90263,RUA ARAGUACUI,Rua Araguaçuí,R. Araguacui,N,Via Não Pavimentada
2106,13811,RUA ARAGUAIA,Rua Araguaia,R. Araguaia,N,Via Não Pavimentada
1262,7064,RUA ARAGUAIA,Rua Araguaia,R. Araguaia,P,Via Parcialmente Pavimentada
1352,7072,RUA ARAGUAINA,Rua Araguaina,R. Araguaina,S,Via Pavimentada
1355,7099,RUA ARAGUANA,Rua Araguana,R. Araguana,S,Via Pavimentada
1357,7110,RUA ARAGUARI,Rua Araguari,R. Araguari,S,Via Pavimentada
1264,7129,RUA ARAGUATINS,Rua Araguatins,R. Araguatins,S,Via Pavimentada
9824,90271,RUA ARAMACA,Rua Aramaçá,R. Aramaca,N,Via Não Pavimentada
381,91146,RUA ARAMARI,Rua Aramari,R. Aramari,S,Via Pavimentada
1359,7153,RUA ARAMBORE,Rua Aramboré,R. Arambore,S,Via Pavimentada
1360,7161,RUA ARAMINA,Rua Aramina,R. Aramina,S,Via Pavimentada
1361,7170,RUA ARAMIRIM,Rua Aramirim,R. Aramirim,S,Via Pavimentada
1277,7188,RUA ARANA,Rua Araná,R. Arana,S,Via Pavimentada
10328,98922,RUA ARANDU,Rua Arandu,R. Arandu,S,Via Pavimentada
1321,7200,RUA ARANTINA,Rua Arantina,R. Arantina,X,Não definida
1362,7218,RUA ARAO BOTLER,Rua Arão Botler,R.  Arão Botler,S,Via Pavimentada
1364,7226,RUA ARAPA,Rua Arapá,R. Arapa,X,Não definida
1365,7234,RUA ARAPARI,Rua Arapari,R. Arapari,S,Via Pavimentada
1366,7242,RUA ARAPIRACA,Rua Arapiraca,R. Arapiraca,S,Via Pavimentada
9825,90280,RUA ARAPIXI,Rua Arapixi,R. Arapixi,N,Via Não Pavimentada
1368,7250,RUA ARAPIXUNA,Rua Arapixuna,R. Arapixuna,S,Via Pavimentada
1371,7269,RUA ARAPOEMA,Rua Arapoema,R. Arapoema,N,Via Não Pavimentada
1372,7277,RUA ARAPONA,Rua Araponã,R. Arapona,S,Via Pavimentada
1373,7285,RUA ARAPONGAS,Rua Arapongas,R. Arapongas,S,Via Pavimentada
9551,87157,RUA ARAPORE,Rua Araporé,R. Arapore,X,Não definida
1375,7307,RUA ARAPOTI,Rua Arapoti,R. Arapoti,P,Via Parcialmente Pavimentada
1376,7315,RUA ARAPUA,Rua Arapuã,R. Arapua,S,Via Pavimentada
10212,96709,RUA ARAQUEM,Rua Araquém,R. Araquem,S,Via Pavimentada
527,76651,RUA ARARA,Rua Arara,R. Arara,N,Via Não Pavimentada
7829,67148,RUA ARARA,Rua Arara,R. Arara,N,Via Não Pavimentada
1377,7331,RUA ARARANGUA,Rua Araranguá,R. Ararangua,S,Via Pavimentada
1378,7340,RUA ARARAQUARA,Rua Araraquara,R. Araraquara,S,Via Pavimentada
9826,90298,RUA ARARENDA,Rua Ararendá,R. Ararenda,N,Via Não Pavimentada
1380,7366,RUA ARARI,Rua Arari,R. Arari,S,Via Pavimentada
1381,7374,RUA ARARIBA,Rua Araribá,R. Arariba,S,Via Pavimentada
1234,7382,RUA ARARIBOIA,Rua Araribóia,R. Arariboia,N,Via Não Pavimentada
463,7404,RUA ARARIPE,Rua Araripe,R. Araripe,S,Via Pavimentada
1382,7412,RUA ARARIPE JUNIOR,Rua Araripe Júnior,R. Araripe Junior,S,Via Pavimentada
1383,7420,RUA ARARIPINA,Rua Araripina,R. Araripina,S,Via Pavimentada
10475,101214,RUA ARARUAMA,Rua Araruama,R. Araruama,X,Não definida
1386,7447,RUA ARARUBA,Rua Ararubá,R. Araruba,S,Via Pavimentada
9827,90301,RUA ARARUIPE,Rua Araruípe,R. Araruipe,N,Via Não Pavimentada
1387,7455,RUA ARARUNA,Rua Araruna,R. Araruna,S,Via Pavimentada
1389,7471,RUA ARATAMA,Rua Aratama,R. Aratama,P,Via Parcialmente Pavimentada
168,32026,RUA ARATIBA,Rua Aratiba,R. Aratiba,S,Via Pavimentada
1393,7528,RUA ARATINGA,Rua Aratinga,R. Aratinga,S,Via Pavimentada
1394,7536,RUA ARATUBA,Rua Aratuba,R. Aratuba,S,Via Pavimentada
9828,90310,RUA ARAUA,Rua Arauá,R. Araua,N,Via Não Pavimentada
1397,7552,RUA ARAUNA,Rua Araúna,R. Arauna,S,Via Pavimentada
7971,68683,RUA ARAXA,Rua Araxá,R. Araxa,X,Não definida
1398,7560,RUA ARAXA,Rua Araxá,R. Araxa,N,Via Não Pavimentada
2639,18830,RUA ARCA DA ALIANCA,Rua Arca da Aliança,R. Arca da Aliança,S,Via Pavimentada
3283,24872,RUA ARCA DE NOE,Rua Arca de Noé,R. Arca de Noé,S,Via Pavimentada
1399,7579,RUA ARCANGELO,Rua Arcângelo,R. Arcangelo,S,Via Pavimentada
9874,90816,RUA ARCEBURGO,Rua Arceburgo,R. Arceburgo,S,Via Pavimentada
1406,7609,RUA ARCELINA DE OLIVEIRA,Rua Arcelina de Oliveira,R. Arcelina de Oliveira,S,Via Pavimentada
10037,93416,RUA ARCO IRIS,Rua Arco Íris,R. Arco Iris,N,Via Não Pavimentada
1410,7633,RUA ARCOVERDE,Rua Arcoverde,R. Arcoverde,S,Via Pavimentada
1413,7650,RUA AREALVA,Rua Arealva,R. Arealva,S,Via Pavimentada
1416,7676,RUA AREIA BRANCA,Rua Areia Branca,R. Areia Branca,N,Via Não Pavimentada
1418,7692,RUA ARENOPOLIS,Rua Arenópolis,R. Arenopolis,S,Via Pavimentada
1420,7714,RUA ARES,Rua Arês,R. Ares,S,Via Pavimentada
1422,7722,RUA ARGEMIRO GALVAO,Rua Argemiro Galvão,R. Argemiro Galvao,N,Via Não Pavimentada
1423,7730,RUA ARGEMIRO MIRANDA,Rua Argemiro Miranda,R. Argemiro Miranda,S,Via Pavimentada
1425,7757,RUA ARGERITA,Rua Argerita,R. Argerita,S,Via Pavimentada
1426,7765,RUA ARGINA AGUIAR,Rua Argina Aguiar,R. Argina Aguiar,S,Via Pavimentada
370,91030,RUA ARIADO,Rua Ariado,R. Ariado,X,Não definida
1428,7773,RUA ARIAU,Rua Ariau,R. Ariau,S,Via Pavimentada
1429,7781,RUA ARI BARROSO,Rua Ari Barroso,R. Ari Barroso,S,Via Pavimentada
1434,7820,RUA ARIMA,Rua Arimã,R. Arima,S,Via Pavimentada
368,91014,RUA ARINOS,Rua Arinos,R. Arinos,X,Não definida
4872,79189,RUA ARIOCO,Rua Ariocó,R. Arioco,X,Não definida
100,7846,RUA ARIPIBU,Rua Aripibu,R. Aripibu,S,Via Pavimentada
102,7854,RUA ARIPUANA,Rua Aripuanã,R. Aripuana,N,Via Não Pavimentada
10814,111368,RUA ARISTARCHO DOURADO DE AZEVEDO,Rua  Aristarcho Dourado de Azevedo,R. Aristarcho Dourado de Azevedo,N,Via Não Pavimentada
1344,7862,RUA ARISTARCHO LOPES,Rua Aristarcho Lopes,R. Aristarcho Lopes,S,Via Pavimentada
1412,7870,RUA ARISTARCO PAVAO,Rua Aristarco Pavão,R. Aristarco Pavao,N,Via Não Pavimentada
1438,7889,RUA ARISTIDES LOBO,Rua Aristides Lobo,R. Aristides Lobo,S,Via Pavimentada
1440,7897,RUA ARISTIDES MUNIZ,Rua Aristides Muniz,R. Aristides Muniz,S,Via Pavimentada
8948,80187,RUA ARISTONICO OLIVEIRA,Rua Aristõnico Oliveira,R. Aristonico Oliveira,P,Via Parcialmente Pavimentada
1442,7919,RUA ARISTOTELES AMORIM DE SANTANA,Rua Aristoteles Amorim de Santana,R. Aristoteles Amorim de Santana,P,Via Parcialmente Pavimentada
1444,7935,RUA ARIZONA,Rua Arizona,R. Arizona,S,Via Pavimentada
9434,86061,RUA ARLINDA PEREIRA DE SANTANA,Rua Arlinda Pereira de Santana,R. Arlinda Pereira de Santana,N,Via Não Pavimentada
1402,7943,RUA ARLINDO CISNEIRO,Rua Arlindo Cisneiros,R. Arlindo Cisneiro,S,Via Pavimentada
1445,7951,RUA ARLINDO GOUVEIA,Rua Arlindo Gouveia,R. Arlindo Gouveia,S,Via Pavimentada
3699,28649,RUA ARLINDO MELO,Rua Arlíndo Melo,R. Arlindo Melo,P,Via Parcialmente Pavimentada
11776,126926,RUA ARLINDO RAMOS PEREIRA,RUA ARLINDO RAMOS PEREIRA,R. Arlindo Ramos Pereira,S,Via Pavimentada
1446,7960,RUA ARLINDO SA,Rua Arlindo Sá,R. Arlindo Sa,S,Via Pavimentada
1447,7978,RUA ARMANDO BURLE,Rua Armando Burle,R. Armando Burle,P,Via Parcialmente Pavimentada
8450,74268,RUA ARMANDO DA FONTE,Rua Armando da Fonte,R. Armando da Fonte,X,Não definida
10191,96393,RUA ARMANDO FAJARDO,Rua Armando Fajardo,R. Armando Fajardo,X,Não definida
1449,7994,RUA ARMANDO GAIOSO,Rua Armando Gaioso,R. Armando Gaioso,S,Via Pavimentada
1451,8010,RUA ARMANDO PINA,Rua Armando Pina,R. Armando Pina,S,Via Pavimentada
1452,8036,RUA ARMANDO SALES DE OLIVEIRA,Rua Armando Sales de Oliveira,R. Armando Sales de Oliveira,P,Via Parcialmente Pavimentada
1454,8044,RUA ARMANDO SORIANO,Rua Armando Soriano,R. Armando Soriano,S,Via Pavimentada
1099,5142,RUA ARMANDO TORRES MONTEIRO,Rua Armando Torres Monteiro,R. Armando Torres Monteiro,N,Via Não Pavimentada
1460,8087,RUA ARNALDO BASTOS,Rua Arnaldo Bastos,R. Arnaldo Bastos,S,Via Pavimentada
1462,8109,RUA ARNALDO CONSTANTINO DA SILVA,Rua Arnaldo Constantino da Silva,R. Arnaldo Constantino da Silva,N,Via Não Pavimentada
4200,33448,RUA ARNALDO DA ROSA TEIXEIRA,Rua Arnaldo da Rosa Teixeira,R. Arnaldo da Rosa Teixeira,S,Via Pavimentada
1463,8117,RUA ARNALDO DE FRANCA CALDAS,Rua Arnaldo de França Caldas,R. Arnaldo de Franca Caldas,S,Via Pavimentada
8245,71978,RUA ARNALDO DE MOURA LEITE,Rua Arnaldo de Moura Leite,R. Arnaldo de Moura Leite,S,Via Pavimentada
1384,8141,RUA ARNALDO PIMENTEL,Rua Arnaldo Pimentel,R. Arnaldo Pimentel,S,Via Pavimentada
10426,100587,RUA ARMALDO RODRIGUES CRUZ,Rua Arnaldo Rodrigues Cruz,R. Arnaldo Rodrigues Cruz,N,Via Não Pavimentada
6264,52248,RUA ARNALDO ROSA TEIXEIRA,Rua Arnaldo Rosa Teixeira,R. Arnaldo Rosa Teixeira,S,Via Pavimentada
1466,8150,RUA ARNAUD HOLANDA,Rua Arnaud Holanda,R. Arnaud Holanda,S,Via Pavimentada
9587,100099,RUA ARNICA,Rua Arnica,R. Arnica,N,Via Não Pavimentada
1469,8176,RUA ARNOBIO MARQUES,Rua Arnóbio Marques,R. Arnobio Marques,S,Via Pavimentada
1467,8168,RUA ARNOLDO MAGALHAES,Rua Arnoldo Magalhães,R. Arnoldo Magalhães,S,Via Pavimentada
8192,71366,RUA ARNOPOLIS,Rua Arnópolis,R. Arnopolis,X,Não definida
9806,90336,RUA AROAZES,Rua Aroazes,R. Aroazes,N,Via Não Pavimentada
1470,8184,RUA AROEIRA,Rua Aroeira,R. Aroeira,S,Via Pavimentada
273,85367,RUA AROLDO BARBOSA,Rua Aroldo Barbosa,R. Aroldo Barbosa,S,Via Pavimentada
5597,46132,RUA ARPOADOR,Rua Arpoador,R. Arpoador,N,Via Não Pavimentada
9168,82686,RUA ARQUELAU SILVEIRA LIRA,Rua Arquelau Silveira Lira,R. Arquelau Silveira Lira,P,Via Parcialmente Pavimentada
1472,8192,RUA ARQUIMEDES DE OLIVEIRA,Rua Arquimedes de Oliveira,R. Arquimedes de Oliveira,S,Via Pavimentada
5217,42692,RUA ARQUITETA MARIA LUCIA BARBOSA,Rua Arquiteta Maria Lucia Barbosa,R. Arquiteta Maria Lucia Barbosa,S,Via Pavimentada
1513,8605,RUA ARQUITETO ASDRUBAL SARMENTO,Rua Arquiteto Asdrubal Sarmento,R. Arquiteto Asdrubal Sarmento,S,Via Pavimentada
1551,8966,RUA ARQUITETO AUGUSTO REINALDO,Rua Arquiteto Augusto Reinaldo,R. Arquiteto Augusto Reinaldo,S,Via Pavimentada
3209,24066,RUA ARQUITETO FERNANDO ALMEIDA,Rua Arquiteto Fernando Almeida,R. Arquiteto Fernando Almeida,P,Via Parcialmente Pavimentada
4492,36129,RUA ARQUITETO JOSE LUIZ DE SANTANA FILHO,Rua Arquiteto José Luiz de Santana Filho,R. Arquiteto José Luiz de Santana Filho,S,Via Pavimentada
4931,40029,RUA ARQUITETO LUIZ NUNES,Rua Arquiteto Luiz Nunes,R. Arquiteto Luiz Nunes,S,Via Pavimentada
7358,62308,RUA ARQUITETO PAULO BARBOSA MAGALHAES,Rua Arquiteto Paulo Barbosa Magalhães,R. Arquiteto Paulo Barbosa Magalhães,S,Via Pavimentada
6775,57045,RUA ARQUITETO REINALDO ALVES MAIA,Rua Arquiteto Reinaldo Alves Maia,R. Arquiteto Reinaldo Alves Maia,S,Via Pavimentada
8807,78476,RUA ARRAIA,Rua Arraia,R. Arraia,S,Via Pavimentada
7445,63037,RUA ARROZAL,Rua Arrozal,R. Arrozal,S,Via Pavimentada
1479,8257,RUA ARRUDA BELTRAO,Rua Arruda Beltrão,R. Arruda Beltrao,P,Via Parcialmente Pavimentada
1480,8265,RUA ARRUDA CAMARA,Rua Arruda Câmara,R. Arruda Camara,S,Via Pavimentada
1483,8290,RUA ARSENIO CALACA,Rua Arsênio Calaça,R. Arsenio Calaca,S,Via Pavimentada
8839,78816,RUA ARTELANO DE BARROS CAVALCANTI,Rua Artelano de Barros Cavalcanti,R. Artelano de Barros Cavalcanti,S,Via Pavimentada
1485,8311,RUA ARTEMIS,Rua Artêmis,R. Artêmis,S,Via Pavimentada
1498,8435,RUA ARTHUR LOPES,Rua Arthur Lopes,R. Arthur Lopes,N,Via Não Pavimentada
553,230,RUA ARTISTA ABEL LAFLEUR,Rua Artista Abel Lafleur,R. Artista Abel Lafleur,S,Via Pavimentada
1488,8346,RUA ARTUR AZEVEDO,Rua Artur  Azevedo,R. Artur Azevedo,S,Via Pavimentada
1489,8354,RUA ARTUR BARRETO LINS,Rua Artur Barreto Lins,R. Artur Barreto Lins,P,Via Parcialmente Pavimentada
1490,8362,RUA ARTUR BERNARDES,Rua Artur Bernardes,R. Artur Bernardes,S,Via Pavimentada
1492,8370,RUA ARTUR CAMPELO,Rua Artur Campelo,R. Artur Campelo,S,Via Pavimentada
1494,8397,RUA ARTUR COUTINHO,Rua Artur Coutinho,R. Artur Coutinho,S,Via Pavimentada
1497,8427,RUA ARTUR LICIO,Rua Artur Lício,R. Artur Licio,S,Via Pavimentada
1501,8460,RUA ARTUR MUNIZ,Rua Artur Muniz,R. Artur Muniz,S,Via Pavimentada
10112,94978,RUA ARTUR NOGUEIRA,Rua Artur Nogueira,R. Artur Nogueira,N,Via Não Pavimentada
1502,8486,RUA ARTUR ORLANDO,Rua Artur Orlando,R. Artur Orlando,S,Via Pavimentada
1504,8508,RUA ARTUR ROBERTO FERREIRA,Rua Artur Roberto Ferreira,R. Artur Roberto Ferreira,N,Via Não Pavimentada
1507,8524,RUA ARTUR WANDERLEY,Rua Artur Wanderley,R. Artur Wanderley,N,Via Não Pavimentada
9829,90344,RUA ARUMANDUBA,Rua Arumanduba,R. Arumanduba,P,Via Parcialmente Pavimentada
1431,7803,RUA ARY PETER,Rua Ary Peter,R. Ary Peter,S,Via Pavimentada
10190,96385,RUA ARY SERGIO CARDIM,Rua Ary Sérgio Cardim,R. Ary Sergio Cardim,N,Via Não Pavimentada
4352,136913,RUA ASA BRANCA,Rua Asa Branca,R. Asa Branca,N,Via Não Pavimentada
4863,39608,RUA ASA BRANCA,Rua Asa Branca,R. Asa Branca,S,Via Pavimentada
1512,8591,RUA ASCENCO FERREIRA,Rua Ascenço Ferreira,R. Ascenço Ferreira,S,Via Pavimentada
1511,8575,RUA ASCENDINO NEVES,Rua Ascendino Neves,R. Ascendino Neves,S,Via Pavimentada
414,8613,RUA ASSAI,Rua Assaí,R. Assai,S,Via Pavimentada
1514,8621,RUA ASSAITUBA,Rua Assaituba,R. Assaituba,S,Via Pavimentada
7444,63029,RUA ASSARAI,Rua Assaraí,R. Assarai,S,Via Pavimentada
1517,8630,RUA ASSARE,Rua Assare,R. Assare,X,Não definida
1519,8656,RUA ASSIS BRASIL,Rua Assis Brasil,R. Assis Brasil,S,Via Pavimentada
11587,121703,RUA ASSUCENA,Rua Assucena,R. Assucena,S,Via Pavimentada
1524,8672,RUA ASSUNCAO,Rua Assunção,R. Assuncao,S,Via Pavimentada
1526,8680,RUA ASSUREMA,Rua Assurema,R. Assurema,S,Via Pavimentada
1527,8699,RUA ASTERIO RUFINO ALVES,Rua Astério Rufino Alves,R. Asterio Rufino Alves,S,Via Pavimentada
1528,8702,RUA ASTOLFO DUTRA,Rua Astolfo Dutra,R. Astolfo Dutra,N,Via Não Pavimentada
1529,8710,RUA ASTORGA,Rua Astorga,R. Astorga,S,Via Pavimentada
770,2089,"RUA ALDRIN,ASTRONAUTA",Rua Astronauta Aldrin,R. Astronauta Aldrin,S,Via Pavimentada
7906,67890,RUA ASTRONAUTA COLLINS,Rua Astronauta Collins,R. Astronauta Collins,N,Via Não Pavimentada
1458,8079,RUA ASTRONAUTA NEIL ARMSTRONG,Rua Astronauta Neil Armstrong,R. Astronauta Neil Armstrong,S,Via Pavimentada
1532,8745,RUA ATALAIA,Rua Atalaia,R. Atalaia,N,Via Não Pavimentada
1534,8761,RUA ATALANTA,Rua Atalanta,R. Atalanta,S,Via Pavimentada
450,8770,RUA ATALEIA,Rua Ataléia,R. Ataleia,S,Via Pavimentada
1536,8800,RUA ATAPUZ,Rua Atapuz,R. Atapuz,S,Via Pavimentada
62,100013,RUA ATENAS,Rua Atenas,R. Atenas,N,Via Não Pavimentada
9688,88340,RUA ATIACU,Rua Atiaçu,R. Atiacu,S,Via Pavimentada
1539,8842,RUA ATLANTICO,Rua Atlântico,R. Atlantico,S,Via Pavimentada
7440,62995,RUA ATLETICO,Rua Atlético,R. Atletico,P,Via Parcialmente Pavimentada
2339,16233,RUA ATOR CLENIO WANDERLEY,Rua Ator Clênio Wanderley,R. Ator Clenio Wanderley,S,Via Pavimentada
127,21210,RUA ATOR ELPIDIO CAMARA,Rua Ator Elpídio Câmara,R. Ator Elpidio Camara,S,Via Pavimentada
9365,85391,RUA ATOR MARCUS SIQUEIRA,Rua Ator Marcus Siqueira,R. Ator Marcus Siqueira,S,Via Pavimentada
1300,6556,RUA ATOR RODOLFO MAYER,Rua Ator Rodolfo Mayer,R. Ator Rodolfo Mayer,N,Via Não Pavimentada
1540,8850,RUA ATUM,Rua Atum,R. Atum,S,Via Pavimentada
1542,8877,RUA AUGUSTO BAMBERG DE MELO,Rua Augusto Bamberg de Melo,R. Augusto Bamberg de Melo,P,Via Parcialmente Pavimentada
9303,84441,RUA AUGUSTO BOLITREAU FRAGOSO,Rua Augusto Bolitreau Fragoso,R. A Bolitreau Fragoso,S,Via Pavimentada
1544,8885,RUA AUGUSTO CALHEIROS,Rua Augusto Calheiros,R. Augusto Calheiros,S,Via Pavimentada
1541,8869,RUA AUGUSTO DOS ANJOS,Rua Augusto dos Anjos,R. Augusto Dos Anjos,N,Via Não Pavimentada
1549,8931,RUA AUGUSTO LIMA,Rua Augusto Lima,R. Augusto Lima,S,Via Pavimentada
1554,8990,RUA AUGUSTO RODRIGUES,Rua Augusto Rodrigues,R. Augusto Rodrigues,S,Via Pavimentada
1556,9008,RUA AUGUSTO SEVERO,Rua Augusto Severo,R. Augusto Severo,N,Via Não Pavimentada
8787,78239,RUA AUGUSTO SILVA,Rua Augusto Silva,R. Augusto Silva,X,Não definida
1558,9024,RUA AUREA,Rua Áurea,R. Aurea,P,Via Parcialmente Pavimentada
1561,9040,RUA AURELIANO LEAL,Rua Aureliano Leal,R. Aureliano Leal,S,Via Pavimentada
1564,9059,RUA AURELIANO QUINTAS,Rua Aureliano Quintas,R. Aureliano Quintas,P,Via Parcialmente Pavimentada
1569,9091,RUA AURELIO DOMINGUES,Rua Aurélio Domingues,R. Aurelio Domingues,S,Via Pavimentada
7457,63193,RUA AUREO BRADLEY,Rua Áureo Bradley,R. Aureo Bradley,P,Via Parcialmente Pavimentada
1571,9113,RUA AUREO XAVIER,Rua Áureo Xavier,R. Aureo Xavier,P,Via Parcialmente Pavimentada
1575,9148,RUA AURIFLAMA,Rua Auriflama,R. Auriflama,S,Via Pavimentada
1573,9121,RUA AURILANCIA,Rua Aurilância,R. Aurilancia,S,Via Pavimentada
1574,9130,RUA AURILANDIA,Rua Aurilândia,R. Aurilandia,S,Via Pavimentada
1576,9156,RUA AURINO EUTIQUIO DA ROCHA,Rua Aurino Eutíquio da Rocha,R. Aurino Eutíquio da Rocha,P,Via Parcialmente Pavimentada
11210,116610,RUA AURORA,Rua Aurora,R. Aurora,N,Via Não Pavimentada
1579,9172,RUA AURORA CACOTE,Rua Aurora Caçote,R. Aurora Caçote,S,Via Pavimentada
1531,8737,RUA AUSTRICLINIO FERRAZ,Rua Austriclínio Ferraz,R. Austriclinio Ferraz,S,Via Pavimentada
1584,9202,RUA AUSTRO COSTA,Rua Austro Costa,R. Austro Costa,S,Via Pavimentada
1586,9229,RUA AUTAZES,Rua Autazes,R. Autazes,S,Via Pavimentada
464,14338,RUA AVAI,Rua Avaí,R. Avai,N,Via Não Pavimentada
1588,9237,RUA AVARE,Rua Avaré,R. Avare,S,Via Pavimentada
1589,9245,RUA AVEIRO,Rua Aveiro,R. Aveiro,S,Via Pavimentada
1590,9253,RUA AVELAR,Rua Avelar,R. Avelar,S,Via Pavimentada
1592,9261,RUA AVELINO CHAVES,Rua Avelino Chaves,R. Avelino Chaves,S,Via Pavimentada
1594,9288,RUA AVELOZ,Rua Aveloz,R. Aveloz,N,Via Não Pavimentada
1595,9296,RUA AVENCA,Rua Avenca,R. Avenca,S,Via Pavimentada
6167,51322,RUA AVIADOR PINTO RIBEIRO,Rua Aviador Pinto Ribeiro,R. Aviador Pinto Ribeiro,S,Via Pavimentada
6754,56995,RUA AVIADOR REGO BARROS,Rua Aviador Rego Barros,R. Aviador Rego Barros,S,Via Pavimentada
6592,55190,RUA AVIADOR SEVERIANO LINS,Rua Aviador Severiano Lins,R. Aviador Severiano Lins,P,Via Parcialmente Pavimentada
10366,99414,RUA AXINIM,Rua Axinim,R. Axinim,S,Via Pavimentada
10447,100765,RUA AYRTON SENNA,Rua Ayrton Senna,R. Ayrton Senna,S,Via Pavimentada
1598,9318,RUA AZAMBUJA,Rua Azambuja,R. Azambuja,X,Não definida
1600,9334,RUA AZEREDO COUTINHO,Rua Azeredo Coutinho,R. Azeredo Coutinho,S,Via Pavimentada
1601,9342,RUA AZEVEDO CRUZ,Rua Azevedo Cruz,R. Azevedo Cruz,S,Via Pavimentada
